# y_unit.tau_ubar: fm
# y_unit.tau_u: fm
# script: scripts/relaxtime/scan_relaxation_times_vs_T.jl
# sigma_grid_n: 60
# schema: scan_csv_v1
# y_unit.tau_sbar: fm
# x_unit: MeV
# y_scale.tau_s: log
# y_scale.tau_sbar: log
# y_unit.tau_s: fm
# y_scale.tau_u: log
# title: relaxation_times_vs_T
# y_scale.tau_ubar: log
# integration_mode: finite_lambda
# gc_every_n: 5
# x_label: T
T_MeV,muB_MeV,muq_MeV,xi,T_fm,muq_fm,converged,iterations,residual_norm,Phi,Phibar,m_u,m_s,n_u,n_s,n_ubar,n_sbar,tau_u,tau_s,tau_ubar,tau_sbar,tauinv_u,tauinv_s,tauinv_ubar,tauinv_sbar,tau_p_nodes,tau_angle_nodes,tau_phi_nodes,tau_n_sigma_points,sigma_grid_n,integration_mode,gc_every_n
250.0,800.0,266.6666666666667,0.0,1.2669325535785776,1.3513947238171495,true,13,8.339995360984176e-13,0.7856203076546256,0.7878168098084168,0.0447826600554452,1.142704576066492,2.407039428421756,2.1118396706359484,0.3245203803872033,0.2741596407489689,8.655125741301193,6.878516829971437,1.6545431171712015,1.2443624418538644,0.11553847163977334,0.14538017783757498,0.60439645822571,0.803624383351035,20,4,8,6,60,finite_lambda,5
260.0,800.0,266.6666666666667,0.0,1.3176098557217208,1.3513947238171495,true,13,8.686384944667225e-13,0.8011176234808406,0.8029843165346437,0.04099776225691744,1.0585927157545516,2.6309137500186317,2.3686916992348785,0.38510556726618267,0.3360785720929906,9.417843040554333,7.6235967267709706,1.9200923531406537,1.481590133760992,0.10618142558692932,0.13117168127327705,0.5208082821455549,0.6749504989355704,20,4,8,6,60,finite_lambda,5
270.0,800.0,266.6666666666667,0.0,1.3682871578648639,1.3513947238171495,true,16,7.238654120556021e-14,0.8150140352000805,0.8166069719739013,0.03779686284237499,0.9829506396521475,2.8646823058453625,2.631601441734088,0.45232118744357946,0.4049995673799483,10.316253654529143,8.513357497882781,2.2331749570330306,1.7683013991531693,0.09693441374049291,0.1174624700359046,0.44779294915996554,0.5655144538588812,20,4,8,6,60,finite_lambda,5
280.0,800.0,266.6666666666667,0.0,1.4189644600080071,1.3513947238171495,true,5,1.1590728377086634e-12,0.8275336506502238,0.8288977865241764,0.03504977535623633,0.9150448507999317,3.10803362949571,2.9004800028044224,0.5263516773004184,0.4809576267367941,11.36671452850527,9.611643454793667,2.6016428157234865,2.1270214376824703,0.08797616914652123,0.10404048014299414,0.38437251799375527,0.47014100670727876,20,4,8,6,60,finite_lambda,5
290.0,800.0,266.6666666666667,0.0,1.4696417621511502,1.3513947238171495,true,18,2.107647389948397e-12,0.8388593813038349,0.8400311553756057,0.03266292156686852,0.8540750491201904,3.360600003971685,3.1753108589772046,0.607343570641967,0.5639894751700298,12.586654707177766,10.84320312295282,3.0344013383513704,2.5406524609593686,0.07944922803274583,0.09222367124002377,0.329554297040784,0.3935996817220695,20,4,8,6,60,finite_lambda,5
300.0,800.0,266.6666666666667,0.0,1.5203190642942932,1.3513947238171495,true,5,1.802114013571554e-12,0.8491422595194033,0.850151485621551,0.030567491859213716,0.7992611905627088,3.621967671459394,3.456068229503955,0.6954055639534835,0.6541259323489341,13.99525102488319,12.27110959618464,3.5414370545429237,3.0319685165351715,0.07145280911517958,0.08149222302691536,0.28237124777276756,0.32981872817820856,20,4,8,6,60,finite_lambda,5
310.0,800.0,266.6666666666667,0.0,1.5709963664374365,1.3513947238171495,true,5,1.2363443602225743e-12,0.8585084008633859,0.8593796721564645,0.028711783903167473,0.7498839902035449,3.8916862922141497,3.7426787208636587,0.7906092226527426,0.7513850811722981,15.614554620017312,13.918053961605136,4.134119435149589,3.6129521285769743,0.06404281289701565,0.0718491250830495,0.24188947989689993,0.2767819678789566,20,4,8,6,60,finite_lambda,5
320.0,800.0,266.6666666666667,0.0,1.6216736685805795,1.3513947238171495,true,5,5.616840326183592e-12,0.867064208920454,0.8678179559822349,0.02705615785619007,0.7052995571836485,4.16927754889894,4.035008088228563,0.8929902058561825,0.8557671324563605,17.46870055684008,15.810889033921367,4.825228659836766,4.297675292765491,0.05724524252655061,0.06324755033411193,0.20724406458155897,0.23268393535531967,20,4,8,6,60,finite_lambda,5
330.0,800.0,266.6666666666667,0.0,1.6723509707237225,1.3513947238171495,true,5,2.0961010704922955e-12,0.8749002918623959,0.8755535909980213,0.025569653149407772,0.6649407367699293,4.454242873883256,4.33286133839341,1.0025499021989643,0.9672510630513165,19.584469472498398,17.924038099364562,5.628922762898177,5.081895896009883,0.051060867459506915,0.05579099946431444,0.17765388549853323,0.19677695499137698,20,4,8,6,60,finite_lambda,5
340.0,800.0,266.6666666666667,0.0,1.7230282728668658,1.3513947238171495,true,4,2.89507084971774e-10,0.8820944401342256,0.8826616392622593,0.024227676803469798,0.6283122261272728,4.746070317538874,4.635989234281168,1.1192573818662455,1.0857927918560397,21.99199817041083,20.331590988341638,6.561326325603776,5.996564824244003,0.04547108417576406,0.04918454244792801,0.15240820992209675,0.16676214287837232,20,4,8,6,60,finite_lambda,5
350.0,800.0,266.6666666666667,0.0,1.7737055750100088,1.3513947238171495,true,4,5.52979884105298e-12,0.8887139182887864,0.8892071277422838,0.023010394277475525,0.5949832289657941,5.04424059485343,4.944097350626395,1.2430515809245637,1.2113245778172104,24.724561688708697,23.044024677286032,7.640389395469224,7.0510510539637785,0.04044561082984471,0.043395197410358494,0.13088338149270287,0.14182282788008543,20,4,8,6,60,finite_lambda,5
360.0,800.0,266.6666666666667,0.0,1.8243828771531518,1.3513947238171495,true,4,2.156497203031904e-12,0.894817252146483,0.8952467340306942,0.021901588867351992,0.5645795574992742,5.348232357186914,5.256855651682795,1.3738436441742086,1.343755338106797,27.817743757692597,26.170997179246545,8.885728831864297,8.293404655006615,0.03594827850563777,0.03821023681867936,0.11254000869506525,0.12057774118091702,20,4,8,6,60,finite_lambda,5
