table,legacy_row,key,accepted_exact,strict_exact,same_xi_distance,reason,disposition
boundary,2,"{""T_MeV"":50.0,""xi"":-0.5}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
boundary,3,"{""T_MeV"":70.0,""xi"":-0.5}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
boundary,4,"{""T_MeV"":90.0,""xi"":-0.5}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
boundary,5,"{""T_MeV"":110.0,""xi"":-0.5}",True,True,0.0,accepted_primary_exact,exact_accepted_key
boundary,6,"{""T_MeV"":130.0,""xi"":-0.5}",True,True,0.0,accepted_primary_exact,exact_accepted_key
boundary,7,"{""T_MeV"":50.0,""xi"":-0.4}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
boundary,8,"{""T_MeV"":70.0,""xi"":-0.4}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
boundary,9,"{""T_MeV"":90.0,""xi"":-0.4}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
boundary,10,"{""T_MeV"":110.0,""xi"":-0.4}",True,True,0.0,accepted_primary_exact,exact_accepted_key
boundary,11,"{""T_MeV"":130.0,""xi"":-0.4}",True,True,0.0,accepted_primary_exact,exact_accepted_key
boundary,12,"{""T_MeV"":50.0,""xi"":-0.3}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
boundary,13,"{""T_MeV"":70.0,""xi"":-0.3}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
boundary,14,"{""T_MeV"":90.0,""xi"":-0.3}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
boundary,15,"{""T_MeV"":110.0,""xi"":-0.3}",True,True,0.0,accepted_primary_exact,exact_accepted_key
boundary,16,"{""T_MeV"":130.0,""xi"":-0.3}",True,False,0.0,accepted_primary_exact,exact_accepted_key
boundary,17,"{""T_MeV"":50.0,""xi"":-0.2}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
boundary,18,"{""T_MeV"":70.0,""xi"":-0.2}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
boundary,19,"{""T_MeV"":90.0,""xi"":-0.2}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
boundary,20,"{""T_MeV"":110.0,""xi"":-0.2}",True,True,0.0,accepted_primary_exact,exact_accepted_key
boundary,21,"{""T_MeV"":130.0,""xi"":-0.2}",True,True,0.0,accepted_primary_exact,exact_accepted_key
boundary,22,"{""T_MeV"":50.0,""xi"":-0.1}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
boundary,23,"{""T_MeV"":70.0,""xi"":-0.1}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
boundary,24,"{""T_MeV"":90.0,""xi"":-0.1}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
boundary,25,"{""T_MeV"":110.0,""xi"":-0.1}",True,True,0.0,accepted_primary_exact,exact_accepted_key
boundary,26,"{""T_MeV"":130.0,""xi"":-0.1}",True,True,0.0,accepted_primary_exact,exact_accepted_key
boundary,27,"{""T_MeV"":50.0,""xi"":0.0}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
boundary,28,"{""T_MeV"":70.0,""xi"":0.0}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
boundary,29,"{""T_MeV"":90.0,""xi"":0.0}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
boundary,30,"{""T_MeV"":110.0,""xi"":0.0}",True,True,0.0,accepted_primary_exact,exact_accepted_key
boundary,31,"{""T_MeV"":130.0,""xi"":0.0}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
boundary,32,"{""T_MeV"":50.0,""xi"":0.1}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
boundary,33,"{""T_MeV"":70.0,""xi"":0.1}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
boundary,34,"{""T_MeV"":90.0,""xi"":0.1}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
boundary,35,"{""T_MeV"":110.0,""xi"":0.1}",True,True,0.0,accepted_primary_exact,exact_accepted_key
boundary,36,"{""T_MeV"":50.0,""xi"":0.2}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
boundary,37,"{""T_MeV"":70.0,""xi"":0.2}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
boundary,38,"{""T_MeV"":90.0,""xi"":0.2}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
boundary,39,"{""T_MeV"":110.0,""xi"":0.2}",True,True,0.0,accepted_primary_exact,exact_accepted_key
boundary,40,"{""T_MeV"":50.0,""xi"":0.3}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
boundary,41,"{""T_MeV"":70.0,""xi"":0.3}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
boundary,42,"{""T_MeV"":90.0,""xi"":0.3}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
boundary,43,"{""T_MeV"":110.0,""xi"":0.3}",True,True,0.0,accepted_primary_exact,exact_accepted_key
boundary,44,"{""T_MeV"":50.0,""xi"":0.4}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
boundary,45,"{""T_MeV"":70.0,""xi"":0.4}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
boundary,46,"{""T_MeV"":90.0,""xi"":0.4}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
boundary,47,"{""T_MeV"":50.0,""xi"":0.5}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
boundary,48,"{""T_MeV"":70.0,""xi"":0.5}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
boundary,49,"{""T_MeV"":90.0,""xi"":0.5}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,2,"{""muq_MeV"":0.0,""xi"":-0.5}",True,True,0.0,accepted_primary_exact,exact_accepted_key
crossover,3,"{""muq_MeV"":30.0,""xi"":-0.5}",False,False,7.8950850858559996,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,4,"{""muq_MeV"":60.0,""xi"":-0.5}",False,False,6.314744742431998,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,5,"{""muq_MeV"":90.0,""xi"":-0.5}",False,False,1.5803403434239982,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,6,"{""muq_MeV"":120.0,""xi"":-0.5}",False,False,9.475425429279994,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,7,"{""muq_MeV"":150.0,""xi"":-0.5}",False,False,4.734404399008014,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,8,"{""muq_MeV"":180.0,""xi"":-0.5}",False,False,3.1606806868479964,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,9,"{""muq_MeV"":210.0,""xi"":-0.5}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,10,"{""muq_MeV"":240.0,""xi"":-0.5}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,11,"{""muq_MeV"":270.0,""xi"":-0.5}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,12,"{""muq_MeV"":300.0,""xi"":-0.5}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,13,"{""muq_MeV"":330.0,""xi"":-0.5}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,14,"{""muq_MeV"":360.0,""xi"":-0.5}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,15,"{""muq_MeV"":390.0,""xi"":-0.5}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,16,"{""muq_MeV"":420.0,""xi"":-0.5}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,17,"{""muq_MeV"":450.0,""xi"":-0.5}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,18,"{""muq_MeV"":0.0,""xi"":-0.45}",True,True,0.0,accepted_primary_exact,exact_accepted_key
crossover,19,"{""muq_MeV"":30.0,""xi"":-0.45}",False,False,7.632946118088,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,20,"{""muq_MeV"":60.0,""xi"":-0.45}",False,False,7.101161645736994,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,21,"{""muq_MeV"":90.0,""xi"":-0.45}",False,False,0.5317844723499974,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,22,"{""muq_MeV"":120.0,""xi"":-0.45}",False,False,8.164730590437998,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,23,"{""muq_MeV"":150.0,""xi"":-0.45}",False,False,6.569377173387011,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,24,"{""muq_MeV"":180.0,""xi"":-0.45}",False,False,1.0635689446999947,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,25,"{""muq_MeV"":210.0,""xi"":-0.45}",False,False,1.2615485688770036,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,26,"{""muq_MeV"":240.0,""xi"":-0.45}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,27,"{""muq_MeV"":270.0,""xi"":-0.45}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,28,"{""muq_MeV"":300.0,""xi"":-0.45}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,29,"{""muq_MeV"":330.0,""xi"":-0.45}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,30,"{""muq_MeV"":360.0,""xi"":-0.45}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,31,"{""muq_MeV"":390.0,""xi"":-0.45}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,32,"{""muq_MeV"":420.0,""xi"":-0.45}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,33,"{""muq_MeV"":450.0,""xi"":-0.45}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,34,"{""muq_MeV"":0.0,""xi"":-0.4}",True,True,0.0,accepted_primary_exact,exact_accepted_key
crossover,35,"{""muq_MeV"":30.0,""xi"":-0.4}",False,False,7.394055628617,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,36,"{""muq_MeV"":60.0,""xi"":-0.4}",False,False,7.8178331141480015,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,37,"{""muq_MeV"":90.0,""xi"":-0.4}",False,False,0.423777485531005,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,38,"{""muq_MeV"":120.0,""xi"":-0.4}",False,False,6.9702781430870004,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,39,"{""muq_MeV"":150.0,""xi"":-0.4}",False,False,8.241610599678012,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,40,"{""muq_MeV"":180.0,""xi"":-0.4}",False,False,0.8475549710609869,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,41,"{""muq_MeV"":210.0,""xi"":-0.4}",False,False,4.57482531326599,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,42,"{""muq_MeV"":240.0,""xi"":-0.4}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,43,"{""muq_MeV"":270.0,""xi"":-0.4}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,44,"{""muq_MeV"":300.0,""xi"":-0.4}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,45,"{""muq_MeV"":330.0,""xi"":-0.4}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,46,"{""muq_MeV"":360.0,""xi"":-0.4}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,47,"{""muq_MeV"":390.0,""xi"":-0.4}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,48,"{""muq_MeV"":420.0,""xi"":-0.4}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,49,"{""muq_MeV"":450.0,""xi"":-0.4}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,50,"{""muq_MeV"":0.0,""xi"":-0.35}",True,True,0.0,accepted_primary_exact,exact_accepted_key
crossover,51,"{""muq_MeV"":30.0,""xi"":-0.35}",False,False,7.166959528035001,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,52,"{""muq_MeV"":60.0,""xi"":-0.35}",False,False,8.499121415893995,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,53,"{""muq_MeV"":90.0,""xi"":-0.35}",False,False,1.3321618878590016,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,54,"{""muq_MeV"":120.0,""xi"":-0.35}",False,False,5.834797640176006,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,55,"{""muq_MeV"":150.0,""xi"":-0.35}",False,False,9.831283303752997,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,56,"{""muq_MeV"":180.0,""xi"":-0.35}",False,False,2.664323775718003,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,57,"{""muq_MeV"":210.0,""xi"":-0.35}",False,False,4.502635752318014,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,58,"{""muq_MeV"":240.0,""xi"":-0.35}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,59,"{""muq_MeV"":270.0,""xi"":-0.35}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,60,"{""muq_MeV"":300.0,""xi"":-0.35}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,61,"{""muq_MeV"":330.0,""xi"":-0.35}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,62,"{""muq_MeV"":360.0,""xi"":-0.35}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,63,"{""muq_MeV"":390.0,""xi"":-0.35}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,64,"{""muq_MeV"":420.0,""xi"":-0.35}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,65,"{""muq_MeV"":450.0,""xi"":-0.35}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,66,"{""muq_MeV"":0.0,""xi"":-0.3}",True,True,0.0,accepted_primary_exact,exact_accepted_key
crossover,67,"{""muq_MeV"":30.0,""xi"":-0.3}",False,False,6.957659488880999,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,68,"{""muq_MeV"":60.0,""xi"":-0.3}",False,False,9.127021533356,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,69,"{""muq_MeV"":90.0,""xi"":-0.3}",False,False,2.169362044474994,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,70,"{""muq_MeV"":120.0,""xi"":-0.3}",False,False,4.788297444406993,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,71,"{""muq_MeV"":150.0,""xi"":-0.3}",False,False,11.296383577830994,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,72,"{""muq_MeV"":180.0,""xi"":-0.3}",False,False,4.338724088949988,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,73,"{""muq_MeV"":210.0,""xi"":-0.3}",False,False,2.6189353999320133,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,74,"{""muq_MeV"":240.0,""xi"":-0.3}",False,False,1.5900994153280124,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,75,"{""muq_MeV"":270.0,""xi"":-0.3}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,76,"{""muq_MeV"":300.0,""xi"":-0.3}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,77,"{""muq_MeV"":330.0,""xi"":-0.3}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,78,"{""muq_MeV"":360.0,""xi"":-0.3}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,79,"{""muq_MeV"":390.0,""xi"":-0.3}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,80,"{""muq_MeV"":420.0,""xi"":-0.3}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,81,"{""muq_MeV"":450.0,""xi"":-0.3}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,82,"{""muq_MeV"":0.0,""xi"":-0.25}",True,True,0.0,accepted_primary_exact,exact_accepted_key
crossover,83,"{""muq_MeV"":30.0,""xi"":-0.25}",False,False,6.761441378370002,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,84,"{""muq_MeV"":60.0,""xi"":-0.25}",False,False,9.715675864890997,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,85,"{""muq_MeV"":90.0,""xi"":-0.25}",False,False,2.9542344865210026,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,86,"{""muq_MeV"":120.0,""xi"":-0.25}",False,False,3.807206891849006,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,87,"{""muq_MeV"":150.0,""xi"":-0.25}",False,False,10.568648270218006,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,88,"{""muq_MeV"":180.0,""xi"":-0.25}",False,False,5.908468973042005,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,89,"{""muq_MeV"":210.0,""xi"":-0.25}",False,False,0.8529724053279892,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,90,"{""muq_MeV"":240.0,""xi"":-0.25}",False,False,3.22977386038599,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,91,"{""muq_MeV"":270.0,""xi"":-0.25}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,92,"{""muq_MeV"":300.0,""xi"":-0.25}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,93,"{""muq_MeV"":330.0,""xi"":-0.25}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,94,"{""muq_MeV"":360.0,""xi"":-0.25}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,95,"{""muq_MeV"":390.0,""xi"":-0.25}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,96,"{""muq_MeV"":420.0,""xi"":-0.25}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,97,"{""muq_MeV"":450.0,""xi"":-0.25}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,98,"{""muq_MeV"":0.0,""xi"":-0.2}",True,True,0.0,accepted_primary_exact,exact_accepted_key
crossover,99,"{""muq_MeV"":30.0,""xi"":-0.2}",False,False,6.576751896152,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,100,"{""muq_MeV"":60.0,""xi"":-0.2}",False,False,10.269744311542993,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,101,"{""muq_MeV"":90.0,""xi"":-0.2}",False,False,3.6929924153899947,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,102,"{""muq_MeV"":120.0,""xi"":-0.2}",False,False,2.883759480761995,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,103,"{""muq_MeV"":150.0,""xi"":-0.2}",False,False,9.460511376915008,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,104,"{""muq_MeV"":180.0,""xi"":-0.2}",False,False,7.385984830779989,accepted_key_grid_differs_from_legacy,nearest_accepted_support
