path,line,token,classification,path_retirement_blocker,snippet
scripts/analysis/pnjl/audit_issue130_phase_reference_accepted_primary.py,80,data/reference/pnjl/crossover_dense.csv,diagnostic_or_historical_tooling,False,"""data/reference/pnjl/crossover_dense.csv"","
scripts/analysis/pnjl/audit_issue130_phase_reference_accepted_primary.py,81,data/reference/pnjl/phase_reference_dense_manifest.json,diagnostic_or_historical_tooling,False,"""data/reference/pnjl/phase_reference_dense_manifest.json"","
scripts/analysis/pnjl/audit_issue130_phase_reference_accepted_primary.py,82,load_phase_reference_runtime_with_fallback,runtime_legacy_contract,False,"""load_phase_reference_runtime_with_fallback"","
scripts/analysis/pnjl/audit_issue130_phase_reference_accepted_primary.py,83,source=:legacy,runtime_legacy_contract,False,"""source=:legacy"","
scripts/analysis/pnjl/audit_issue130_phase_reference_accepted_primary.py,84,phase-reference-mode legacy,runtime_legacy_contract,False,"""phase-reference-mode legacy"","
scripts/analysis/pnjl/audit_issue130_phase_reference_accepted_primary.py,406,load_phase_reference_runtime_with_fallback,runtime_legacy_contract,False,"if token in {""load_phase_reference_runtime_with_fallback"", ""source=:legacy"", ""phase-reference-mode legacy""}:"
scripts/analysis/pnjl/audit_issue130_phase_reference_accepted_primary.py,595,load_phase_reference_runtime_with_fallback,runtime_legacy_contract,False,"row[""token""] == ""load_phase_reference_runtime_with_fallback"""
scripts/analysis/pnjl/audit_issue130_phase_reference_accepted_primary.py,600,phase-reference-mode legacy,runtime_legacy_contract,False,"row[""token""] == ""phase-reference-mode legacy"""
scripts/analysis/pnjl/audit_issue130_phase_reference_legacy_retirement.py,32,legacy_phase_reference_v1,diagnostic_or_historical_tooling,False,"LEGACY_RELATIVE = Path(""data/reference/pnjl/legacy_phase_reference_v1"")"
scripts/analysis/pnjl/audit_issue130_phase_reference_legacy_retirement.py,207,legacy_phase_reference_v1,diagnostic_or_historical_tooling,False,"""legacy_phase_reference_v1"","
scripts/analysis/pnjl/audit_issue130_phase_reference_legacy_retirement.py,208,data/reference/pnjl/boundary.csv,diagnostic_or_historical_tooling,False,"""data/reference/pnjl/boundary.csv"","
scripts/analysis/pnjl/audit_issue130_phase_reference_legacy_retirement.py,209,data/reference/pnjl/cep.csv,diagnostic_or_historical_tooling,False,"""data/reference/pnjl/cep.csv"","
scripts/analysis/pnjl/audit_issue130_phase_reference_legacy_retirement.py,210,data/reference/pnjl/spinodals.csv,diagnostic_or_historical_tooling,False,"""data/reference/pnjl/spinodals.csv"","
scripts/analysis/pnjl/audit_issue130_phase_reference_legacy_retirement.py,211,data/reference/pnjl/crossover_dense.csv,diagnostic_or_historical_tooling,False,"""data/reference/pnjl/crossover_dense.csv"","
scripts/analysis/pnjl/audit_issue130_phase_reference_legacy_retirement.py,212,data/reference/pnjl/phase_reference_dense_manifest.json,diagnostic_or_historical_tooling,False,"""data/reference/pnjl/phase_reference_dense_manifest.json"","
scripts/analysis/pnjl/audit_issue130_phase_reference_legacy_retirement.py,213,load_phase_reference_runtime_with_fallback,runtime_legacy_contract,False,"""load_phase_reference_runtime_with_fallback"","
scripts/analysis/pnjl/audit_issue130_phase_reference_legacy_retirement.py,215,source=:legacy,runtime_legacy_contract,False,"""source=:legacy"","
scripts/analysis/pnjl/audit_issue130_phase_reference_legacy_retirement.py,216,phase-reference-mode legacy,runtime_legacy_contract,False,"""--phase-reference-mode legacy"","
scripts/analysis/pnjl/audit_issue130_phase_reference_legacy_retirement.py,508,legacy_phase_reference_v1,diagnostic_or_historical_tooling,False,"if path.startswith(""data/reference/pnjl/legacy_phase_reference_v1/""):"
scripts/analysis/pnjl/audit_issue130_phase_reference_legacy_retirement.py,529,source=:legacy,runtime_legacy_contract,False,"if ""rollback"" in lower or ""fallback"" in lower or ""source=:legacy"" in lower:"
scripts/analysis/pnjl/audit_issue130_phase_reference_legacy_retirement.py,696,legacy_phase_reference_v1,diagnostic_or_historical_tooling,False,"""evidence"": ""tables/legacy_snapshot_inventory.csv; data/reference/pnjl/legacy_phase_reference_v1/RETIREMENT_MANIFEST.json"","
scripts/analysis/pnjl/audit_issue130_phase_reference_legacy_retirement.py,777,legacy_phase_reference_v1,diagnostic_or_historical_tooling,False,"""1. 先保留 `data/reference/pnjl/legacy_phase_reference_v1/`，不创建删除 PR。"","
scripts/analysis/pnjl/audit_issue130_phase_reference_runtime_consumers.py,31,data/reference/pnjl/boundary.csv,diagnostic_or_historical_tooling,False,"Path(""data/reference/pnjl/boundary.csv""),"
scripts/analysis/pnjl/audit_issue130_phase_reference_runtime_consumers.py,32,data/reference/pnjl/cep.csv,diagnostic_or_historical_tooling,False,"Path(""data/reference/pnjl/cep.csv""),"
scripts/analysis/pnjl/audit_issue130_phase_reference_runtime_consumers.py,33,data/reference/pnjl/spinodals.csv,diagnostic_or_historical_tooling,False,"Path(""data/reference/pnjl/spinodals.csv""),"
scripts/analysis/pnjl/audit_issue130_phase_reference_runtime_consumers.py,34,data/reference/pnjl/crossover_dense.csv,diagnostic_or_historical_tooling,False,"Path(""data/reference/pnjl/crossover_dense.csv""),"
scripts/analysis/pnjl/audit_issue130_phase_reference_runtime_consumers.py,35,data/reference/pnjl/phase_reference_dense_manifest.json,diagnostic_or_historical_tooling,False,"Path(""data/reference/pnjl/phase_reference_dense_manifest.json""),"
scripts/analysis/pnjl/build_issue130_rs_runtime_consumer_smoke_v2.py,37,legacy_phase_reference_v1,diagnostic_or_historical_tooling,False,"LEGACY_RELATIVE = Path(""data/reference/pnjl/legacy_phase_reference_v1"")"
scripts/analysis/pnjl/build_issue130_rs_runtime_consumer_smoke_v2.py,236,legacy_phase_reference_v1,diagnostic_or_historical_tooling,False,"""data/reference/pnjl/legacy_phase_reference_v1/"""
scripts/analysis/pnjl/build_issue130_rs_runtime_consumer_smoke_v2.py,346,phase-reference-mode legacy,runtime_legacy_contract,False,"""explicit_rollback"": ""--phase-reference-mode legacy"","
scripts/analysis/pnjl/build_issue130_rs_runtime_consumer_smoke_v2.py,571,phase-reference-mode legacy,runtime_legacy_contract,False,`legacy` 模式验证显式 `--phase-reference-mode legacy` rollback；diagnostic 模式
scripts/analysis/pnjl/build_issue130_rs_runtime_consumer_smoke_v2.py,627,legacy_phase_reference_v1,diagnostic_or_historical_tooling,False,"""legacy_root"": ""data/reference/pnjl/legacy_phase_reference_v1/{boundary.csv,cep.csv,crossover_dense.csv,spinodals.csv}"","
scripts/analysis/pnjl/build_issue130_rs_runtime_parity_evidence.py,22,data/reference/pnjl/boundary.csv,diagnostic_or_historical_tooling,False,"Path(""data/reference/pnjl/boundary.csv""),"
scripts/analysis/pnjl/build_issue130_rs_runtime_parity_evidence.py,23,data/reference/pnjl/cep.csv,diagnostic_or_historical_tooling,False,"Path(""data/reference/pnjl/cep.csv""),"
scripts/analysis/pnjl/build_issue130_rs_runtime_parity_evidence.py,24,data/reference/pnjl/crossover_dense.csv,diagnostic_or_historical_tooling,False,"Path(""data/reference/pnjl/crossover_dense.csv""),"
scripts/analysis/pnjl/build_issue130_rs_runtime_parity_evidence.py,25,data/reference/pnjl/spinodals.csv,diagnostic_or_historical_tooling,False,"Path(""data/reference/pnjl/spinodals.csv""),"
scripts/analysis/pnjl/import_issue130_phase_reference.py,32,legacy_phase_reference_v1,diagnostic_or_historical_tooling,False,"Path(""data/reference/pnjl/legacy_phase_reference_v1/boundary.csv""),"
scripts/analysis/pnjl/import_issue130_phase_reference.py,33,legacy_phase_reference_v1,diagnostic_or_historical_tooling,False,"Path(""data/reference/pnjl/legacy_phase_reference_v1/cep.csv""),"
scripts/analysis/pnjl/import_issue130_phase_reference.py,34,legacy_phase_reference_v1,diagnostic_or_historical_tooling,False,"Path(""data/reference/pnjl/legacy_phase_reference_v1/spinodals.csv""),"
scripts/analysis/pnjl/import_issue130_phase_reference.py,35,legacy_phase_reference_v1,diagnostic_or_historical_tooling,False,"Path(""data/reference/pnjl/legacy_phase_reference_v1/crossover_dense.csv""),"
scripts/analysis/pnjl/import_issue130_phase_reference.py,36,legacy_phase_reference_v1,diagnostic_or_historical_tooling,False,"Path(""data/reference/pnjl/legacy_phase_reference_v1/phase_reference_dense_manifest.json""),"
scripts/analysis/pnjl_cep_narrow_pilot.jl,23,legacy_phase_reference_v1,diagnostic_or_historical_tooling,False,"PROJECT_ROOT, ""data"", ""reference"", ""pnjl"", ""legacy_phase_reference_v1"", ""cep.csv"","
scripts/analysis/pnjl_cep_narrow_pilot_v2.jl,23,legacy_phase_reference_v1,diagnostic_or_historical_tooling,False,"PROJECT_ROOT_V2, ""data"", ""reference"", ""pnjl"", ""legacy_phase_reference_v1"", ""cep.csv"","
scripts/analysis/relaxtime/audit_issue130_rs_old_reference_retirement.py,619,phase-reference-mode legacy,runtime_legacy_contract,False,"""explicit_rollback_recorded"": manifest.get(""explicit_rollback"") == ""--phase-reference-mode legacy"","
scripts/analysis/relaxtime/audit_issue130_rs_old_reference_retirement.py,654,legacy_phase_reference_v1,diagnostic_or_historical_tooling,False,"""legacy_phase_reference_v1"","
scripts/analysis/relaxtime/audit_issue130_rs_old_reference_retirement.py,742,legacy_phase_reference_v1,diagnostic_or_historical_tooling,False,"""本审计的 old reference 指 RS phase-guided transport 的 `first_canonical_v2...prod_v1` mode-A/mode-B。更早的 `first_canonical_v1`/`xi005` 树另列为历史证据，不自动纳入当前 runtime fallback 的删除范围。PNJL phase-reference 的 `legacy_phase_reference_v1` 是另一条已经完成 canonical-pa"
scripts/analysis/relaxtime/build_phase_guided_pole_sensitive_rendering.py,906,data/reference/pnjl/boundary.csv,diagnostic_or_historical_tooling,False,"""evidence"": ""tables/phase_anchor_coexistence_audit.csv; data/reference/pnjl/boundary.csv"","
scripts/analysis/relaxtime/build_phase_guided_pole_sensitive_rendering.py,1005,data/reference/pnjl/boundary.csv,diagnostic_or_historical_tooling,False,"结果见 `tables/phase_anchor_coexistence_audit.csv`。当前 `mu_B=900 MeV` 的 `T=125.06992 MeV` 来自旧 `data/reference/pnjl/boundary.csv` 在 `T=110,130 MeV` 两点之间的线性插值；在相同 `p_num=12,t_num=6` 口径下直接求 `xi=0` 两分支等势，得到 bracket 中点 `T=125.76661 MeV`，比旧锚点高约 `0.69"
scripts/analysis/relaxtime/import_issue130_rs_candidate_results.py,585,phase-reference-mode legacy,runtime_legacy_contract,False,"""explicit_rollback"": ""--phase-reference-mode legacy"","
scripts/analysis/relaxtime/import_issue130_rs_candidate_results.py,645,phase-reference-mode legacy,runtime_legacy_contract,False,- legacy fallback: retained; explicit rollback is `--phase-reference-mode legacy`
scripts/perf/pnjl_chi_b_taylordiff_probe.jl,7,legacy_phase_reference_v1,diagnostic_or_historical_tooling,False,"const CEP_REFERENCE_PATH = joinpath(PROJECT_ROOT, ""data"", ""reference"", ""pnjl"", ""legacy_phase_reference_v1"", ""cep.csv"")"
tests/regression/pnjl/test_pnjl_chi_b_taylordiff_cep_smoke.jl,5,legacy_phase_reference_v1,snapshot_or_contract_test,False,"const CEP_REFERENCE_PATH = joinpath(PROJECT_ROOT, ""data"", ""reference"", ""pnjl"", ""legacy_phase_reference_v1"", ""cep.csv"")"
tests/unit/python/test_issue130_phase_reference_retirement.py,10,legacy_phase_reference_v1,snapshot_or_contract_test,False,"SNAPSHOT_ROOT = REFERENCE_ROOT / ""legacy_phase_reference_v1"""
tests/unit/python/test_issue130_phase_reference_retirement.py,61,legacy_phase_reference_v1,snapshot_or_contract_test,False,"assert ""legacy_phase_reference_v1"" not in text, path"
tests/unit/python/test_issue130_phase_reference_retirement.py,64,load_phase_reference_runtime_with_fallback,runtime_legacy_contract,False,"assert ""load_phase_reference_runtime_with_fallback"" not in adapter"
tests/unit/python/test_issue130_phase_reference_retirement.py,65,phase-reference-mode legacy,runtime_legacy_contract,False,"assert ""phase-reference-mode legacy"" not in runtime_scan"
tests/unit/python/test_issue130_phase_reference_retirement.py,72,legacy_phase_reference_v1,snapshot_or_contract_test,False,"assert ""legacy_phase_reference_v1"" not in validator"
tests/unit/python/test_issue130_rs_numerical_pilot.py,219,legacy_phase_reference_v1,snapshot_or_contract_test,False,"assert ""legacy_phase_reference_v1/RETIREMENT_MANIFEST.json"" in text"
tests/unit/python/test_issue130_rs_old_reference_physical_deletion.py,35,legacy_phase_reference_v1,snapshot_or_contract_test,False,"assert (ROOT / ""data/reference/pnjl/legacy_phase_reference_v1"").is_dir()"
tests/unit/relaxtime/test_phase_reference_adapter.jl,138,load_phase_reference_runtime_with_fallback,runtime_legacy_contract,False,"@test !isdefined(PRA, :load_phase_reference_runtime_with_fallback)"
tests/unit/relaxtime/test_phase_reference_adapter.jl,176,load_phase_reference_runtime_with_fallback,runtime_legacy_contract,False,"@test !isdefined(PRA, :load_phase_reference_runtime_with_fallback)"
