surface,xi,mu_MeV,T_MeV,rho,mu_CEP_proxy_MeV,layer,status,interpolation_method,physical_region,source_layer,reference_write
crossover,-0.4875,22.165816087079346,181.10129921921,0.40729908852900565,205.4752329298986,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4875,44.33163217415869,179.92462501889037,0.8012705750439887,205.4752329298986,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4875,66.49744826123803,177.9586137687852,1.1689756829267535,205.4752329298986,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4875,88.66326434831738,175.18773736881886,1.4974586062824746,205.4752329298986,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4875,110.82908043539672,171.5964677189156,1.7743524563819304,205.4752329298986,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4875,132.99489652247607,167.192136193434,1.9924006224785316,205.4752329298986,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4875,155.16071260955542,161.9408862564019,2.1420571218192648,205.4752329298986,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4875,177.32652869663477,155.82632445638512,2.2227416423016115,205.4752329298986,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4875,199.4923447837141,148.7671446058257,2.227123726588759,205.4752329298986,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4875,202.48378885680634,147.7430038131289,2.242060036977807,205.4752329298986,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,endpoint_expansion,False
crossover,-0.4875,203.97951089335248,147.21848069255034,2.2439905645260967,205.4752329298986,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,endpoint_expansion,False
crossover,-0.475,0.0,182.1108300058762,-0.0,208.70302471139712,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.475,22.2387636275216,181.71616148098343,0.4081717755257398,208.70302471139712,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.475,44.4775272550432,180.5321559063052,0.8028964832193175,208.70302471139712,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.475,66.71629088256479,178.56614465620004,1.1719596514089365,208.70302471139712,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.475,88.9550545100864,175.7760744689787,1.5006872275465177,208.70302471139712,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.475,111.19381813760799,172.17294240617906,1.7787526295526388,208.70302471139712,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.475,133.43258176512958,167.74208571908386,1.9962259676927148,208.70302471139712,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.475,155.67134539265118,162.46711095625898,2.145693063230973,208.70302471139712,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.475,177.9101090201728,156.33335536898707,2.2276892351610105,208.70302471139712,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.475,200.14887264769436,149.2549817311727,2.2404449761242793,208.70302471139712,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.475,204.42594867954574,147.7773710744601,2.244044922522803,208.70302471139712,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,endpoint_expansion,False
crossover,-0.475,206.56448669547143,147.01921796707117,2.2411571006266144,208.70302471139712,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,endpoint_expansion,False
crossover,-0.46875,0.0,182.41686096885255,-0.0,210.1999886145935,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.46875,22.271338362170905,182.02219244395977,0.408605475223718,210.1999886145935,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.46875,44.54267672434181,180.8455182436401,0.8041916221645141,210.1999886145935,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.46875,66.81401508651273,178.86031320627998,1.1728297623091897,210.1999886145935,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.46875,89.08535344868362,176.07024301905858,1.5023193891372957,210.1999886145935,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.46875,111.35669181085453,172.46711095625895,1.7816220767431195,210.1999886145935,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.46875,133.62803017302545,168.02072616908805,1.9985226754914263,210.1999886145935,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.46875,155.89936853519637,162.74208571908383,2.1496602355044048,210.1999886145935,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.46875,178.17070689736724,156.5846053060192,2.227803509694032,210.1999886145935,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.46875,200.44204525953816,149.49890029384622,2.2386535113079744,210.1999886145935,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.46875,205.32101693706585,147.80826046389015,2.232352136125435,210.1999886145935,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,endpoint_expansion,False
crossover,-0.46875,207.76050277582968,146.94241430516476,2.2277156602472843,210.1999886145935,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,endpoint_expansion,False
crossover,-0.4625,0.0,182.71836089329105,-0.0,211.6782842710092,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4625,22.296866696244994,182.32369236839827,0.4088701893790797,211.6782842710092,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4625,44.59373339248999,181.13968679372005,0.8044644265505149,211.6782842710092,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4625,66.89060008873498,179.16634416925632,1.1742300593085124,211.6782842710092,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4625,89.18746678497997,176.37174294349708,1.5041511146120818,211.6782842710092,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4625,111.48433348122498,172.76127950633884,1.7836512528880037,211.6782842710092,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4625,133.78120017746997,168.3030323062716,2.0000584683308995,211.6782842710092,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4625,156.07806687371496,163.02072616908805,2.1519975063214867,211.6782842710092,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4625,178.37493356995995,156.8595800688441,2.2315954824104782,211.6782842710092,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4625,200.67180026620494,149.7620126437747,2.238976295935597,211.6782842710092,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4625,206.17504226860706,147.85981610119376,2.243189124941059,211.6782842710092,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,endpoint_expansion,False
crossover,-0.4625,208.92666326980813,146.87735677147194,2.241262577551395,211.6782842710092,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,endpoint_expansion,False
crossover,-0.45625,0.0,183.02805754344664,-0.0,213.13842596736504,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.45625,22.335476109020505,182.6297233313746,0.4095439868211188,213.13842596736504,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.45625,44.67095221804101,181.44571775669635,0.8059259210928944,213.13842596736504,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.45625,67.00642832706151,179.45598168079837,1.1756108764858026,213.13842596736504,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.45625,89.34190443608202,176.6585801192184,1.5062923339891308,213.13842596736504,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.45625,111.67738054510252,173.02805754344664,1.7848552516424054,213.13842596736504,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.45625,134.01285665412303,168.57800706909646,2.0043095488140805,213.13842596736504,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.45625,156.3483327631435,163.26464473176154,2.1530218188223142,213.13842596736504,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.45625,178.68380887216404,157.0916362186212,2.2325807639809403,213.13842596736504,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.45625,201.01928498118454,149.98673741919322,2.244100018598078,213.13842596736504,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.45625,207.0788554742748,147.881913013241,2.239378448070082,213.13842596736504,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,endpoint_expansion,False
crossover,-0.45625,210.10864072081992,146.7928346408509,2.2238247560701367,213.13842596736504,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,endpoint_expansion,False
crossover,-0.45,0.0,183.32222609352655,-0.0,214.58090311276464,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.45,22.367053881912486,182.9275575686338,0.4099656113204985,214.58090311276464,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.45,44.73410776382497,181.73535526823844,0.806501001423263,214.58090311276464,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.45,67.10116164573746,179.7428188565197,1.1765135223712309,214.58090311276464,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.45,89.46821552764995,176.9408862564019,1.5075177085728815,214.58090311276464,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.45,111.83526940956243,173.31489471916797,1.7876951487612045,214.58090311276464,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.45,134.20232329147493,168.84111941902498,2.0052907476792026,214.58090311276464,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.45,156.56937717338738,163.52775708169005,2.1559107854874244,214.58090311276464,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.45,178.9364310552999,157.3355547812947,2.23302131806911,214.58090311276464,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.45,201.30348493721235,150.22612494332887,2.2460578151102073,214.58090311276464,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.45,207.9421940249885,147.9154300176297,2.238391950486754,214.58090311276464,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,endpoint_expansion,False
crossover,-0.45,211.26154856887658,146.72276030833447,2.236665912167742,214.58090311276464,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,endpoint_expansion,False
crossover,-0.4375,0.0,183.9105631936864,-0.0,217.58023890759063,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4375,22.417686575179708,183.51589466879366,0.4105896756082104,217.58023890759063,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4375,44.835373150359416,182.32369236839827,0.8078941303808892,217.58023890759063,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4375,67.25305972553913,180.33115595667954,1.178973757811794,217.58023890759063,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4375,89.67074630071883,177.51736094366535,1.5104619606388825,217.58023890759063,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4375,112.08843287589853,173.87217561917637,1.7903263669719556,217.58023890759063,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4375,134.50611945107826,169.39840031903339,2.010280767012484,217.58023890759063,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4375,156.92380602625795,164.0613131559056,2.1598605067314156,217.58023890759063,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4375,179.34149260143766,157.86177948115167,2.2395508542398206,217.58023890759063,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4375,201.75917917661735,150.73315585593087,2.250131414386113,217.58023890759063,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4375,209.669709042104,147.97378020907968,2.242136245866564,217.58023890759063,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,endpoint_expansion,False
crossover,-0.4375,213.6249739748473,146.53953831172444,2.2389540144799596,217.58023890759063,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,endpoint_expansion,False
crossover,-0.425,0.0,184.49645341669847,-0.0,220.3465222325703,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.425,22.490246000645843,184.0975291526181,0.41170524484185356,220.3465222325703,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.425,44.98049200129169,182.89603454126907,0.8099380990342527,220.3465222325703,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.425,67.47073800193752,180.89196958265146,1.1818148398511894,220.3465222325703,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.425,89.96098400258337,178.06443054284162,1.5140538223009856,220.3465222325703,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.425,112.45123000322921,174.4066791452396,1.795107916973287,220.3465222325703,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.425,134.94147600387504,169.90163168782428,2.014167211602676,220.3465222325703,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.425,157.43172200452088,164.54164810679052,2.164132693790928,220.3465222325703,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.425,179.92196800516675,158.31144827452778,2.2425466129482636,220.3465222325703,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.425,202.4122140058126,151.15686284027583,2.2522099992234796,220.3465222325703,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.425,211.37936811919144,148.01757138956688,2.239585401788077,220.3465222325703,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,endpoint_expansion,False
crossover,-0.425,215.86294517588087,146.3741779466507,2.2217386671351442,220.3465222325703,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,endpoint_expansion,False
crossover,-0.4125,0.0,185.0619186480441,-0.0,223.05083868165676,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4125,22.550058254716003,184.66591262866112,0.41251285386520503,223.05083868165676,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4125,45.100116509432006,183.45677795350684,0.811406137727586,223.05083868165676,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4125,67.650174764148,181.44799117578137,1.1841347322123008,223.05083868165676,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4125,90.20023301886401,178.6128120721663,1.5173090135938863,223.05083868165676,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4125,112.75029127358,174.9426987916511,1.7991886700497468,223.05083868165676,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4125,135.300349528296,170.4185511747227,2.0185476669857727,223.05083868165676,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4125,157.850407783012,165.03856564697057,2.1688498593343684,223.05083868165676,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4125,180.40046603772802,158.7827402616764,2.2462799875649213,223.05083868165676,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4125,202.95052429244402,151.608152880706,2.2552787553977907,223.05083868165676,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4125,213.00068148705037,148.07775665551316,2.2376891200587052,223.05083868165676,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,endpoint_expansion,False
crossover,-0.4125,218.02576008435358,146.22823299654408,2.2277969882278312,223.05083868165676,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,endpoint_expansion,False
crossover,-0.4,0.0,185.62176027307663,-0.0,225.69615128408822,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4,22.60594437138264,185.21901597709365,0.41313507531284427,225.69615128408822,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4,45.21188874276528,184.0175213657446,0.8131106440611086,225.69615128408822,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4,67.81783311414792,181.99637270510604,1.1863212723141392,225.69615128408822,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4,90.42377748553056,179.15355353768567,1.520331452476641,225.69615128408822,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4,113.0297218569132,175.4672583423548,1.8024733472376215,225.69615128408822,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4,135.63566622829583,170.929847055308,2.0226227595146016,225.69615128408822,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4,158.24161059967847,165.52985958083752,2.1729839995303157,225.69615128408822,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4,180.84755497106113,159.25111400412757,2.2496754714058986,225.69615128408822,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4,203.45349934244376,152.06416474024408,2.260718144856261,225.69615128408822,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.4,214.574825313266,148.14657025510078,2.241692231892066,225.69615128408822,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,endpoint_expansion,False
crossover,-0.4,220.1354882986771,146.07868337342094,2.2223611746977774,225.69615128408822,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,endpoint_expansion,False
crossover,-0.3875,0.0,186.17486362150913,3.9131928871498326e-14,228.44206297683934,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.3875,22.666345218914056,185.7712175383209,0.4140107267056756,228.44206297683934,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.3875,45.33269043782811,184.56118107596143,0.8146816758740815,228.44206297683934,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.3875,67.99903565674217,182.53711417062541,1.1889111968143895,228.44206297683934,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.3875,90.66538087565623,179.68193312029197,1.523567274349167,228.44206297683934,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.3875,113.33172609457029,175.98327604204795,1.8065593392260988,228.44206297683934,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.3875,135.99807131348433,171.4258628082828,2.0269640842136107,228.44206297683934,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.3875,158.66441653239838,165.9982333232887,2.1764349579742714,228.44206297683934,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.3875,181.33076175131245,159.7024040445578,2.2542492550277533,228.44206297683934,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.3875,203.9971069702265,152.4878127701507,2.2627330362329583,228.44206297683934,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.3875,226.66345218914057,144.20410044761792,2.2084621502458286,228.44206297683934,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.3875,227.55275758298995,143.85264018416856,2.19849570685917,228.44206297683934,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,endpoint_expansion,False
crossover,-0.3875,227.99741027991465,143.67825941405692,2.2404385660050257,228.44206297683934,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,endpoint_expansion,False
crossover,-0.375,0.0,186.71560508702856,-0.0,230.97541004821028,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.375,22.722903364543026,186.31195900384031,0.4147646914759626,230.97541004821028,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.375,45.44580672908605,185.10192254148083,0.8163364253333985,230.97541004821028,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.375,68.16871009362907,183.06549375323175,1.191042963156984,230.97541004821028,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.375,90.8916134581721,180.19795081998515,1.5261447157830585,230.97541004821028,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.375,113.61451682271512,176.49165367793586,1.8102085480208943,230.97541004821028,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.375,136.33742018725815,171.91423849745237,2.030655298553585,230.97541004821028,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.375,159.0603235518012,166.46952531043732,2.180767017595216,230.97541004821028,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.375,181.7832269163442,160.1498740530854,2.258049514828176,230.97541004821028,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.375,204.50613028088722,152.9114608000573,2.264697858066174,230.97541004821028,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.375,227.22903364543023,144.61538659461144,2.208994138965167,230.97541004821028,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.375,229.10222184682027,143.87384552068153,2.195286037691232,230.97541004821028,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,endpoint_expansion,False
crossover,-0.375,230.03881594751527,143.50426427091665,2.2289828584140303,230.97541004821028,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,endpoint_expansion,False
crossover,-0.3625,0.0,187.2516247334401,-0.0,233.4574160543056,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.3625,22.775678182881652,186.84797865025183,0.41552225176919416,233.4574160543056,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
crossover,-0.3625,45.551356365763304,185.6264820921845,0.8175494150175221,233.4574160543056,strict_reference_v1,native_v6_or_endpoint,none_native,crossover_below_CEP,v5_baseline,False
