xi,T_MeV,mu_pass,density_pass,area_pass,spinodal_pass,all_pass,mu_abs_diff,rho_hadron_abs_diff,rho_quark_abs_diff,area_abs_diff,rho_spinodal_hadron_abs_diff,rho_spinodal_quark_abs_diff
-0.5,73.0,True,True,True,True,True,3.1248043910636625e-05,2.681506630690389e-05,5.217589884587426e-07,1.3090243183618152e-07,1.9434924909911278e-05,3.949145499948514e-06
-0.5,75.0,True,True,True,True,True,2.2461452658717462e-05,2.030475374600882e-06,5.156276605688959e-07,1.233318850903044e-06,8.694888380900156e-06,6.358101958703344e-06
-0.5,77.0,True,True,True,True,True,1.5870335005274683e-05,3.159703222062327e-05,1.36649880744244e-07,5.851635925153718e-06,1.6748255140031088e-05,5.310483562670498e-06
-0.5,79.0,True,True,True,True,True,2.6798700787367125e-06,1.1276178782382296e-08,7.551141001371775e-08,7.276252290588556e-06,1.5587531265737198e-13,1.7053025658242404e-13
-0.5,81.0,True,True,True,True,True,1.3949374988442287e-10,6.164790899987338e-13,3.955502592134508e-12,3.7806770691525826e-10,1.620370504440416e-13,3.1086244689504383e-15
-0.5,83.0,True,True,True,True,True,1.567741492181085e-10,7.793626854990521e-13,4.476863324498481e-12,4.2407578209962497e-10,4.776179451937423e-13,1.9095836023552692e-14
-0.5,85.0,True,True,True,True,True,1.0404044928691292e-05,2.4363442573768768e-05,2.2012610756405593e-07,2.909598235889031e-06,1.5627326227840577e-05,5.329361765227247e-06
-0.5,87.0,True,True,True,True,True,2.389327676155517e-06,1.4452417873567214e-08,6.924310325118199e-08,5.362263720916165e-06,2.4302782009044677e-13,6.616929226765933e-14
-0.5,89.0,True,True,True,True,True,4.18367562815547e-11,2.7566837701442637e-13,1.2221335055073723e-12,1.1240640124428325e-10,2.2948309919001986e-13,2.3092638912203256e-14
-0.5,91.0,True,True,True,True,True,4.470379792564927e-06,3.164911652198121e-08,1.3172483948054037e-07,5.170279077775083e-06,1.9395596240201485e-13,1.3677947663381929e-13
-0.5,93.0,True,True,True,True,True,2.1583053921858664e-06,1.634680818485279e-08,6.416790254704097e-08,4.764511539771788e-06,4.3165471197426086e-13,4.973799150320701e-14
-0.5,95.0,True,True,True,True,True,7.380549504887313e-10,5.943329162150235e-12,2.2149393430481723e-11,1.965281466102635e-09,1.2168044349891716e-13,7.194245199571014e-14
-0.5,97.0,True,True,True,True,True,3.994321900790965e-06,3.5541444093345476e-08,1.2103808399999139e-07,9.106845918222077e-06,4.0401015866109447e-13,1.0969003483296547e-13
-0.5,99.0,True,True,True,True,True,3.828741398592683e-06,3.727224015537267e-08,1.1720525261438297e-07,8.148502125947803e-06,4.340972026284362e-14,3.1530333899354446e-14
-0.5,101.0,True,True,True,True,True,3.6657621080848912e-06,3.870633003000279e-08,1.1341486505500598e-07,5.3489913752978775e-06,2.929878561985788e-13,1.687538997430238e-13
-0.5,103.0,True,True,True,True,True,1.0174971976084635e-10,1.1601275495820573e-12,3.184119634624949e-12,2.6617350962481346e-10,7.94253551816837e-13,2.0872192862952943e-14
-0.5,105.0,True,True,True,True,True,3.9108272176235914e-11,4.92605956026182e-13,1.2381207170619746e-12,1.0162744184063523e-10,4.832800826193306e-13,2.517985819849855e-13
-0.5,107.0,True,True,True,True,True,2.2851054382044822e-10,3.1509239661886568e-12,7.319034267538882e-12,5.900216719823166e-10,6.623590564913684e-13,2.5135449277513544e-13
-0.5,109.0,True,True,True,True,True,2.0691004465334117e-11,3.0925262350933735e-13,6.714628852932947e-13,5.303291313041303e-11,4.517497487199762e-13,1.5720758028692217e-13
-0.5,111.0,True,True,True,True,True,3.4572167351143435e-10,5.752565090944017e-12,1.1369571950581303e-11,8.778606996873422e-10,7.943645741192995e-13,1.4654943925052066e-14
-0.5,113.0,True,True,True,True,True,5.2963334269406914e-06,9.697461800239893e-08,1.7663079709961949e-07,4.8343219998289694e-06,1.106670310946356e-12,1.127986593019159e-13
-0.5,115.0,True,True,True,True,True,4.951113396600704e-06,9.886751928256388e-08,1.675593663819086e-07,3.750362272558095e-06,6.903366767119223e-13,1.5365486660812167e-13
-0.5,117.0,True,True,True,True,True,4.597676877438062e-06,1.01880168468238e-07,1.5837506595062223e-07,5.330324583992962e-06,1.2247980407664727e-12,1.567634910770721e-13
-0.5,119.0,True,True,True,True,True,4.2455888547010545e-06,1.0342787215567029e-07,1.4909228074344583e-07,5.677127924399474e-06,1.1448619829934614e-12,7.194245199571014e-14
-0.5,121.0,True,True,True,True,True,5.229594535194337e-12,1.389999226830696e-13,1.851852005074761e-13,1.240343168885244e-11,5.730971253115058e-13,1.6919798895287386e-13
-0.5,123.0,True,True,True,True,True,7.37827576813288e-11,2.2601920335318937e-12,2.7067237340361316e-12,1.7107097490432106e-10,4.838351941316432e-13,7.949196856316121e-14
-0.5,125.0,True,True,True,True,True,1.7353727344016079e-09,6.073008762541576e-11,6.52393694622333e-11,3.924500941170935e-09,1.0669243266647754e-12,1.0302869668521453e-13
-0.5,127.0,True,True,True,True,True,5.676990582514918e-06,2.238628028505829e-07,2.2166490998287713e-07,4.174866867693097e-06,1.5498713423767185e-13,3.907985046680551e-14
-0.5,129.0,True,True,True,True,True,1.7201955415657721e-09,7.860445627727586e-11,6.964828713762472e-11,3.64723727840744e-09,1.043165553937797e-12,3.9523939676655573e-13
-0.5,131.0,True,True,True,True,True,4.278931299950273e-06,2.2317021775020152e-07,1.8177850957812325e-07,7.971982783523501e-06,1.5731860258938468e-12,2.993161274389422e-13
-0.5,133.0,True,True,True,True,True,2.1881021439185133e-09,1.3583945079886917e-10,9.912604070905218e-11,4.225146370461136e-09,1.730615650785694e-12,4.4630965589931293e-13
-0.5,135.0,True,True,True,True,True,5.8596332621618785e-06,4.3251856984838355e-07,2.894450066293075e-07,5.239900308422535e-06,1.1168843627729075e-12,2.4780177909633494e-13
-0.5,137.0,True,True,True,True,True,1.5379555406980217e-09,1.3710410584621968e-10,8.533129758347968e-11,2.5721895366347613e-09,9.683365220780615e-13,3.943512183468556e-13
-0.5,138.0,True,True,True,True,True,7.902483730504173e-06,7.901836176493759e-07,4.7235549027746515e-07,4.6708189594621565e-06,5.264677582772492e-13,1.7763568394002505e-14
-0.5,139.0,True,True,True,True,True,1.0869598554563709e-09,1.21112231354914e-10,7.038236660150687e-11,1.638594911365247e-09,1.0531575611594235e-12,2.602362769721367e-13
-0.5,140.0,True,True,True,True,True,2.3297275220102165e-10,2.9972024861990576e-11,1.6838974659094674e-11,3.2933849966826703e-10,5.846434447676074e-13,9.459100169806334e-14
-0.5,141.0,True,True,True,True,True,8.939572893496006e-06,1.3239093774597421e-06,7.280753675509288e-07,6.8812873105319845e-06,1.4277468096679513e-12,4.4986236957811343e-13
-0.5,142.0,True,True,True,True,True,3.9597125578438863e-10,6.887579395709054e-11,3.780842305900478e-11,4.741403682124614e-10,1.0229594948896192e-12,2.473576898864849e-13
-0.5,143.0,True,True,True,True,True,5.015610355485478e-06,1.0504782272935387e-06,5.907756395195918e-07,5.371928406918416e-06,1.7328360968349443e-12,1.4521717162097048e-13
-0.5,144.0,True,True,True,True,True,4.997673386242241e-10,1.3457190917165462e-10,7.713740757253618e-11,4.6372671652778394e-10,1.5185630530822891e-12,1.1457501614131615e-13
-0.5,145.0,True,True,True,True,True,9.609379958419595e-11,3.658939817796636e-11,2.205036153668516e-11,7.30267266688161e-11,1.780797731498751e-13,7.789324740770098e-13
-0.4875,9.0,True,True,True,True,True,9.43600753089413e-11,0.0,2.4908963780490012e-12,3.407393179459886e-10,1.971756091734278e-13,2.369215934550084e-13
-0.4875,11.0,True,True,True,True,True,1.7301999832852744e-09,1.2421098661609137e-15,4.5841552775982564e-11,4.829035334585549e-09,1.4531431613562518e-13,1.5898393712632242e-13
-0.4875,13.0,True,True,True,True,True,1.7354295778204687e-09,3.4069681076982425e-15,4.597788816340653e-11,4.839032562349056e-09,6.356026815979021e-14,1.3566925360919413e-13
-0.4875,15.0,True,True,True,True,True,6.192522050696425e-10,2.7584519005996802e-14,1.6084023002349568e-11,1.7210114240293582e-09,8.840150833577809e-14,7.793765632868599e-14
-0.4875,17.0,True,True,True,True,True,1.2264536053407937e-09,1.5253050829767273e-14,3.248512570053208e-11,3.429503326425132e-09,5.345723863570129e-14,2.842170943040401e-14
-0.4875,19.0,True,True,True,True,True,2.056026460195426e-10,4.572026351262748e-15,5.438760553033717e-12,6.116533482773603e-10,1.3786194408282881e-13,7.105427357601002e-15
-0.4875,21.0,True,True,True,True,True,2.403339749434963e-10,9.707946252435207e-15,6.366907001620348e-12,6.705101947165849e-10,3.452793606584237e-14,1.305622276959184e-13
-0.4875,25.0,True,True,True,True,True,3.994839289589436e-06,2.709954177292778e-10,1.057622793787516e-07,2.595591727828396e-06,4.18554080283684e-14,2.0827783941967937e-13
-0.4875,27.0,True,True,True,True,True,3.9623996599402744e-06,4.992005244505021e-10,1.049176767686788e-07,2.090879072503811e-06,3.680389326632394e-14,2.6068036618198676e-13
-0.4875,29.0,True,True,True,True,True,2.2896529117133468e-10,4.488857202611385e-14,6.065370428132155e-12,6.359624647918078e-10,1.30367938666609e-13,2.0028423364237824e-13
-0.4875,31.0,True,True,True,True,True,3.894937322002079e-06,7.331566391315103e-10,1.0317704690621099e-07,1.2879053284807105e-06,7.46902539816574e-14,3.241851231905457e-14
-0.4875,33.0,True,True,True,True,True,1.7769252735888585e-10,4.560674754516825e-14,4.699352018633363e-12,4.931777604131975e-10,7.077671781985373e-14,5.684341886080802e-14
-0.4875,35.0,True,True,True,True,True,1.9085352391812194e-06,7.147460817646945e-10,5.0594078260246533e-08,5.300870176719394e-06,1.8141044222375058e-13,5.284661597215745e-14
-0.4875,37.0,True,True,True,True,True,3.778928032716067e-06,1.587611347074469e-09,1.0014777229727656e-07,3.6733648147946286e-06,0.0,8.504308368628699e-14
-0.4875,39.0,True,True,True,True,True,3.995410224888474e-09,2.44654557030044e-12,1.0596901134363179e-10,1.1078951328934416e-08,6.250000517127319e-13,1.4854784069484595e-13
-0.4875,41.0,True,True,True,True,True,9.447376214666292e-11,5.493522303723353e-14,2.504663143554353e-12,2.6173050083248226e-10,2.10026440683464e-13,0.0
-0.4875,43.0,True,True,True,True,True,3.651051940778416e-06,2.887454596603445e-09,9.695357627848011e-08,2.1111260355022462e-07,3.0059288391726113e-13,1.5476508963274682e-13
-0.4875,45.0,True,True,True,True,True,3.6027408896188717e-06,2.718161765113969e-09,9.576693882351606e-08,7.786053632403209e-06,4.76674255622811e-13,1.709743457922741e-14
-0.4875,47.0,True,True,True,True,True,1.5756995708215982e-10,1.4819569182922265e-13,4.192646230194441e-12,4.352323830214544e-10,7.149836278586008e-14,4.46975789714088e-13
-0.4875,49.0,True,True,True,True,True,3.5114535421598703e-06,3.914994651382786e-09,9.357379493479812e-08,5.497312690163728e-06,1.8701706849810762e-13,2.020605904817785e-14
-0.4875,51.0,True,True,True,True,True,6.964455678826198e-10,7.445051519727741e-13,1.858735387827437e-11,1.9196561800377822e-09,6.333822355486518e-14,1.1479706074624119e-13
-0.4875,53.0,True,True,True,True,True,3.4083853961419663e-06,4.181097988664728e-09,9.109004794893849e-08,6.710230007358505e-06,4.683475829381223e-13,4.085620730620576e-14
-0.4875,57.0,True,True,True,True,True,3.301657159227034e-06,5.650792649775083e-09,8.860278954969658e-08,7.877189610989798e-06,4.791722574282176e-13,2.3092638912203256e-14
-0.4875,59.0,True,True,True,True,True,3.566924533515703e-09,6.561549914518849e-12,9.598810635225163e-11,9.784906407133567e-09,1.992850329202156e-13,5.375699885235008e-13
-0.4875,61.0,True,True,True,True,True,3.195296187641361e-06,6.2646021217749315e-09,8.621757130455876e-08,2.055867303217651e-06,9.246492460590616e-13,1.567634910770721e-13
-0.4875,63.0,True,True,True,True,True,2.5684130378067493e-09,5.810248115967198e-12,6.950928721494165e-11,7.027475965352362e-09,3.336775300510908e-13,2.8821389719269064e-13
-0.4875,65.0,True,True,True,True,True,6.514405936286494e-05,7.915376964284793e-05,1.3169734822682244e-06,2.0891835955179134e-06,1.778250897960243e-05,5.8412107575289696e-06
-0.4875,67.0,True,True,True,True,True,3.475406629149802e-10,9.514888876793748e-13,9.471534667682135e-12,9.483191192494363e-10,1.9934054407144686e-13,8.881784197001252e-15
-0.4875,69.0,True,True,True,True,True,5.305196282279212e-10,1.5948770082374608e-12,1.4523937608146298e-11,1.4454992905412817e-09,0.0,6.661338147750939e-15
-0.4875,71.0,True,True,True,True,True,5.592796622977403e-05,1.909221255530502e-05,1.1875298668861944e-06,6.503774747773899e-07,2.1290833209175464e-05,1.8090686650928944e-06
-0.4875,73.0,True,True,True,True,True,4.642830907641837e-05,3.0596655053810595e-05,1.151713429070611e-06,4.451905381246796e-07,9.518904772909398e-06,4.7520439492299005e-06
-0.4875,75.0,True,True,True,True,True,1.728953697011093e-05,5.335164181165253e-05,2.577558642080646e-07,7.482067487683472e-07,1.5052231593037924e-05,3.6739045441436247e-06
-0.4875,77.0,True,True,True,True,True,5.152333415026078e-06,5.438042859257086e-05,3.14519428279425e-08,1.0561761990962457e-06,5.787276853241874e-06,3.066674563623195e-06
-0.4875,79.0,True,True,True,True,True,5.247932222118834e-06,2.205940488608782e-08,1.4746233301110578e-07,5.310139876043055e-06,3.0597746558669314e-13,8.615330671091215e-14
-0.4875,81.0,True,True,True,True,True,5.866240826435387e-11,2.7922109069322687e-13,1.6608936448392342e-12,1.5816878524728807e-10,5.873634911779391e-13,7.993605777301127e-15
-0.4875,83.0,True,True,True,True,True,2.4815677193146257e-06,1.3221199676727302e-08,7.066277740719329e-08,6.681351414306047e-06,2.0317081350640365e-13,3.774758283725532e-14
-0.4875,85.0,True,True,True,True,True,3.3178622516061296e-06,2.8303963199791116e-05,6.636811900051498e-08,4.131828604039791e-06,1.6344812957092003e-05,1.8297475898876314e-06
-0.4875,87.0,True,True,True,True,True,1.0734879651863594e-09,6.485451065074699e-12,3.1038727144050426e-11,2.877298354301205e-09,1.2223555501122974e-13,3.8191672047105385e-14
-0.4875,89.0,True,True,True,True,True,4.5231162744130415e-06,2.968397502800535e-08,1.3185881231336793e-07,7.803877220807773e-06,5.265787805797117e-13,6.661338147750939e-15
-0.4875,91.0,True,True,True,True,True,4.369754435629147e-06,3.0897451014366695e-08,1.2849757613508928e-07,5.161620924849196e-06,3.852473895449293e-13,2.0472512574087887e-13
-0.4875,93.0,True,True,True,True,True,4.217099672132463e-06,3.350945665392402e-08,1.251437065086236e-07,6.852859921236453e-06,2.0550228185811648e-13,3.4638958368304884e-14
-0.4875,95.0,True,True,True,True,True,2.0300334426792688e-06,1.7102827043480318e-08,6.082083414682415e-08,5.377529251043557e-06,4.3942627314663696e-13,1.0391687510491465e-13
-0.4875,97.0,True,True,True,True,True,3.903293418261455e-06,3.6221019378279706e-08,1.1812422151535884e-07,1.0593228670211549e-06,6.661338147750939e-15,3.419486915845482e-14
-0.4875,99.0,True,True,True,True,True,3.7421162915052264e-06,3.78862191896534e-08,1.1444497793888786e-07,8.647490982035627e-06,3.320677066653843e-13,5.0182080713057076e-14
-0.4875,101.0,True,True,True,True,True,3.0956925911596045e-10,3.3934244303424066e-12,9.5723429183181e-12,8.095909147611859e-10,4.339861803259737e-13,1.0658141036401503e-13
-0.4875,103.0,True,True,True,True,True,8.526512829121202e-12,9.9253938401489e-14,2.660094367001875e-13,2.2153543105876694e-11,2.8843594179761567e-13,1.7008616737257398e-13
-0.4875,105.0,True,True,True,True,True,3.2509472589481447e-06,4.2244557740822586e-08,1.0294320951231839e-07,2.1089248733652992e-06,1.2934098236883074e-13,1.7408297026122455e-13
-0.4875,107.0,True,True,True,True,True,3.147988536511548e-10,4.473144077365987e-12,1.0087930490954022e-11,8.081760997557778e-10,3.2951419370874646e-13,1.8207657603852567e-14
-0.4875,109.0,True,True,True,True,True,4.291678123991005e-10,6.6207039850496585e-12,1.3935075315885115e-11,1.093077322340145e-09,5.284661597215745e-13,7.37188088351104e-14
-0.4875,111.0,True,True,True,True,True,1.1993392945441883e-09,2.0510371179227604e-11,3.948175120171982e-11,3.0269763449319697e-09,3.5083047578154947e-13,5.639932965095795e-14
-0.4875,113.0,True,True,True,True,True,2.3521806724602357e-10,4.4146908351194725e-12,7.87281351222191e-12,5.874759041865282e-10,4.581890422628021e-13,5.595524044110789e-14
-0.4875,115.0,True,True,True,True,True,6.172058419906534e-10,1.2620071654367848e-11,2.0979218362526808e-11,1.5232218738832175e-09,2.4447111002245947e-13,1.3278267374516872e-13
-0.4875,117.0,True,True,True,True,True,9.630412023398094e-10,2.1830537377809378e-11,3.327826902932429e-11,2.3441633519999665e-09,4.205524817280093e-13,1.2878587085651816e-14
-0.4875,119.0,True,True,True,True,True,4.4508396968012676e-10,1.134337068720015e-11,1.5697221300570163e-11,1.0662418322663226e-09,8.413270080609436e-13,2.0028423364237824e-13
-0.4875,121.0,True,True,True,True,True,3.7740790048701456e-06,1.0707335951209984e-07,1.360683343776259e-07,3.169203321903987e-06,9.259260025373806e-14,8.171241461241152e-14
-0.4875,123.0,True,True,True,True,True,3.427040041970031e-06,1.0954893314707448e-07,1.2656596526383623e-07,7.886727898345838e-06,9.587886040662852e-13,5.773159728050814e-15
-0.4875,125.0,True,True,True,True,True,8.753886504564434e-12,3.071987109137808e-13,3.33510996597397e-13,1.9654047513821896e-11,1.0103029524088925e-13,7.593925488436071e-14
-0.4875,127.0,True,True,True,True,True,8.816982699499931e-10,3.609690324424264e-11,3.4794833680962256e-11,1.9197642720306107e-09,4.241051954068098e-13,3.6148861681795097e-13
-0.4875,129.0,True,True,True,True,True,1.374985458824085e-09,6.379152761581963e-11,5.64015500970072e-11,2.8887073467143183e-09,1.333377852574813e-12,1.7630341631047486e-13
-0.4875,131.0,True,True,True,True,True,4.093315737918601e-06,2.2080305939198297e-07,1.7845991129306071e-07,5.050305717085694e-06,3.6637359812630166e-14,1.1546319456101628e-13
-0.4875,133.0,True,True,True,True,True,3.42113415285894e-06,2.1925022031243913e-07,1.6010559678036884e-07,5.597768956067421e-06,2.6867397195928788e-14,1.0613732115416497e-13
-0.4875,135.0,True,True,True,True,True,5.533319836104056e-06,4.2086758633708143e-07,2.8477953728511807e-07,1.3579374419353378e-06,1.4381829060994278e-12,1.9806378759312793e-13
-0.4875,137.0,True,True,True,True,True,4.883418114332017e-10,4.564992828193226e-11,2.8000268770256298e-11,8.037076113986063e-10,5.74429392941056e-13,2.3314683517128287e-13
-0.4875,138.0,True,True,True,True,True,3.672406535315531e-06,3.84819266674441e-07,2.277162329811233e-07,5.601141845864663e-06,9.170442183403793e-14,3.4727776210274897e-13
-0.4875,139.0,True,True,True,True,True,2.0742163542308845e-10,2.472577698142686e-11,1.433164698028122e-11,3.062911115464832e-10,1.092237411626229e-12,3.894662370385049e-13
-0.4875,140.0,True,True,True,True,True,9.504788067715708e-10,1.2800005499968847e-10,7.395595247317033e-11,1.3118286076830524e-09,1.0116352200384426e-12,2.2426505097428162e-13
-0.4875,141.0,True,True,True,True,True,4.6287595978355967e-10,7.331113494046804e-11,4.0895731245882416e-11,5.896483368253788e-10,2.857714065385153e-13,2.2115642650533118e-13
-0.4875,142.0,True,True,True,True,True,6.0690190082368645e-06,1.1579075591683363e-06,6.586945344722039e-07,5.26541486193819e-06,4.798383912429927e-13,2.802202914153895e-13
-0.4875,143.0,True,True,True,True,True,7.053131412249058e-10,1.6246493039773213e-10,9.584866234035871e-11,7.220268071714839e-10,3.490541189421492e-13,7.687184222504584e-13
-0.4875,144.0,True,True,True,True,True,1.0754633194665075e-05,3.30455527164375e-06,1.9445547212448844e-06,3.0246094179408613e-06,0.0,2.5490720645393594e-13
-0.4875,145.0,True,True,True,True,True,7.50429023810284e-07,1.4482910179802744e-05,1.5422902475137334e-06,4.1143538944710416e-07,1.4967911189822658e-05,2.2932763300786974e-05
-0.475,5.0,True,True,True,True,True,4.104786171410524e-06,0.0,1.0833383967678856e-07,8.534364573176698e-06,3.762268274698499e-14,3.027578188152802e-12
-0.475,7.0,True,True,True,True,True,1.699504537100438e-09,0.0,4.466427228067005e-11,4.706889983514557e-09,3.60961260881254e-14,3.816946758661288e-13
-0.475,9.0,True,True,True,True,True,1.4802026271354407e-09,0.0,3.907940637759566e-11,3.0149688825989018e-09,4.8905324234738146e-14,1.1080025785759062e-13
-0.475,11.0,True,True,True,True,True,1.6866579244378954e-09,1.2281111643998787e-15,4.451816693062938e-11,4.6909911576118336e-09,5.362377208939506e-14,8.171241461241152e-14
-0.475,13.0,True,True,True,True,True,2.0300099095038604e-06,4.116687507951854e-12,5.3578982139868e-08,5.077990050207221e-06,2.084166172977575e-13,2.937650123158164e-13
-0.475,19.0,True,True,True,True,True,8.011511454242282e-10,1.783691467097115e-14,2.1119550552839428e-11,2.265870242303125e-09,1.3652967645327863e-13,1.5920598173124745e-13
-0.475,21.0,True,True,True,True,True,2.955857780762017e-11,1.187309799088876e-15,7.793765632868599e-13,8.189700155016022e-11,1.0489109580902323e-12,8.704148513061227e-14
-0.475,23.0,True,True,True,True,True,1.971406049960933e-06,1.4537161242573343e-10,5.199316754911365e-08,5.476511324576836e-06,2.3697710460623966e-13,4.241051954068098e-14
-0.475,25.0,True,True,True,True,True,3.917358696980955e-06,5.330869079500644e-10,1.033252954307784e-07,5.070290799783387e-06,5.0986992405910314e-14,6.8833827526759706e-15
-0.475,27.0,True,True,True,True,True,3.885477553922101e-06,4.89469476235016e-10,1.0249928550365439e-07,1.0678871392735768e-06,5.084821452783217e-14,4.707345624410664e-14
-0.475,31.0,True,True,True,True,True,1.0527401173021644e-10,3.3992773873503523e-14,2.9451996397256153e-12,2.9263477090753914e-10,6.900036098045348e-14,5.10702591327572e-15
-0.475,33.0,True,True,True,True,True,3.780775898576394e-06,1.2231756406355654e-09,9.974012593616521e-08,2.5535796469489027e-06,1.3991585667838535e-13,9.592326932761353e-14
