path,line,token,classification,role,snippet
data/reference/pnjl/legacy_phase_reference_v1/RETIREMENT_MANIFEST.json,11,data/reference/pnjl/boundary.csv,snapshot_metadata,legacy_path_contract,"{""source_path"": ""data/reference/pnjl/boundary.csv"", ""path"": ""boundary.csv"", ""bytes"": 3221, ""sha256"": ""5480a3048177be5ff4a2e7314c56d228dacaa5899ff7fe07f3417e1139cf5890""},"
data/reference/pnjl/legacy_phase_reference_v1/RETIREMENT_MANIFEST.json,12,data/reference/pnjl/cep.csv,snapshot_metadata,legacy_path_contract,"{""source_path"": ""data/reference/pnjl/cep.csv"", ""path"": ""cep.csv"", ""bytes"": 651, ""sha256"": ""8bdda456f2495ff322f80a802ee1efab56567bbfce18f26617544d505be4d65c""},"
data/reference/pnjl/legacy_phase_reference_v1/RETIREMENT_MANIFEST.json,13,data/reference/pnjl/crossover_dense.csv,snapshot_metadata,legacy_path_contract,"{""source_path"": ""data/reference/pnjl/crossover_dense.csv"", ""path"": ""crossover_dense.csv"", ""bytes"": 27507, ""sha256"": ""0f811c3648a18a26d7a1a6383e08466638d7484a0c7b984c7ceb9c84661aa4df""},"
data/reference/pnjl/legacy_phase_reference_v1/RETIREMENT_MANIFEST.json,15,data/reference/pnjl/phase_reference_dense_manifest.json,snapshot_metadata,legacy_path_contract,"{""source_path"": ""data/reference/pnjl/phase_reference_dense_manifest.json"", ""path"": ""phase_reference_dense_manifest.json"", ""bytes"": 8059, ""sha256"": ""07b58593efc8a6729c6db2247ad03d6b5564003fe06eb96eb38897501cd7af39""},"
data/reference/pnjl/legacy_phase_reference_v1/RETIREMENT_MANIFEST.json,16,data/reference/pnjl/spinodals.csv,snapshot_metadata,legacy_path_contract,"{""source_path"": ""data/reference/pnjl/spinodals.csv"", ""path"": ""spinodals.csv"", ""bytes"": 4916, ""sha256"": ""96accaa2a1d863406e8d9bb961c3c39532e0372d8e0550a463749f220b1de33f""}"
data/reference/pnjl/legacy_phase_reference_v1/crossover_dense.meta.json,170,data/reference/pnjl/crossover_dense.csv,snapshot_metadata,legacy_path_contract,"""path"": ""data/reference/pnjl/crossover_dense.csv"","
data/reference/pnjl/legacy_phase_reference_v1/phase_reference_dense_manifest.json,244,data/reference/pnjl/phase_reference_dense_manifest.json,snapshot_metadata,legacy_path_contract,"""path"": ""data/reference/pnjl/phase_reference_dense_manifest.json"""
data/reference/pnjl/legacy_phase_reference_v1/phase_reference_dense_manifest.json,250,data/reference/pnjl/crossover_dense.csv,snapshot_metadata,legacy_path_contract,"""path"": ""data/reference/pnjl/crossover_dense.csv"","
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/README.md,41,legacy_phase_reference_v1,historical_evidence,migration_or_audit_tooling,1. 先保留 `data/reference/pnjl/legacy_phase_reference_v1/`，不创建删除 PR。
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/manifest.json,69,legacy_phase_reference_v1,historical_evidence,migration_or_audit_tooling,"""legacy_retirement"": ""data/reference/pnjl/legacy_phase_reference_v1/RETIREMENT_MANIFEST.json"""
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/manifest.json,73,legacy_phase_reference_v1,historical_evidence,migration_or_audit_tooling,"""legacy_root"": ""data/reference/pnjl/legacy_phase_reference_v1"","
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/claim_ledger.csv,3,legacy_phase_reference_v1,historical_evidence,migration_or_audit_tooling,"legacy_snapshot_integrity,The versioned PNJL legacy snapshot matches its byte/hash manifest and canonical paths are absent.,supported,tables/legacy_snapshot_inventory.csv; data/reference/pnjl/legacy_phase_reference_v1/RETIREMENT_MANIFEST.js"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/claim_ledger.json,13,legacy_phase_reference_v1,historical_evidence,migration_or_audit_tooling,"""evidence"": ""tables/legacy_snapshot_inventory.csv; data/reference/pnjl/legacy_phase_reference_v1/RETIREMENT_MANIFEST.json"","
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,2,data/reference/pnjl/boundary.csv,historical_evidence,migration_or_audit_tooling,".github/workflows/pnjl-phase-diagram.yml,workflow_consumer,legacy_input,active_repository_contract,5,""data/reference/pnjl/boundary.csv,data/reference/pnjl/cep.csv,data/reference/pnjl/spinodals.csv"",True,True,migration_required_before_delete"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,3,legacy_phase_reference_v1,historical_evidence,migration_or_audit_tooling,".github/workflows/relaxtime-issue130-rs-numerical-pilot-v1.yml,diagnostic_workflow,historical_snapshot_input,active_repository_contract,7,legacy_phase_reference_v1,True,True,migration_required_before_delete"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,4,legacy_phase_reference_v1,historical_evidence,migration_or_audit_tooling,"config/governance/task_tracks.toml,governance_reference,task_or_governance_record,active_governance,1,legacy_phase_reference_v1,True,False,retain_as_governance_evidence"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,5,--phase-reference-mode legacy,historical_evidence,migration_or_audit_tooling,"data/outputs/results/relaxtime/transport/phase_guided/mode_a_fixed_muB_phase_scaled/first_canonical_v2_p128_xi001_onshellkernel_validated_anchored_prod_v2/README.md,historical_or_metadata_reference,visualization_or_validation,other_referenc"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,6,--phase-reference-mode legacy,historical_evidence,migration_or_audit_tooling,"data/outputs/results/relaxtime/transport/phase_guided/mode_a_fixed_muB_phase_scaled/first_canonical_v2_p128_xi001_onshellkernel_validated_anchored_prod_v2/manifest.json,historical_or_metadata_reference,visualization_or_validation,other_refe"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,7,--phase-reference-mode legacy,historical_evidence,migration_or_audit_tooling,"data/outputs/results/relaxtime/transport/phase_guided/mode_b_fixed_T_sparse_muB/first_canonical_v2_p128_xi001_onshellkernel_validated_anchored_prod_v2/README.md,historical_or_metadata_reference,visualization_or_validation,other_reference,1,"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,8,--phase-reference-mode legacy,historical_evidence,migration_or_audit_tooling,"data/outputs/results/relaxtime/transport/phase_guided/mode_b_fixed_T_sparse_muB/first_canonical_v2_p128_xi001_onshellkernel_validated_anchored_prod_v2/manifest.json,historical_or_metadata_reference,visualization_or_validation,other_referenc"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,9,data/reference/pnjl/boundary.csv,historical_evidence,migration_or_audit_tooling,"data/reference/pnjl/issue130_phase_reference_v1/manifest.json,historical_or_metadata_reference,legacy_path_contract,other_reference,5,""data/reference/pnjl/boundary.csv,data/reference/pnjl/cep.csv,data/reference/pnjl/crossover_dense.csv,data"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,10,legacy_phase_reference_v1,historical_evidence,migration_or_audit_tooling,"data/reference/pnjl/legacy_phase_reference_v1/RETIREMENT_MANIFEST.json,historical_or_metadata_reference,legacy_path_contract,snapshot_metadata,6,""data/reference/pnjl/boundary.csv,data/reference/pnjl/cep.csv,data/reference/pnjl/crossover_den"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,11,legacy_phase_reference_v1,historical_evidence,migration_or_audit_tooling,"data/reference/pnjl/legacy_phase_reference_v1/crossover_dense.meta.json,historical_or_metadata_reference,legacy_path_contract,snapshot_metadata,1,data/reference/pnjl/crossover_dense.csv,False,False,not_an_active_runtime_consumer"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,12,legacy_phase_reference_v1,historical_evidence,migration_or_audit_tooling,"data/reference/pnjl/legacy_phase_reference_v1/phase_reference_dense_manifest.json,historical_or_metadata_reference,legacy_path_contract,snapshot_metadata,2,""data/reference/pnjl/crossover_dense.csv,data/reference/pnjl/phase_reference_dense_m"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,13,data/reference/pnjl/boundary.csv,historical_evidence,migration_or_audit_tooling,"docs/analysis/pnjl/phase_reference/issue130_phase_reference_runtime_consumer_audit_v1/tables/legacy_reference_snapshot.csv,historical_or_metadata_reference,migration_or_audit_tooling,historical_evidence,5,""data/reference/pnjl/boundary.csv,d"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,14,data/reference/pnjl/boundary.csv,historical_evidence,migration_or_audit_tooling,"docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v1/input_inventory.csv,historical_or_metadata_reference,legacy_path_contract,historical_evidence,4,""data/reference/pnjl/boundary.csv,data/reference/pnjl/cep.csv,data/re"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,15,data/reference/pnjl/boundary.csv,historical_evidence,migration_or_audit_tooling,"docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v1/manifest.json,historical_or_metadata_reference,legacy_path_contract,historical_evidence,4,""data/reference/pnjl/boundary.csv,data/reference/pnjl/cep.csv,data/referenc"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,16,legacy_phase_reference_v1,historical_evidence,migration_or_audit_tooling,"docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v2/README.md,historical_or_metadata_reference,legacy_path_contract,historical_evidence,2,""--phase-reference-mode legacy,legacy_phase_reference_v1"",False,False,not_an_ac"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,17,legacy_phase_reference_v1,historical_evidence,migration_or_audit_tooling,"docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v2/consumer_source_smoke.json,historical_or_metadata_reference,legacy_path_contract,historical_evidence,2,legacy_phase_reference_v1,False,False,not_an_active_runtime_co"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,18,legacy_phase_reference_v1,historical_evidence,migration_or_audit_tooling,"docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v2/decision.json,historical_or_metadata_reference,legacy_path_contract,historical_evidence,1,legacy_phase_reference_v1,False,False,not_an_active_runtime_consumer"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,19,legacy_phase_reference_v1,historical_evidence,migration_or_audit_tooling,"docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v2/input_inventory.csv,historical_or_metadata_reference,legacy_path_contract,historical_evidence,8,legacy_phase_reference_v1,False,False,not_an_active_runtime_consumer"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,20,legacy_phase_reference_v1,historical_evidence,migration_or_audit_tooling,"docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v2/manifest.json,historical_or_metadata_reference,legacy_path_contract,historical_evidence,10,legacy_phase_reference_v1,False,False,not_an_active_runtime_consumer"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,21,legacy_phase_reference_v1,historical_evidence,migration_or_audit_tooling,"docs/analysis/relaxtime/issue130_rs_old_reference_physical_deletion_v1/README.md,historical_or_metadata_reference,legacy_path_contract,historical_evidence,1,legacy_phase_reference_v1,False,False,not_an_active_runtime_consumer"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,22,legacy_phase_reference_v1,historical_evidence,migration_or_audit_tooling,"docs/analysis/relaxtime/issue130_rs_old_reference_physical_deletion_v1/deletion_manifest.json,historical_or_metadata_reference,legacy_path_contract,historical_evidence,1,legacy_phase_reference_v1,False,False,not_an_active_runtime_consumer"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,23,legacy_phase_reference_v1,historical_evidence,migration_or_audit_tooling,"docs/analysis/relaxtime/issue130_rs_old_reference_retirement_audit_v1/README.md,historical_or_metadata_reference,migration_or_audit_tooling,historical_evidence,1,legacy_phase_reference_v1,False,False,not_an_active_runtime_consumer"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,24,legacy_phase_reference_v1,historical_evidence,migration_or_audit_tooling,"docs/analysis/relaxtime/issue130_rs_old_reference_retirement_audit_v1/consumer_reference_map.csv,historical_or_metadata_reference,migration_or_audit_tooling,historical_evidence,3,""--phase-reference-mode legacy,legacy_phase_reference_v1"",Fal"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,25,legacy_phase_reference_v1,historical_evidence,migration_or_audit_tooling,"docs/analysis/relaxtime/issue130_rs_old_reference_retirement_audit_v1/consumer_smoke.csv,historical_or_metadata_reference,migration_or_audit_tooling,historical_evidence,1,legacy_phase_reference_v1,False,False,not_an_active_runtime_consumer"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,26,--phase-reference-mode legacy,historical_evidence,migration_or_audit_tooling,"docs/analysis/relaxtime/issue130_rs_old_reference_retirement_audit_v1/reference_inventory.csv,historical_or_metadata_reference,migration_or_audit_tooling,historical_evidence,4,--phase-reference-mode legacy,False,False,not_an_active_runtime_"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,27,--phase-reference-mode legacy,historical_evidence,migration_or_audit_tooling,"docs/analysis/relaxtime/issue130_rs_transport_formal_raw_promotion_v1/README.md,historical_or_metadata_reference,fallback_or_rollback,historical_evidence,1,--phase-reference-mode legacy,False,False,not_an_active_runtime_consumer"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,28,--phase-reference-mode legacy,historical_evidence,migration_or_audit_tooling,"docs/analysis/relaxtime/issue130_rs_transport_formal_raw_promotion_v1/manifest.json,historical_or_metadata_reference,fallback_or_rollback,historical_evidence,1,--phase-reference-mode legacy,False,False,not_an_active_runtime_consumer"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,29,data/reference/pnjl/boundary.csv,historical_evidence,migration_or_audit_tooling,"docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/README.md,historical_or_metadata_reference,legacy_path_contract,historical_evidence,1,data/reference/pnjl/boundary.csv,False,False,not_an_acti"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,30,data/reference/pnjl/boundary.csv,historical_evidence,migration_or_audit_tooling,"docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/claim_ledger.csv,historical_or_metadata_reference,legacy_path_contract,historical_evidence,1,data/reference/pnjl/boundary.csv,False,Fal"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,31,legacy_phase_reference_v1,historical_evidence,migration_or_audit_tooling,"docs/dev/active/2026-08-23_Issue130_RS_phase-reference_adapter_parity.md,governance_reference,task_or_governance_record,active_governance,2,""--phase-reference-mode legacy,legacy_phase_reference_v1"",True,False,retain_as_governance_evidence"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,32,legacy_phase_reference_v1,historical_evidence,migration_or_audit_tooling,"docs/dev/active/2026-08-23_Issue130_phase-reference-runtime-switch.md,governance_reference,task_or_governance_record,active_governance,3,""--phase-reference-mode legacy,legacy_phase_reference_v1"",True,False,retain_as_governance_evidence"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,33,legacy_phase_reference_v1,historical_evidence,migration_or_audit_tooling,"docs/dev/active/2026-08-24_Issue130_phase-reference-retirement.md,governance_reference,task_or_governance_record,active_governance,2,""--phase-reference-mode legacy,legacy_phase_reference_v1"",True,False,retain_as_governance_evidence"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,34,--phase-reference-mode legacy,historical_evidence,migration_or_audit_tooling,"docs/dev/active/2026-08-27_Issue130_RS_publication_clean_and_old_reference_retirement.md,governance_reference,task_or_governance_record,active_governance,1,--phase-reference-mode legacy,True,False,retain_as_governance_evidence"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,35,legacy_phase_reference_v1,historical_evidence,migration_or_audit_tooling,"docs/dev/active/2026-08-28_Issue130_PNJL_legacy_phase-reference_retirement_and_physical_cleanup.md,governance_reference,task_or_governance_record,active_governance,3,legacy_phase_reference_v1,True,False,retain_as_governance_evidence"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,36,legacy_phase_reference_v1,historical_evidence,migration_or_audit_tooling,"docs/dev/active/2026-08-28_Issue130_RS_old_reference_retirement_audit.md,governance_reference,task_or_governance_record,active_governance,2,""--phase-reference-mode legacy,legacy_phase_reference_v1"",True,False,retain_as_governance_evidence"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,37,data/reference/pnjl/boundary.csv,historical_evidence,migration_or_audit_tooling,"docs/dev/archived/2026-01-19_PNJL_Solver_Refactoring_Notes.md,historical_or_metadata_reference,legacy_path_contract,historical_evidence,3,""data/reference/pnjl/boundary.csv,data/reference/pnjl/cep.csv"",False,False,not_an_active_runtime_consu"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,38,data/reference/pnjl/crossover_dense.csv,historical_evidence,migration_or_audit_tooling,"docs/dev/archived/2026-05-07_弛豫时间相图邻域扫描与data资产任务单.md,historical_or_metadata_reference,legacy_path_contract,historical_evidence,1,data/reference/pnjl/crossover_dense.csv,False,False,not_an_active_runtime_consumer"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,39,data/reference/pnjl/crossover_dense.csv,historical_evidence,migration_or_audit_tooling,"docs/dev/archived/2026-05-08_PNJL dense reference CI与artifact固化任务单.md,historical_or_metadata_reference,legacy_path_contract,historical_evidence,3,""data/reference/pnjl/crossover_dense.csv,data/reference/pnjl/phase_reference_dense_manifest.js"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,40,data/reference/pnjl/spinodals.csv,historical_evidence,migration_or_audit_tooling,"docs/dev/archived/2026-05-30_P1论文图后端能力任务单.md,historical_or_metadata_reference,legacy_path_contract,historical_evidence,1,data/reference/pnjl/spinodals.csv,False,False,not_an_active_runtime_consumer"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,41,data/reference/pnjl/boundary.csv,historical_evidence,migration_or_audit_tooling,"docs/dev/archived/2026-07-04_Figure4正式PNJL相图生产任务单.md,historical_or_metadata_reference,legacy_path_contract,historical_evidence,3,""data/reference/pnjl/boundary.csv,data/reference/pnjl/crossover_dense.csv,data/reference/pnjl/spinodals.csv"",Fa"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,42,legacy_phase_reference_v1,historical_evidence,migration_or_audit_tooling,"docs/dev/archived/2026-08-28_Issue130_RS_old_reference_physical_deletion.md,historical_or_metadata_reference,legacy_path_contract,historical_evidence,1,legacy_phase_reference_v1,False,False,not_an_active_runtime_consumer"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,43,legacy_phase_reference_v1,historical_evidence,migration_or_audit_tooling,"docs/guides/scripts/README.md,historical_or_metadata_reference,legacy_path_contract,other_reference,2,""--phase-reference-mode legacy,legacy_phase_reference_v1"",False,False,not_an_active_runtime_consumer"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,44,--phase-reference-mode legacy,historical_evidence,migration_or_audit_tooling,"docs/guides/sop/workflows/relaxtime_transport.md,historical_or_metadata_reference,legacy_path_contract,other_reference,1,--phase-reference-mode legacy,False,False,not_an_active_runtime_consumer"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,45,data/reference/pnjl/boundary.csv,historical_evidence,migration_or_audit_tooling,"docs/notes/pnjl/一阶相变方法对比.md,historical_or_metadata_reference,legacy_path_contract,other_reference,1,data/reference/pnjl/boundary.csv,False,False,not_an_active_runtime_consumer"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,46,data/reference/pnjl/boundary.csv,historical_evidence,migration_or_audit_tooling,"docs/superpowers/plans/2026-04-27-relaxtime-xi-smoothness-sampling-implementation-plan.md,historical_or_metadata_reference,legacy_path_contract,other_reference,2,""data/reference/pnjl/boundary.csv,data/reference/pnjl/cep.csv"",False,False,not"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,48,data/reference/pnjl/boundary.csv,historical_evidence,migration_or_audit_tooling,"scripts/analysis/pnjl/audit_issue130_phase_reference_runtime_consumers.py,migration_audit_tooling,historical_path_contract,active_repository_contract,5,""data/reference/pnjl/boundary.csv,data/reference/pnjl/cep.csv,data/reference/pnjl/crosso"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,49,legacy_phase_reference_v1,historical_evidence,migration_or_audit_tooling,"scripts/analysis/pnjl/build_issue130_rs_runtime_consumer_smoke_v2.py,diagnostic_tooling,historical_snapshot_input,active_repository_contract,5,""--phase-reference-mode legacy,legacy_phase_reference_v1"",True,True,migration_required_before_del"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,50,data/reference/pnjl/boundary.csv,historical_evidence,migration_or_audit_tooling,"scripts/analysis/pnjl/build_issue130_rs_runtime_parity_evidence.py,diagnostic_tooling,historical_snapshot_input,active_repository_contract,4,""data/reference/pnjl/boundary.csv,data/reference/pnjl/cep.csv,data/reference/pnjl/crossover_dense.c"
docs/analysis/pnjl/phase_reference/issue130_phase_reference_legacy_audit_v1/tables/consumer_matrix.csv,51,data/reference/pnjl/boundary.csv,historical_evidence,migration_or_audit_tooling,"scripts/analysis/pnjl/import_issue130_phase_reference.py,migration_tooling,historical_path_contract,active_repository_contract,5,""data/reference/pnjl/boundary.csv,data/reference/pnjl/cep.csv,data/reference/pnjl/crossover_dense.csv,data/refe"
