xi,T_maxwell_max_MeV,T_crossover_min_MeV,delta_T_crossover_minus_maxwell_MeV,overlap_in_T,interpretation
-0.5,145.0,145.00776405003788,0.007764050037877723,False,diagnostic endpoint separation; not a phase certificate
-0.1625,133.0,133.0087447721479,0.008744772147906588,False,diagnostic endpoint separation; not a phase certificate
-0.15,133.0,133.0087447721479,0.008744772147906588,False,diagnostic endpoint separation; not a phase certificate
-0.1375,133.0,133.0087447721479,0.008744772147906588,False,diagnostic endpoint separation; not a phase certificate
-0.125,133.0,133.0087447721479,0.008744772147906588,False,diagnostic endpoint separation; not a phase certificate
-0.1125,133.0,133.0087447721479,0.008744772147906588,False,diagnostic endpoint separation; not a phase certificate
-0.1,133.0,133.0087447721479,0.008744772147906588,False,diagnostic endpoint separation; not a phase certificate
-0.075,133.0,133.0087447721479,0.008744772147906588,False,diagnostic endpoint separation; not a phase certificate
-0.05,129.0,129.00907167951792,0.009071679517916209,False,diagnostic endpoint separation; not a phase certificate
-0.0375,129.0,129.00907167951792,0.009071679517916209,False,diagnostic endpoint separation; not a phase certificate
-0.025,129.0,129.00907167951792,0.009071679517916209,False,diagnostic endpoint separation; not a phase certificate
-0.0125,129.0,129.00907167951792,0.009071679517916209,False,diagnostic endpoint separation; not a phase certificate
0.0,129.0,129.00907167951792,0.009071679517916209,False,diagnostic endpoint separation; not a phase certificate
0.0125,129.0,129.00907167951792,0.009071679517916209,False,diagnostic endpoint separation; not a phase certificate
0.025,129.0,129.00907167951792,0.009071679517916209,False,diagnostic endpoint separation; not a phase certificate
0.03125,129.0,129.00907167951792,0.009071679517916209,False,diagnostic endpoint separation; not a phase certificate
0.0375,129.0,129.00907167951792,0.009071679517916209,False,diagnostic endpoint separation; not a phase certificate
0.04375,129.0,129.00907167951792,0.009071679517916209,False,diagnostic endpoint separation; not a phase certificate
0.05,129.0,129.00907167951792,0.009071679517916209,False,diagnostic endpoint separation; not a phase certificate
0.0625,125.0,125.00939858688793,0.00939858688792583,False,diagnostic endpoint separation; not a phase certificate
0.075,125.0,125.00939858688793,0.00939858688792583,False,diagnostic endpoint separation; not a phase certificate
0.0875,125.0,125.00939858688793,0.00939858688792583,False,diagnostic endpoint separation; not a phase certificate
0.1,125.0,125.00939858688793,0.00939858688792583,False,diagnostic endpoint separation; not a phase certificate
0.1125,125.0,125.00939858688793,0.00939858688792583,False,diagnostic endpoint separation; not a phase certificate
0.125,125.0,125.00939858688793,0.00939858688792583,False,diagnostic endpoint separation; not a phase certificate
0.13125,125.0,125.00939858688793,0.00939858688792583,False,diagnostic endpoint separation; not a phase certificate
0.1375,125.0,125.00939858688793,0.00939858688792583,False,diagnostic endpoint separation; not a phase certificate
0.14375,125.0,125.00939858688793,0.00939858688792583,False,diagnostic endpoint separation; not a phase certificate
0.15,125.0,125.00939858688793,0.00939858688792583,False,diagnostic endpoint separation; not a phase certificate
0.1625,121.0,121.00972549425794,0.009725494257935452,False,diagnostic endpoint separation; not a phase certificate
0.175,121.0,121.00972549425794,0.009725494257935452,False,diagnostic endpoint separation; not a phase certificate
0.1875,121.0,121.00972549425794,0.009725494257935452,False,diagnostic endpoint separation; not a phase certificate
0.2,121.0,121.00972549425794,0.009725494257935452,False,diagnostic endpoint separation; not a phase certificate
0.225,121.0,121.00972549425794,0.009725494257935452,False,diagnostic endpoint separation; not a phase certificate
0.25,117.0,117.00621272587465,0.0062127258746471625,False,diagnostic endpoint separation; not a phase certificate
0.2625,117.0,117.00621272587465,0.0062127258746471625,False,diagnostic endpoint separation; not a phase certificate
0.275,117.0,117.00621272587465,0.0062127258746471625,False,diagnostic endpoint separation; not a phase certificate
0.2875,117.0,117.00621272587465,0.0062127258746471625,False,diagnostic endpoint separation; not a phase certificate
0.3,117.0,117.00621272587465,0.0062127258746471625,False,diagnostic endpoint separation; not a phase certificate
0.30625,117.0,117.00621272587465,0.0062127258746471625,False,diagnostic endpoint separation; not a phase certificate
0.3125,116.5,116.50623798085788,0.006237980857875414,False,diagnostic endpoint separation; not a phase certificate
0.31875,117.0,117.00621272587465,0.0062127258746471625,False,diagnostic endpoint separation; not a phase certificate
0.325,117.0,117.00621272587465,0.0062127258746471625,False,diagnostic endpoint separation; not a phase certificate
0.3375,113.0,113.00641476574049,0.006414765740487383,False,diagnostic endpoint separation; not a phase certificate
0.35,113.0,113.00641476574049,0.006414765740487383,False,diagnostic endpoint separation; not a phase certificate
0.3625,113.0,113.00641476574049,0.006414765740487383,False,diagnostic endpoint separation; not a phase certificate
0.375,113.0,113.00641476574049,0.006414765740487383,False,diagnostic endpoint separation; not a phase certificate
0.38125,113.0,113.00641476574049,0.006414765740487383,False,diagnostic endpoint separation; not a phase certificate
0.3875,113.0,113.00641476574049,0.006414765740487383,False,diagnostic endpoint separation; not a phase certificate
0.39375,113.0,113.00641476574049,0.006414765740487383,False,diagnostic endpoint separation; not a phase certificate
0.4,112.5,112.50644002072372,0.006440020723715634,False,diagnostic endpoint separation; not a phase certificate
0.4125,109.0,109.00661680560633,0.006616805606327603,False,diagnostic endpoint separation; not a phase certificate
0.425,109.0,109.00661680560633,0.006616805606327603,False,diagnostic endpoint separation; not a phase certificate
0.43125,109.0,109.00661680560633,0.006616805606327603,False,diagnostic endpoint separation; not a phase certificate
0.4375,109.0,109.00661680560633,0.006616805606327603,False,diagnostic endpoint separation; not a phase certificate
0.44375,109.0,109.00661680560633,0.006616805606327603,False,diagnostic endpoint separation; not a phase certificate
0.45,109.0,109.00661680560633,0.006616805606327603,False,diagnostic endpoint separation; not a phase certificate
0.4625,109.0,109.00661680560633,0.006616805606327603,False,diagnostic endpoint separation; not a phase certificate
0.475,105.0,105.00681884547217,0.006818845472167823,False,diagnostic endpoint separation; not a phase certificate
0.4875,105.0,105.00681884547217,0.006818845472167823,False,diagnostic endpoint separation; not a phase certificate
0.5,105.0,105.00681884547217,0.006818845472167823,False,diagnostic endpoint separation; not a phase certificate
