surface,xi,T_MeV,mu_MeV,rho_hadron,rho_quark,area_residual,layer,status,interpolation_method,source_layer,source_xi_left,source_xi_right,source_axis_low,source_axis_high,xi_gap,reference_write,source_status,acceptance_status,extrapolation,coverage_status,acceptance_scope
maxwell,-0.5,45.0,326.90477690019367,0.010927425224607452,2.786374132885016,6.687315765193356e-07,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,47.0,326.39948735851453,0.01292467078815992,2.7856946786157764,3.067954826944205e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,49.0,325.8601459746587,0.015237086020745706,2.7851509541618014,2.6956831819691558e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,51.0,325.28523887096657,0.017826698397762242,2.7847612838928795,2.5577399334456113e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,53.0,324.673201321176,0.020659443532225104,2.784545284961874,2.1221740906013924e-07,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,55.0,324.02236588744404,0.02376975089263754,2.7845225110013216,3.0289281276841e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,57.0,323.33096539507335,0.02717573020129016,2.784712541747368,1.7998766522943155e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,59.0,322.5971381755602,0.0308862622838039,2.7851351134561186,2.885994766461355e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,61.0,321.8190121267764,0.03496113486500153,2.7858123615656227,4.873433277546551e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,63.0,320.99440416627704,0.03940036544399044,2.7867606288739024,8.007444126789524e-07,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,65.0,320.12113794922516,0.044190899328542345,2.787999106316864,1.9287850769712187e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,67.0,319.196862417002,0.049431715434109395,2.789544934342381,3.6698645466284147e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,69.0,318.21931086571396,0.055105600081531904,2.791418668214748,1.6807543368874394e-07,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,71.0,317.1859258819467,0.06117867346971253,2.7936356233511193,3.322241999033788e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,73.0,316.09400895500835,0.06778687698746601,2.7962099551585076,4.782114558249005e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,75.0,314.9408282007855,0.07491823908415081,2.799154826845398,4.4573901084802296e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,77.0,313.7235148210651,0.08265662991231283,2.802481161897072,1.112422733062272e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,79.0,312.43907253891575,0.09104565836271149,2.806196819380571,1.6087632314504274e-07,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,81.0,311.08441430046344,0.09998958743506446,2.810307458486129,2.0441419089844916e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,83.0,309.6563005216838,0.10977187438222205,2.814812765080173,9.608454025635508e-07,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,85.0,308.15140541360483,0.12023198110212427,2.8197093466067336,2.256178662580505e-07,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,87.0,306.56625974435116,0.13156741798931373,2.8249877761317,5.351948539529267e-07,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,89.0,304.89734084692805,0.14380274113871921,2.8306335931572137,4.232787313357043e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,91.0,303.1409813941415,0.15703812297285677,2.836623996706825,3.40655693216365e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,93.0,301.29344501602156,0.1713309312239931,2.8429292501946795,4.988016378029399e-07,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,94.0,300.3342872754169,0.17888727605101273,2.8461880826299195,1.318840139904372e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,95.0,299.3508882740366,0.18672222126776805,2.8495101984679523,6.283545146399967e-07,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,96.0,298.3427513722909,0.1948891808178567,2.8528890198760792,1.878180258343162e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,97.0,297.30938468704335,0.20338505642927726,2.8563177196476293,7.468593153735009e-07,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,98.0,296.2502793233524,0.21217346879433105,2.859787919481674,4.984430921795404e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,99.0,295.1649333772598,0.22136025765199493,2.8632915212545633,9.835137785245673e-07,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,100.0,294.05282944966467,0.2308595383544545,2.8668184852096688,7.985737920595897e-07,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,101.0,292.9134524434691,0.24078061394429084,2.870358811938422,2.1447684084274145e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,102.0,291.7462822773333,0.25105600222088087,2.873901178354328,2.755531474962574e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,103.0,290.5507962091453,0.2617482715473688,2.877433239868761,1.1714726739256952e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,104.0,289.32646219520973,0.2728814592938877,2.8809423563888643,1.8540913660289185e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,105.0,288.07275004177507,0.2844461330569149,2.88441318004247,1.4589101346329676e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,106.0,286.78912365725165,0.29646885310531607,2.887831974246883,2.3801295446971355e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,107.0,285.4750478554114,0.3089735309882075,2.891180635797057,4.452432911164603e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,108.0,284.1299752622049,0.3219813824666388,2.8944432340881305,4.5176887553818026e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,109.0,282.7533615746184,0.3355112461971917,2.8975991790637243,1.4519471470933096e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,110.0,281.34466638568506,0.34957972397080644,2.900630425224948,4.5187538042814915e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,111.0,279.9033312508369,0.3642511937421176,2.903513102432128,8.257208249993868e-07,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,112.0,278.42881436694836,0.3795137365583351,2.9062275353575435,4.24325239186936e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,113.0,276.9205519066227,0.3954092173322155,2.908745164433287,4.237721696674014e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,114.0,275.37800216596554,0.4119620933398835,2.9110441746951476,1.1326679943105705e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,115.0,273.8006031548671,0.42923786055938723,2.913095770308938,4.266969278252862e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,116.0,272.1877966086446,0.44724389777678164,2.9148689011204447,4.498733040337303e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,117.0,270.5390379464742,0.46602952259952046,2.9163354138626914,2.972770397558503e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,118.0,268.8537712945913,0.48564022462730877,2.9174621384073656,9.08885404994641e-07,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,119.0,267.13144772591363,0.5061179776555385,2.9182139378103784,2.281490204928923e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,120.0,265.3715196444109,0.5275605779277486,2.9185533851584737,1.220804620569952e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,121.0,263.573454130487,0.5499657360619745,2.918441120131326,1.2461670557571344e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,122.0,261.7367180788433,0.5734657387839742,2.9178352371143768,2.4578692498558314e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,123.0,259.8607902160793,0.5980958568951679,2.916691663284972,2.414210890038269e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,124.0,257.9451722172057,0.6239462550139966,2.914964592125169,1.5346375657886998e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,125.0,255.98937233865365,0.651124692562948,2.912606000500025,3.2275889243135257e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,126.0,253.99292364139131,0.6797351497156647,2.9095506735724976,4.509539613847103e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,127.0,251.95539742858222,0.7098978445152325,2.905754412532568,4.142084984670074e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,128.0,249.8763890900189,0.7417414169180326,2.901142206160593,4.031285286028104e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,129.0,247.755540153067,0.7754153083876145,2.8956495935262114,3.764958383750859e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,130.0,245.59254631546256,0.8111156444252217,2.889202695153211,1.6518436804615407e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,131.0,243.38715652448673,0.8490069908679585,2.88171936262957,3.6388480287222387e-07,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,132.0,241.1392048955507,0.8893190260200727,2.8730953655282216,4.280204598852461e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,133.0,238.84859755371815,0.9322723926785689,2.863240805287799,2.727027979489731e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,134.0,236.5153577169915,0.978148287649532,2.8520197934433313,1.2784153449597977e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,135.0,234.13960750043935,1.0272127672067184,2.8393048812784722,2.688586789886943e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,136.0,231.72159294705568,1.079782412865837,2.8249350281911774,3.924164660428831e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,137.0,229.2616918618607,1.136195688275402,2.8086796146491526,1.4076401672938243e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,138.0,226.76043077231446,1.1968194993335903,2.790323689091015,3.964360695797792e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
maxwell,-0.5,139.0,224.21844435462296,1.2620250213078847,2.7695508910347066,1.1127314733712567e-06,strict_reference_v1,native_uniform_xi,none_native,strict_maxwell_c2_plus_expansion,-0.5,-0.5,5.0,147.0625,0.0,False,strict_certified,candidate_pending_author_review,False,native_support,downstream_phase_map_candidate
