sqrt_s_NN_GeV,background_p,channel,q_inv_fm,route,bound,unitary,landau,shell_inv_fm2,gap_count,contour_count,contour_passed,static_passed,root_nodes_stable,levinson_residual,threshold_phase_over_pi,threshold_offset,threshold_phase_at_1e7_over_pi,threshold_limit_change,threshold_limit_passed,upper_phase,branch_passed,reference_boundary_passed,failed_gates,passed,status,production_authorized
200.0,48,pi_minus,7.753098208010931,direct_finite_q,0.0,-2.259993089772183e-11,9.094903449884343e-9,2.762729726666316e-8,0,0,true,true,true,-5.8993286252182195e-12,-5.8993286252182195e-12,1.0e-10,-5.899327748671337e-9,5.3093957581554937e-11,true,0.0,true,true,,true,conditional_window,false
200.0,48,pi_minus,7.898914223885238,direct_finite_q,0.0,-1.8859112178435965e-11,8.062934930164997e-9,2.542618542011907e-8,0,0,true,true,true,-5.514953947319921e-12,-5.514953947319921e-12,1.0e-10,-5.5149531492332475e-9,4.963458548618328e-11,true,0.0,true,true,,true,conditional_window,false
200.0,48,pi_minus,7.980748879988085,direct_finite_q,0.0,-1.7039625337674684e-11,7.529506556686142e-9,2.4240419062605577e-8,0,0,true,true,true,-5.3097438393225755e-12,-5.3097438393225755e-12,1.0e-10,-5.309743081902465e-9,4.778769451709975e-11,true,0.0,true,true,,true,conditional_window,false
200.0,48,K_plus,0.019251120011914757,direct_finite_q,0.05322336149454363,-0.0008451566121652555,2.2281523714641923e-8,9.834064595419702e-7,1,1,true,true,true,-6.021072862516519e-9,0.9999999939789271,1.0e-10,0.999993979203632,5.4189617516046814e-8,true,0.0,true,true,,true,conditional_window,false
200.0,48,K_plus,0.1010857761147621,direct_finite_q,0.04701538457304298,-0.0008640409007270997,1.7022946740062833e-8,2.3891029726176174e-5,1,1,true,true,true,-6.193411561383755e-9,0.9999999938065884,1.0e-10,0.999993806880119,5.574066320953567e-8,true,0.0,true,true,,true,conditional_window,false
200.0,48,K_plus,0.2469017919890688,direct_finite_q,0.0379397306403578,-0.0008969997616611687,1.104239955568989e-8,0.00011439890535265606,1,1,true,true,true,-6.532216101362565e-9,0.9999999934677839,1.0e-10,0.9999934681064775,5.878989957338488e-8,true,0.0,true,true,,true,conditional_window,false
200.0,48,K_plus,0.4543378919823957,direct_finite_q,0.028316566567319665,-0.0009417998534767177,7.208483045306689e-9,0.00028627189805368377,1,1,true,true,true,-7.0958662279352325e-9,0.9999999929041338,1.0e-10,0.9999929045109937,6.386274250825939e-8,true,0.0,true,true,,true,conditional_window,false
200.0,48,K_plus,0.7199920561043887,direct_finite_q,0.019831465721984663,-0.0009944897003094414,5.930456799578594e-9,0.0004946943954465825,1,1,true,true,true,-7.994105821751418e-9,0.9999999920058942,1.0e-10,0.9999920063666299,7.194688556432247e-8,true,0.0,true,true,,true,conditional_window,false
200.0,48,K_plus,1.0395032336857826,direct_finite_q,0.013233344586904635,-0.0010489629416405846,6.481772065646345e-9,0.0006669997529447495,1,1,true,true,true,-9.4351449986263e-9,0.999999990564855,1.0e-10,0.9999905655011223,8.491621232658636e-8,true,0.0,true,true,,true,conditional_window,false
200.0,48,K_plus,1.4076253922520978,direct_finite_q,0.008546893821449738,-0.0010966728841064705,8.660803047879721e-9,0.0007478493160709294,1,1,true,true,true,-1.1840168512300409e-8,0.9999999881598315,1.0e-10,0.999988160823049,1.0656137274773478e-7,true,0.0,true,true,,true,conditional_window,false
200.0,48,K_plus,1.8183141144446417,direct_finite_q,0.005428645600416342,-0.0011266149928305757,1.182764811321972e-8,0.0007205809370555363,1,1,true,true,true,-1.615613687278028e-8,0.9999999838438631,1.0e-10,0.9999838456437095,1.4540496857135664e-7,true,0.0,true,true,,true,conditional_window,false
