T_MeV,rho,xi,mu_u_MeV,mu_d_MeV,mu_s_MeV,mu_avg_MeV,pressure_fm4,entropy_fm3,energy_fm4,phi_u,phi_d,phi_s,Phi1,Phi2,iterations,residual_norm,converged,message
130.700000,0.255000,0.000000,249.482671,249.482671,249.482671,249.482671,21.634190,0.443508,-21.185680,-1.746561,-1.746561,-2.199541,0.081678,0.140149,2,0.000000,true,
130.700000,0.258000,0.000000,249.899154,249.899154,249.899154,249.899154,21.634450,0.447860,-21.180975,-1.745437,-1.745437,-2.199233,0.082271,0.140744,2,0.000000,true,
130.700000,0.260000,0.000000,250.173554,250.173554,250.173554,250.173554,21.634623,0.450758,-21.177840,-1.744687,-1.744687,-2.199028,0.082665,0.141138,2,0.000000,true,
130.700000,0.261000,0.000000,250.309793,250.309793,250.309793,250.309793,21.634709,0.452206,-21.176272,-1.744313,-1.744313,-2.198926,0.082861,0.141334,2,0.000000,true,
130.700000,0.264000,0.000000,250.714722,250.714722,250.714722,250.714722,21.634968,0.456545,-21.171570,-1.743187,-1.743187,-2.198618,0.083449,0.141921,2,0.000000,true,
130.700000,0.267000,0.000000,251.114071,251.114071,251.114071,251.114071,21.635226,0.460878,-21.166869,-1.742062,-1.742062,-2.198311,0.084034,0.142504,2,0.000000,true,
130.700000,0.270000,0.000000,251.507966,251.507966,251.507966,251.507966,21.635483,0.465205,-21.162169,-1.740936,-1.740936,-2.198003,0.084617,0.143083,2,0.000000,true,
130.700000,0.273000,0.000000,251.896528,251.896528,251.896528,251.896528,21.635740,0.469525,-21.157470,-1.739809,-1.739809,-2.197696,0.085197,0.143659,2,0.000000,true,
130.700000,0.276000,0.000000,252.279874,252.279874,252.279874,252.279874,21.635996,0.473839,-21.152773,-1.738681,-1.738681,-2.197389,0.085775,0.144230,2,0.000000,true,
130.700000,0.279000,0.000000,252.658119,252.658119,252.658119,252.658119,21.636251,0.478147,-21.148077,-1.737553,-1.737553,-2.197081,0.086351,0.144799,2,0.000000,true,
130.700000,0.280000,0.000000,252.783086,252.783086,252.783086,252.783086,21.636336,0.479582,-21.146512,-1.737177,-1.737177,-2.196979,0.086542,0.144987,2,0.000000,true,
130.700000,0.282000,0.000000,253.031372,253.031372,253.031372,253.031372,21.636506,0.482449,-21.143383,-1.736425,-1.736425,-2.196774,0.086924,0.145364,2,0.000000,true,
130.700000,0.285000,0.000000,253.399740,253.399740,253.399740,253.399740,21.636760,0.486745,-21.138690,-1.735296,-1.735296,-2.196466,0.087495,0.145925,2,0.000000,true,
130.700000,0.288000,0.000000,253.763326,253.763326,253.763326,253.763326,21.637013,0.491035,-21.133998,-1.734166,-1.734166,-2.196159,0.088064,0.146483,2,0.000000,true,
130.700000,0.290000,0.000000,254.003109,254.003109,254.003109,254.003109,21.637182,0.493891,-21.130871,-1.733412,-1.733412,-2.195954,0.088442,0.146853,2,0.000000,true,
130.700000,0.291000,0.000000,254.122230,254.122230,254.122230,254.122230,21.637266,0.495318,-21.129307,-1.733036,-1.733036,-2.195852,0.088631,0.147038,2,0.000000,true,
130.700000,0.294000,0.000000,254.476548,254.476548,254.476548,254.476548,21.637518,0.499596,-21.124618,-1.731905,-1.731905,-2.195545,0.089195,0.147589,2,0.000000,true,
130.700000,0.297000,0.000000,254.826376,254.826376,254.826376,254.826376,21.637769,0.503868,-21.119930,-1.730773,-1.730773,-2.195237,0.089757,0.148137,2,0.000000,true,
130.700000,0.300000,0.000000,255.171804,255.171804,255.171804,255.171804,21.638020,0.508134,-21.115244,-1.729641,-1.729641,-2.194930,0.090317,0.148682,2,0.000000,true,
130.700000,0.310000,0.000000,256.292566,256.292566,256.292566,256.292566,21.638852,0.522313,-21.099632,-1.725863,-1.725863,-2.193906,0.092169,0.150477,3,0.000000,true,
130.700000,0.320000,0.000000,257.368469,257.368469,257.368469,257.368469,21.639676,0.536429,-21.084035,-1.722078,-1.722078,-2.192883,0.093998,0.152239,3,0.000000,true,
130.700000,0.330000,0.000000,258.402301,258.402301,258.402301,258.402301,21.640493,0.550483,-21.068452,-1.718287,-1.718287,-2.191860,0.095805,0.153970,3,0.000000,true,
130.700000,0.340000,0.000000,259.396602,259.396602,259.396602,259.396602,21.641303,0.564478,-21.052885,-1.714488,-1.714488,-2.190837,0.097591,0.155671,3,0.000000,true,
130.700000,0.350000,0.000000,260.353688,260.353688,260.353688,260.353688,21.642107,0.578413,-21.037334,-1.710683,-1.710683,-2.189815,0.099356,0.157344,3,0.000000,true,
130.700000,0.360000,0.000000,261.275682,261.275682,261.275682,261.275682,21.642903,0.592291,-21.021797,-1.706871,-1.706871,-2.188793,0.101102,0.158990,3,0.000000,true,
130.700000,0.370000,0.000000,262.164530,262.164530,262.164530,262.164530,21.643692,0.606112,-21.006276,-1.703052,-1.703052,-2.187771,0.102828,0.160611,3,0.000000,true,
130.700000,0.380000,0.000000,263.022022,263.022022,263.022022,263.022022,21.644474,0.619878,-20.990771,-1.699226,-1.699226,-2.186750,0.104536,0.162206,3,0.000000,true,
130.700000,0.390000,0.000000,263.849811,263.849811,263.849811,263.849811,21.645249,0.633589,-20.975281,-1.695394,-1.695394,-2.185729,0.106225,0.163779,3,0.000000,true,
130.700000,0.400000,0.000000,264.649421,264.649421,264.649421,264.649421,21.646017,0.647247,-20.959807,-1.691554,-1.691554,-2.184708,0.107896,0.165328,3,0.000000,true,
130.700000,0.410000,0.000000,265.422264,265.422264,265.422264,265.422264,21.646779,0.660851,-20.944349,-1.687707,-1.687707,-2.183687,0.109551,0.166856,3,0.000000,true,
130.700000,0.420000,0.000000,266.169650,266.169650,266.169650,266.169650,21.647533,0.674404,-20.928906,-1.683853,-1.683853,-2.182667,0.111189,0.168362,3,0.000000,true,
130.700000,0.430000,0.000000,266.892797,266.892797,266.892797,266.892797,21.648281,0.687906,-20.913480,-1.679991,-1.679991,-2.181648,0.112810,0.169849,3,0.000000,true,
130.700000,0.440000,0.000000,267.592837,267.592837,267.592837,267.592837,21.649021,0.701357,-20.898070,-1.676123,-1.676123,-2.180629,0.114416,0.171316,3,0.000000,true,
130.700000,0.450000,0.000000,268.270827,268.270827,268.270827,268.270827,21.649755,0.714759,-20.882676,-1.672247,-1.672247,-2.179610,0.116006,0.172764,3,0.000000,true,
130.700000,0.460000,0.000000,268.927753,268.927753,268.927753,268.927753,21.650482,0.728111,-20.867298,-1.668364,-1.668364,-2.178591,0.117581,0.174194,3,0.000000,true,
130.700000,0.470000,0.000000,269.564538,269.564538,269.564538,269.564538,21.651202,0.741415,-20.851937,-1.664474,-1.664474,-2.177573,0.119141,0.175607,3,0.000000,true,
130.700000,0.480000,0.000000,270.182047,270.182047,270.182047,270.182047,21.651916,0.754671,-20.836592,-1.660576,-1.660576,-2.176555,0.120686,0.177003,3,0.000000,true,
130.700000,0.490000,0.000000,270.781089,270.781089,270.781089,270.781089,21.652623,0.767880,-20.821264,-1.656671,-1.656671,-2.175538,0.122218,0.178382,3,0.000000,true,
130.700000,0.500000,0.000000,271.362427,271.362427,271.362427,271.362427,21.653323,0.781041,-20.805952,-1.652758,-1.652758,-2.174520,0.123736,0.179745,3,0.000000,true,
130.700000,0.510000,0.000000,271.926776,271.926776,271.926776,271.926776,21.654016,0.794157,-20.790657,-1.648838,-1.648838,-2.173504,0.125240,0.181092,3,0.000000,true,
130.700000,0.520000,0.000000,272.474811,272.474811,272.474811,272.474811,21.654702,0.807227,-20.775379,-1.644910,-1.644910,-2.172487,0.126731,0.182425,3,0.000000,true,
130.700000,0.530000,0.000000,273.007166,273.007166,273.007166,273.007166,21.655382,0.820251,-20.760118,-1.640975,-1.640975,-2.171471,0.128208,0.183743,3,0.000000,true,
130.700000,0.540000,0.000000,273.524442,273.524442,273.524442,273.524442,21.656055,0.833231,-20.744873,-1.637031,-1.637031,-2.170456,0.129673,0.185047,3,0.000000,true,
130.700000,0.550000,0.000000,274.027205,274.027205,274.027205,274.027205,21.656722,0.846166,-20.729646,-1.633080,-1.633080,-2.169440,0.131126,0.186337,3,0.000000,true,
130.700000,0.560000,0.000000,274.515991,274.515991,274.515991,274.515991,21.657382,0.859057,-20.714436,-1.629122,-1.629122,-2.168425,0.132566,0.187613,3,0.000000,true,
130.700000,0.570000,0.000000,274.991307,274.991307,274.991307,274.991307,21.658035,0.871904,-20.699243,-1.625155,-1.625155,-2.167411,0.133994,0.188877,3,0.000000,true,
130.700000,0.580000,0.000000,275.453634,275.453634,275.453634,275.453634,21.658681,0.884708,-20.684068,-1.621181,-1.621181,-2.166397,0.135411,0.190127,3,0.000000,true,
130.700000,0.590000,0.000000,275.903427,275.903427,275.903427,275.903427,21.659322,0.897469,-20.668910,-1.617198,-1.617198,-2.165383,0.136815,0.191365,3,0.000000,true,
130.700000,0.600000,0.000000,276.341120,276.341120,276.341120,276.341120,21.659955,0.910187,-20.653769,-1.613208,-1.613208,-2.164370,0.138209,0.192591,3,0.000000,true,
130.700000,0.610000,0.000000,276.767123,276.767123,276.767123,276.767123,21.660582,0.922863,-20.638646,-1.609210,-1.609210,-2.163357,0.139591,0.193805,3,0.000000,true,
130.700000,0.620000,0.000000,277.181828,277.181828,277.181828,277.181828,21.661202,0.935497,-20.623540,-1.605203,-1.605203,-2.162344,0.140961,0.195008,3,0.000000,true,
130.700000,0.630000,0.000000,277.585607,277.585607,277.585607,277.585607,21.661816,0.948089,-20.608452,-1.601189,-1.601189,-2.161332,0.142321,0.196199,3,0.000000,true,
130.700000,0.640000,0.000000,277.978814,277.978814,277.978814,277.978814,21.662423,0.960640,-20.593382,-1.597166,-1.597166,-2.160320,0.143671,0.197379,3,0.000000,true,
130.700000,0.650000,0.000000,278.361788,278.361788,278.361788,278.361788,21.663024,0.973149,-20.578330,-1.593135,-1.593135,-2.159309,0.145010,0.198548,3,0.000000,true,
130.700000,0.660000,0.000000,278.734851,278.734851,278.734851,278.734851,21.663619,0.985618,-20.563295,-1.589095,-1.589095,-2.158298,0.146338,0.199706,3,0.000000,true,
130.700000,0.670000,0.000000,279.098311,279.098311,279.098311,279.098311,21.664207,0.998046,-20.548279,-1.585047,-1.585047,-2.157287,0.147656,0.200854,3,0.000000,true,
130.700000,0.680000,0.000000,279.452461,279.452461,279.452461,279.452461,21.664788,1.010434,-20.533281,-1.580991,-1.580991,-2.156277,0.148964,0.201992,3,0.000000,true,
130.700000,0.690000,0.000000,279.797584,279.797584,279.797584,279.797584,21.665363,1.022781,-20.518300,-1.576927,-1.576927,-2.155267,0.150262,0.203120,2,0.000000,true,
130.700000,0.700000,0.000000,280.133947,280.133947,280.133947,280.133947,21.665932,1.035089,-20.503338,-1.572854,-1.572854,-2.154258,0.151550,0.204238,2,0.000000,true,
130.700000,0.710000,0.000000,280.461809,280.461809,280.461809,280.461809,21.666494,1.047357,-20.488394,-1.568772,-1.568772,-2.153249,0.152829,0.205346,2,0.000000,true,
130.700000,0.720000,0.000000,280.781415,280.781415,280.781415,280.781415,21.667050,1.059585,-20.473468,-1.564681,-1.564681,-2.152240,0.154098,0.206445,2,0.000000,true,
130.700000,0.730000,0.000000,281.093003,281.093003,281.093003,281.093003,21.667599,1.071775,-20.458561,-1.560582,-1.560582,-2.151232,0.155358,0.207535,2,0.000000,true,
130.700000,0.740000,0.000000,281.396799,281.396799,281.396799,281.396799,21.668142,1.083925,-20.443672,-1.556475,-1.556475,-2.150224,0.156608,0.208616,2,0.000000,true,
130.700000,0.750000,0.000000,281.693021,281.693021,281.693021,281.693021,21.668679,1.096036,-20.428801,-1.552358,-1.552358,-2.149216,0.157850,0.209687,2,0.000000,true,
130.700000,0.760000,0.000000,281.981877,281.981877,281.981877,281.981877,21.669210,1.108108,-20.413949,-1.548233,-1.548233,-2.148209,0.159082,0.210750,2,0.000000,true,
130.700000,0.770000,0.000000,282.263568,282.263568,282.263568,282.263568,21.669734,1.120142,-20.399116,-1.544098,-1.544098,-2.147203,0.160305,0.211804,2,0.000000,true,
130.700000,0.780000,0.000000,282.538287,282.538287,282.538287,282.538287,21.670252,1.132138,-20.384301,-1.539955,-1.539955,-2.146197,0.161520,0.212850,2,0.000000,true,
130.700000,0.790000,0.000000,282.806220,282.806220,282.806220,282.806220,21.670763,1.144095,-20.369505,-1.535803,-1.535803,-2.145191,0.162726,0.213888,2,0.000000,true,
130.700000,0.800000,0.000000,283.067544,283.067544,283.067544,283.067544,21.671269,1.156015,-20.354728,-1.531641,-1.531641,-2.144186,0.163923,0.214917,2,0.000000,true,
130.700000,0.820000,0.000000,283.571050,283.571050,283.571050,283.571050,21.672261,1.179740,-20.325230,-1.523291,-1.523291,-2.142176,0.166292,0.216951,3,0.000000,true,
130.700000,0.840000,0.000000,284.050105,284.050105,284.050105,284.050105,21.673228,1.203316,-20.295807,-1.514903,-1.514903,-2.140168,0.168628,0.218954,3,0.000000,true,
130.700000,0.860000,0.000000,284.505919,284.505919,284.505919,284.505919,21.674170,1.226742,-20.266460,-1.506478,-1.506478,-2.138162,0.170932,0.220926,3,0.000000,true,
130.700000,0.880000,0.000000,284.939616,284.939616,284.939616,284.939616,21.675088,1.250020,-20.237190,-1.498015,-1.498015,-2.136158,0.173204,0.222869,3,0.000000,true,
130.700000,0.900000,0.000000,285.352247,285.352247,285.352247,285.352247,21.675981,1.273152,-20.207996,-1.489513,-1.489513,-2.134155,0.175445,0.224784,3,0.000000,true,
130.700000,0.920000,0.000000,285.744794,285.744794,285.744794,285.744794,21.676850,1.296138,-20.178879,-1.480972,-1.480972,-2.132154,0.177656,0.226670,3,0.000000,true,
130.700000,0.940000,0.000000,286.118177,286.118177,286.118177,286.118177,21.677695,1.318979,-20.149839,-1.472392,-1.472392,-2.130155,0.179837,0.228529,3,0.000000,true,
130.700000,0.960000,0.000000,286.473255,286.473255,286.473255,286.473255,21.678515,1.341677,-20.120877,-1.463771,-1.463771,-2.128158,0.181989,0.230362,3,0.000000,true,
130.700000,0.980000,0.000000,286.810840,286.810840,286.810840,286.810840,21.679312,1.364231,-20.091993,-1.455110,-1.455110,-2.126162,0.184113,0.232169,3,0.000000,true,
130.700000,1.000000,0.000000,287.131691,287.131691,287.131691,287.131691,21.680084,1.386643,-20.063187,-1.446407,-1.446407,-2.124168,0.186209,0.233951,3,0.000000,true,
130.700000,1.020000,0.000000,287.436527,287.436527,287.436527,287.436527,21.680833,1.408915,-20.034459,-1.437663,-1.437663,-2.122176,0.188277,0.235708,3,0.000000,true,
130.700000,1.040000,0.000000,287.726025,287.726025,287.726025,287.726025,21.681558,1.431046,-20.005809,-1.428876,-1.428876,-2.120186,0.190319,0.237441,3,0.000000,true,
130.700000,1.060000,0.000000,288.000824,288.000824,288.000824,288.000824,21.682260,1.453037,-19.977238,-1.420047,-1.420047,-2.118197,0.192334,0.239151,3,0.000000,true,
130.700000,1.080000,0.000000,288.261529,288.261529,288.261529,288.261529,21.682939,1.474890,-19.948746,-1.411174,-1.411174,-2.116211,0.194323,0.240837,3,0.000000,true,
130.700000,1.100000,0.000000,288.508715,288.508715,288.508715,288.508715,21.683594,1.496606,-19.920333,-1.402257,-1.402257,-2.114226,0.196287,0.242502,3,0.000000,true,
130.700000,1.120000,0.000000,288.742926,288.742926,288.742926,288.742926,21.684226,1.518184,-19.891999,-1.393295,-1.393295,-2.112243,0.198227,0.244144,3,0.000000,true,
130.700000,1.140000,0.000000,288.964679,288.964679,288.964679,288.964679,21.684836,1.539626,-19.863744,-1.384289,-1.384289,-2.110262,0.200141,0.245765,3,0.000000,true,
130.700000,1.160000,0.000000,289.174469,289.174469,289.174469,289.174469,21.685423,1.560932,-19.835569,-1.375236,-1.375236,-2.108283,0.202032,0.247364,3,0.000000,true,
130.700000,1.180000,0.000000,289.372764,289.372764,289.372764,289.372764,21.685987,1.582104,-19.807472,-1.366137,-1.366137,-2.106306,0.203899,0.248943,3,0.000000,true,
130.700000,1.200000,0.000000,289.560013,289.560013,289.560013,289.560013,21.686529,1.603142,-19.779455,-1.356991,-1.356991,-2.104331,0.205743,0.250502,2,0.000000,true,
130.700000,1.220000,0.000000,289.736646,289.736646,289.736646,289.736646,21.687049,1.624046,-19.751517,-1.347797,-1.347797,-2.102357,0.207564,0.252041,2,0.000000,true,
130.700000,1.240000,0.000000,289.903074,289.903074,289.903074,289.903074,21.687547,1.644819,-19.723659,-1.338554,-1.338554,-2.100386,0.209363,0.253561,2,0.000000,true,
130.700000,1.260000,0.000000,290.059690,290.059690,290.059690,290.059690,21.688023,1.665460,-19.695880,-1.329263,-1.329263,-2.098417,0.211140,0.255061,2,0.000000,true,
130.700000,1.280000,0.000000,290.206873,290.206873,290.206873,290.206873,21.688478,1.685970,-19.668179,-1.319922,-1.319922,-2.096449,0.212895,0.256543,2,0.000000,true,
130.700000,1.300000,0.000000,290.344987,290.344987,290.344987,290.344987,21.688911,1.706350,-19.640559,-1.310531,-1.310531,-2.094484,0.214629,0.258007,2,0.000000,true,
130.700000,1.320000,0.000000,290.474383,290.474383,290.474383,290.474383,21.689323,1.726601,-19.613017,-1.301089,-1.301089,-2.092521,0.216342,0.259452,2,0.000000,true,
130.700000,1.340000,0.000000,290.595401,290.595401,290.595401,290.595401,21.689715,1.746724,-19.585554,-1.291595,-1.291595,-2.090560,0.218034,0.260880,2,0.000000,true,
130.700000,1.360000,0.000000,290.708367,290.708367,290.708367,290.708367,21.690086,1.766719,-19.558170,-1.282049,-1.282049,-2.088600,0.219706,0.262290,2,0.000000,true,
130.700000,1.380000,0.000000,290.813598,290.813598,290.813598,290.813598,21.690436,1.786587,-19.530864,-1.272449,-1.272449,-2.086643,0.221358,0.263683,2,0.000000,true,
130.700000,1.400000,0.000000,290.911403,290.911403,290.911403,290.911403,21.690767,1.806330,-19.503637,-1.262796,-1.262796,-2.084689,0.222991,0.265060,2,0.000000,true,
130.700000,1.420000,0.000000,291.002080,291.002080,291.002080,291.002080,21.691078,1.825948,-19.476488,-1.253089,-1.253089,-2.082736,0.224604,0.266420,2,0.000000,true,
130.700000,1.440000,0.000000,291.085920,291.085920,291.085920,291.085920,21.691370,1.845442,-19.449417,-1.243326,-1.243326,-2.080785,0.226198,0.267764,2,0.000000,true,
130.700000,1.460000,0.000000,291.163207,291.163207,291.163207,291.163207,21.691642,1.864812,-19.422423,-1.233508,-1.233508,-2.078837,0.227774,0.269092,2,0.000000,true,
130.700000,1.480000,0.000000,291.234218,291.234218,291.234218,291.234218,21.691896,1.884061,-19.395507,-1.223633,-1.223633,-2.076891,0.229331,0.270404,2,0.000000,true,
130.700000,1.500000,0.000000,291.299225,291.299225,291.299225,291.299225,21.692132,1.903188,-19.368668,-1.213701,-1.213701,-2.074947,0.230870,0.271701,2,0.000000,true,
130.700000,1.520000,0.000000,291.358493,291.358493,291.358493,291.358493,21.692349,1.922195,-19.341905,-1.203711,-1.203711,-2.073006,0.232392,0.272983,2,0.000000,true,
130.700000,1.540000,0.000000,291.412285,291.412285,291.412285,291.412285,21.692549,1.941083,-19.315219,-1.193662,-1.193662,-2.071067,0.233896,0.274250,2,0.000000,true,
130.700000,1.560000,0.000000,291.460859,291.460859,291.460859,291.460859,21.692733,1.959853,-19.288608,-1.183553,-1.183553,-2.069130,0.235382,0.275503,2,0.000000,true,
130.700000,1.580000,0.000000,291.504468,291.504468,291.504468,291.504468,21.692899,1.978505,-19.262073,-1.173385,-1.173385,-2.067196,0.236852,0.276741,2,0.000000,true,
130.700000,1.600000,0.000000,291.543364,291.543364,291.543364,291.543364,21.693050,1.997042,-19.235613,-1.163156,-1.163156,-2.065264,0.238305,0.277965,2,0.000000,true,
130.700000,1.620000,0.000000,291.577795,291.577795,291.577795,291.577795,21.693184,2.015464,-19.209226,-1.152865,-1.152865,-2.063335,0.239742,0.279175,2,0.000000,true,
130.700000,1.640000,0.000000,291.608010,291.608010,291.608010,291.608010,21.693304,2.033771,-19.182914,-1.142512,-1.142512,-2.061408,0.241163,0.280372,2,0.000000,true,
130.700000,1.660000,0.000000,291.634254,291.634254,291.634254,291.634254,21.693409,2.051967,-19.156675,-1.132096,-1.132096,-2.059484,0.242567,0.281556,2,0.000000,true,
130.700000,1.680000,0.000000,291.656773,291.656773,291.656773,291.656773,21.693501,2.070051,-19.130508,-1.121617,-1.121617,-2.057563,0.243957,0.282727,2,0.000000,true,
130.700000,1.700000,0.000000,291.675811,291.675811,291.675811,291.675811,21.693579,2.088025,-19.104413,-1.111073,-1.111073,-2.055644,0.245330,0.283884,2,0.000000,true,
130.700000,1.720000,0.000000,291.691615,291.691615,291.691615,291.691615,21.693645,2.105891,-19.078389,-1.100465,-1.100465,-2.053728,0.246689,0.285029,2,0.000000,true,
130.700000,1.740000,0.000000,291.704430,291.704430,291.704430,291.704430,21.693699,2.123650,-19.052436,-1.089791,-1.089791,-2.051815,0.248033,0.286162,2,0.000000,true,
130.700000,1.760000,0.000000,291.714504,291.714504,291.714504,291.714504,21.693742,2.141302,-19.026552,-1.079051,-1.079051,-2.049905,0.249363,0.287283,2,0.000000,true,
130.700000,1.780000,0.000000,291.722086,291.722086,291.722086,291.722086,21.693774,2.158851,-19.000736,-1.068245,-1.068245,-2.047998,0.250678,0.288392,2,0.000000,true,
130.700000,1.800000,0.000000,291.727429,291.727429,291.727429,291.727429,21.693798,2.176296,-18.974989,-1.057372,-1.057372,-2.046093,0.251980,0.289489,2,0.000000,true,
130.700000,1.820000,0.000000,291.730787,291.730787,291.730787,291.730787,21.693812,2.193641,-18.949308,-1.046431,-1.046431,-2.044192,0.253267,0.290575,2,0.000000,true,
130.700000,1.840000,0.000000,291.732419,291.732419,291.732419,291.732419,21.693820,2.210886,-18.923692,-1.035422,-1.035422,-2.042294,0.254541,0.291649,2,0.000000,true,
130.700000,1.860000,0.000000,291.732586,291.732586,291.732586,291.732586,21.693820,2.228034,-18.898142,-1.024345,-1.024345,-2.040399,0.255802,0.292713,2,0.000000,true,
130.700000,1.880000,0.000000,291.731556,291.731556,291.731556,291.731556,21.693816,2.245086,-18.872655,-1.013199,-1.013199,-2.038508,0.257050,0.293766,2,0.000000,true,
130.700000,1.900000,0.000000,291.729600,291.729600,291.729600,291.729600,21.693807,2.262044,-18.847230,-1.001984,-1.001984,-2.036620,0.258285,0.294809,2,0.000000,true,
130.700000,1.920000,0.000000,291.726995,291.726995,291.726995,291.726995,21.693795,2.278909,-18.821866,-0.990700,-0.990700,-2.034735,0.259508,0.295841,2,0.000000,true,
130.700000,1.940000,0.000000,291.724025,291.724025,291.724025,291.724025,21.693781,2.295686,-18.796562,-0.979347,-0.979347,-2.032854,0.260718,0.296863,2,0.000000,true,
130.700000,1.960000,0.000000,291.720981,291.720981,291.720981,291.720981,21.693766,2.312374,-18.771316,-0.967925,-0.967925,-2.030977,0.261917,0.297876,2,0.000000,true,
130.700000,1.980000,0.000000,291.718160,291.718160,291.718160,291.718160,21.693753,2.328977,-18.746126,-0.956434,-0.956434,-2.029103,0.263104,0.298879,2,0.000000,true,
130.700000,2.000000,0.000000,291.715866,291.715866,291.715866,291.715866,21.693742,2.345497,-18.720992,-0.944875,-0.944875,-2.027233,0.264280,0.299873,2,0.000000,true,
130.700000,2.020000,0.000000,291.714415,291.714415,291.714415,291.714415,21.693734,2.361937,-18.695912,-0.933247,-0.933247,-2.025368,0.265444,0.300858,2,0.000000,true,
130.700000,2.040000,0.000000,291.714129,291.714129,291.714129,291.714129,21.693733,2.378298,-18.670882,-0.921551,-0.921551,-2.023506,0.266598,0.301835,2,0.000000,true,
130.700000,2.060000,0.000000,291.715340,291.715340,291.715340,291.715340,21.693739,2.394584,-18.645903,-0.909788,-0.909788,-2.021649,0.267741,0.302803,2,0.000000,true,
130.700000,2.080000,0.000000,291.718389,291.718389,291.718389,291.718389,21.693754,2.410798,-18.620972,-0.897958,-0.897958,-2.019796,0.268873,0.303762,2,0.000000,true,
130.700000,2.100000,0.000000,291.723631,291.723631,291.723631,291.723631,21.693781,2.426942,-18.596087,-0.886064,-0.886064,-2.017948,0.269996,0.304714,2,0.000000,true,
130.700000,2.120000,0.000000,291.731428,291.731428,291.731428,291.731428,21.693821,2.443020,-18.571245,-0.874105,-0.874105,-2.016104,0.271109,0.305658,2,0.000000,true,
130.700000,2.140000,0.000000,291.742155,291.742155,291.742155,291.742155,21.693877,2.459035,-18.546444,-0.862084,-0.862084,-2.014265,0.272213,0.306595,2,0.000000,true,
130.700000,2.160000,0.000000,291.756199,291.756199,291.756199,291.756199,21.693950,2.474989,-18.521683,-0.850002,-0.850002,-2.012431,0.273308,0.307525,2,0.000000,true,
130.700000,2.180000,0.000000,291.773959,291.773959,291.773959,291.773959,21.694044,2.490888,-18.496958,-0.837862,-0.837862,-2.010603,0.274394,0.308448,2,0.000000,true,
130.700000,2.200000,0.000000,291.795845,291.795845,291.795845,291.795845,21.694161,2.506734,-18.472267,-0.825665,-0.825665,-2.008779,0.275471,0.309364,2,0.000000,true,
130.700000,2.220000,0.000000,291.822281,291.822281,291.822281,291.822281,21.694303,2.522531,-18.447608,-0.813414,-0.813414,-2.006961,0.276540,0.310275,2,0.000000,true,
130.700000,2.240000,0.000000,291.853702,291.853702,291.853702,291.853702,21.694473,2.538283,-18.422976,-0.801113,-0.801113,-2.005149,0.277601,0.311179,2,0.000000,true,
130.700000,2.260000,0.000000,291.890555,291.890555,291.890555,291.890555,21.694675,2.553995,-18.398370,-0.788764,-0.788764,-2.003342,0.278655,0.312078,2,0.000000,true,
130.700000,2.280000,0.000000,291.933301,291.933301,291.933301,291.933301,21.694911,2.569670,-18.373786,-0.776372,-0.776372,-2.001542,0.279702,0.312972,2,0.000000,true,
130.700000,2.300000,0.000000,291.982409,291.982409,291.982409,291.982409,21.695185,2.585313,-18.349221,-0.763940,-0.763940,-1.999748,0.280742,0.313861,2,0.000000,true,
130.700000,2.320000,0.000000,292.038360,292.038360,292.038360,292.038360,21.695499,2.600930,-18.324671,-0.751474,-0.751474,-1.997959,0.281775,0.314745,2,0.000000,true,
130.700000,2.340000,0.000000,292.101646,292.101646,292.101646,292.101646,21.695858,2.616523,-18.300133,-0.738979,-0.738979,-1.996178,0.282802,0.315625,2,0.000000,true,
130.700000,2.360000,0.000000,292.172766,292.172766,292.172766,292.172766,21.696264,2.632099,-18.275604,-0.726459,-0.726459,-1.994403,0.283823,0.316502,2,0.000000,true,
130.700000,2.380000,0.000000,292.252225,292.252225,292.252225,292.252225,21.696722,2.647663,-18.251079,-0.713922,-0.713922,-1.992635,0.284839,0.317374,2,0.000000,true,
130.700000,2.400000,0.000000,292.340534,292.340534,292.340534,292.340534,21.697236,2.663220,-18.226554,-0.701374,-0.701374,-1.990874,0.285850,0.318244,3,0.000000,true,
130.700000,2.420000,0.000000,292.438206,292.438206,292.438206,292.438206,21.697808,2.678775,-18.202027,-0.688822,-0.688822,-1.989121,0.286856,0.319111,3,0.000000,true,
130.700000,2.440000,0.000000,292.545755,292.545755,292.545755,292.545755,21.698444,2.694333,-18.177492,-0.676274,-0.676274,-1.987375,0.287858,0.319975,3,0.000000,true,
130.700000,2.460000,0.000000,292.663691,292.663691,292.663691,292.663691,21.699147,2.709901,-18.152945,-0.663739,-0.663739,-1.985636,0.288856,0.320837,3,0.000000,true,
130.700000,2.480000,0.000000,292.792519,292.792519,292.792519,292.792519,21.699921,2.725483,-18.128383,-0.651225,-0.651225,-1.983905,0.289850,0.321698,3,0.000000,true,
130.700000,2.500000,0.000000,292.932733,292.932733,292.932733,292.932733,21.700771,2.741086,-18.103801,-0.638742,-0.638742,-1.982182,0.290841,0.322557,3,0.000000,true,
130.700000,2.520000,0.000000,293.084813,293.084813,293.084813,293.084813,21.701699,2.756715,-18.079194,-0.626300,-0.626300,-1.980467,0.291830,0.323415,2,0.000000,true,
130.700000,2.540000,0.000000,293.249222,293.249222,293.249222,293.249222,21.702711,2.772375,-18.054559,-0.613909,-0.613909,-1.978760,0.292815,0.324272,2,0.000000,true,
