T_MeV,rho,xi,mu_u_MeV,mu_d_MeV,mu_s_MeV,mu_avg_MeV,pressure_fm4,entropy_fm3,energy_fm4,phi_u,phi_d,phi_s,Phi1,Phi2,iterations,residual_norm,converged,message
130.700000,2.560000,0.000000,293.426398,293.426398,293.426398,293.426398,21.703810,2.788072,-18.029891,-0.601580,-0.601580,-1.977061,0.293799,0.325129,2,0.000000,true,
130.700000,2.580000,0.000000,293.616755,293.616755,293.616755,293.616755,21.705000,2.803812,-18.005186,-0.589325,-0.589325,-1.975370,0.294780,0.325986,2,0.000000,true,
130.700000,2.600000,0.000000,293.820672,293.820672,293.820672,293.820672,21.706285,2.819599,-17.980440,-0.577154,-0.577154,-1.973688,0.295760,0.326843,2,0.000000,true,
130.700000,2.620000,0.000000,294.038490,294.038490,294.038490,294.038490,21.707668,2.835439,-17.955648,-0.565081,-0.565081,-1.972013,0.296739,0.327701,2,0.000000,true,
130.700000,2.640000,0.000000,294.270511,294.270511,294.270511,294.270511,21.709152,2.851337,-17.930808,-0.553116,-0.553116,-1.970347,0.297717,0.328559,2,0.000000,true,
130.700000,2.660000,0.000000,294.516990,294.516990,294.516990,294.516990,21.710741,2.867297,-17.905915,-0.541272,-0.541272,-1.968689,0.298694,0.329419,3,0.000000,true,
130.700000,2.680000,0.000000,294.778131,294.778131,294.778131,294.778131,21.712437,2.883323,-17.880965,-0.529560,-0.529560,-1.967038,0.299671,0.330279,3,0.000000,true,
130.700000,2.700000,0.000000,295.054086,295.054086,295.054086,295.054086,21.714243,2.899419,-17.855956,-0.517993,-0.517993,-1.965396,0.300648,0.331142,3,0.000000,true,
130.700000,2.720000,0.000000,295.344951,295.344951,295.344951,295.344951,21.716161,2.915588,-17.830885,-0.506581,-0.506581,-1.963761,0.301624,0.332005,3,0.000000,true,
130.700000,2.740000,0.000000,295.650762,295.650762,295.650762,295.650762,21.718191,2.931835,-17.805748,-0.495336,-0.495336,-1.962133,0.302601,0.332871,3,0.000000,true,
130.700000,2.760000,0.000000,295.971497,295.971497,295.971497,295.971497,21.720337,2.948160,-17.780544,-0.484267,-0.484267,-1.960512,0.303578,0.333738,3,0.000000,true,
130.700000,2.780000,0.000000,296.307076,296.307076,296.307076,296.307076,21.722598,2.964566,-17.755270,-0.473386,-0.473386,-1.958898,0.304555,0.334607,3,0.000000,true,
130.700000,2.800000,0.000000,296.657359,296.657359,296.657359,296.657359,21.724976,2.981055,-17.729924,-0.462700,-0.462700,-1.957290,0.305532,0.335478,3,0.000000,true,
130.700000,2.820000,0.000000,297.022149,297.022149,297.022149,297.022149,21.727469,2.997629,-17.704506,-0.452219,-0.452219,-1.955689,0.306511,0.336352,3,0.000000,true,
130.700000,2.840000,0.000000,297.401195,297.401195,297.401195,297.401195,21.730078,3.014287,-17.679013,-0.441948,-0.441948,-1.954093,0.307489,0.337227,3,0.000000,true,
130.700000,2.860000,0.000000,297.794195,297.794195,297.794195,297.794195,21.732803,3.031029,-17.653445,-0.431896,-0.431896,-1.952502,0.308469,0.338104,3,0.000000,true,
130.700000,2.880000,0.000000,298.200800,298.200800,298.200800,298.200800,21.735642,3.047856,-17.627802,-0.422067,-0.422067,-1.950916,0.309448,0.338983,3,0.000000,true,
130.700000,2.900000,0.000000,298.620618,298.620618,298.620618,298.620618,21.738593,3.064768,-17.602084,-0.412466,-0.412466,-1.949334,0.310428,0.339863,3,0.000000,true,
130.700000,2.920000,0.000000,299.053221,299.053221,299.053221,299.053221,21.741655,3.081762,-17.576289,-0.403096,-0.403096,-1.947756,0.311409,0.340745,3,0.000000,true,
130.700000,2.940000,0.000000,299.498148,299.498148,299.498148,299.498148,21.744827,3.098837,-17.550419,-0.393959,-0.393959,-1.946181,0.312389,0.341629,3,0.000000,true,
130.700000,2.960000,0.000000,299.954911,299.954911,299.954911,299.954911,21.748104,3.115992,-17.524475,-0.385058,-0.385058,-1.944609,0.313370,0.342514,3,0.000000,true,
130.700000,2.980000,0.000000,300.423003,300.423003,300.423003,300.423003,21.751486,3.133225,-17.498456,-0.376392,-0.376392,-1.943040,0.314351,0.343400,3,0.000000,true,
130.700000,3.000000,0.000000,300.901899,300.901899,300.901899,300.901899,21.754969,3.150534,-17.472365,-0.367962,-0.367962,-1.941472,0.315332,0.344288,3,0.000000,true,
130.800000,0.003000,0.000000,65.655965,65.655965,65.655965,65.655965,21.610022,0.037667,-21.584574,-1.838860,-1.838860,-2.225435,0.015786,0.031987,5,0.000000,true,
130.800000,0.006000,0.000000,94.168828,94.168828,94.168828,94.168828,21.610323,0.043666,-21.580004,-1.837836,-1.837836,-2.225140,0.015885,0.039480,6,0.000000,true,
130.800000,0.009000,0.000000,111.431297,111.431297,111.431297,111.431297,21.610634,0.049653,-21.575281,-1.836776,-1.836776,-2.224836,0.016760,0.044963,4,0.000000,true,
130.800000,0.012000,0.000000,123.763961,123.763961,123.763961,123.763961,21.610947,0.055541,-21.570518,-1.835707,-1.835707,-2.224529,0.017841,0.049388,4,0.000000,true,
130.800000,0.018000,0.000000,141.166852,141.166852,141.166852,141.166852,21.611573,0.067044,-21.560952,-1.833557,-1.833557,-2.223912,0.020150,0.056457,4,0.000000,true,
130.800000,0.021000,0.000000,147.773572,147.773572,147.773572,147.773572,21.611886,0.072680,-21.556161,-1.832479,-1.832479,-2.223602,0.021308,0.059424,3,0.000000,true,
130.800000,0.024000,0.000000,153.487415,153.487415,153.487415,153.487415,21.612198,0.078251,-21.551368,-1.831400,-1.831400,-2.223293,0.022453,0.062128,3,0.000000,true,
130.800000,0.027000,0.000000,158.518219,158.518219,158.518219,158.518219,21.612510,0.083765,-21.546574,-1.830320,-1.830320,-2.222984,0.023581,0.064621,3,0.000000,true,
130.800000,0.033000,0.000000,167.064376,167.064376,167.064376,167.064376,21.613131,0.094643,-21.536986,-1.828158,-1.828158,-2.222365,0.025780,0.069117,3,0.000000,true,
130.800000,0.036000,0.000000,170.758304,170.758304,170.758304,170.758304,21.613441,0.100015,-21.532192,-1.827076,-1.827076,-2.222055,0.026851,0.071169,3,0.000000,true,
130.800000,0.039000,0.000000,174.149140,174.149140,174.149140,174.149140,21.613750,0.105348,-21.527398,-1.825993,-1.825993,-2.221746,0.027905,0.073113,3,0.000000,true,
130.800000,0.042000,0.000000,177.281774,177.281774,177.281774,177.281774,21.614059,0.110643,-21.522606,-1.824909,-1.824909,-2.221436,0.028941,0.074963,3,0.000000,true,
130.800000,0.048000,0.000000,182.907976,182.907976,182.907976,182.907976,21.614673,0.121134,-21.513022,-1.822741,-1.822741,-2.220817,0.030964,0.078424,3,0.000000,true,
130.800000,0.051000,0.000000,185.453762,185.453762,185.453762,185.453762,21.614980,0.126334,-21.508231,-1.821656,-1.821656,-2.220507,0.031952,0.080051,3,0.000000,true,
130.800000,0.054000,0.000000,187.848643,187.848643,187.848643,187.848643,21.615286,0.131504,-21.503442,-1.820570,-1.820570,-2.220198,0.032926,0.081619,3,0.000000,true,
130.800000,0.057000,0.000000,190.108935,190.108935,190.108935,190.108935,21.615591,0.136648,-21.498653,-1.819484,-1.819484,-2.219888,0.033886,0.083132,3,0.000000,true,
130.800000,0.063000,0.000000,194.278957,194.278957,194.278957,194.278957,21.616199,0.146860,-21.489078,-1.817310,-1.817310,-2.219269,0.035768,0.086012,3,0.000000,true,
130.800000,0.066000,0.000000,196.210616,196.210616,196.210616,196.210616,21.616502,0.151930,-21.484293,-1.816222,-1.816222,-2.218960,0.036691,0.087388,3,0.000000,true,
130.800000,0.069000,0.000000,198.052212,198.052212,198.052212,198.052212,21.616804,0.156979,-21.479508,-1.815133,-1.815133,-2.218650,0.037602,0.088724,3,0.000000,true,
130.800000,0.072000,0.000000,199.811411,199.811411,199.811411,199.811411,21.617106,0.162005,-21.474724,-1.814044,-1.814044,-2.218341,0.038502,0.090024,3,0.000000,true,
130.800000,0.078000,0.000000,203.108749,203.108749,203.108749,203.108749,21.617707,0.171998,-21.465159,-1.811865,-1.811865,-2.217722,0.040271,0.092526,3,0.000000,true,
130.800000,0.081000,0.000000,204.658091,204.658091,204.658091,204.658091,21.618007,0.176966,-21.460379,-1.810774,-1.810774,-2.217413,0.041142,0.093732,3,0.000000,true,
130.800000,0.084000,0.000000,206.147662,206.147662,206.147662,206.147662,21.618306,0.181915,-21.455599,-1.809683,-1.809683,-2.217103,0.042002,0.094910,3,0.000000,true,
130.800000,0.087000,0.000000,207.581659,207.581659,207.581659,207.581659,21.618604,0.186847,-21.450821,-1.808591,-1.808591,-2.216794,0.042854,0.096063,3,0.000000,true,
130.800000,0.093000,0.000000,210.297643,210.297643,210.297643,210.297643,21.619198,0.196659,-21.441267,-1.806406,-1.806406,-2.216175,0.044532,0.098295,3,0.000000,true,
130.800000,0.096000,0.000000,211.586107,211.586107,211.586107,211.586107,21.619494,0.201541,-21.436491,-1.805313,-1.805313,-2.215866,0.045359,0.099378,3,0.000000,true,
130.800000,0.099000,0.000000,212.832036,212.832036,212.832036,212.832036,21.619790,0.206407,-21.431717,-1.804219,-1.804219,-2.215557,0.046178,0.100440,3,0.000000,true,
130.800000,0.102000,0.000000,214.037972,214.037972,214.037972,214.037972,21.620085,0.211258,-21.426944,-1.803125,-1.803125,-2.215248,0.046989,0.101482,3,0.000000,true,
130.800000,0.108000,0.000000,216.338955,216.338955,216.338955,216.338955,21.620672,0.220916,-21.417401,-1.800935,-1.800935,-2.214629,0.048591,0.103511,3,0.000000,true,
130.800000,0.111000,0.000000,217.438077,217.438077,217.438077,217.438077,21.620965,0.225724,-21.412632,-1.799839,-1.799839,-2.214320,0.049381,0.104500,3,0.000000,true,
130.800000,0.114000,0.000000,218.505397,218.505397,218.505397,218.505397,21.621257,0.230518,-21.407863,-1.798743,-1.798743,-2.214011,0.050165,0.105472,3,0.000000,true,
130.800000,0.117000,0.000000,219.542570,219.542570,219.542570,219.542570,21.621548,0.235299,-21.403096,-1.797646,-1.797646,-2.213702,0.050943,0.106429,3,0.000000,true,
130.800000,0.123000,0.000000,221.532475,221.532475,221.532475,221.532475,21.622129,0.244822,-21.393564,-1.795450,-1.795450,-2.213084,0.052479,0.108299,3,0.000000,true,
130.800000,0.126000,0.000000,222.487936,222.487936,222.487936,222.487936,21.622418,0.249565,-21.388800,-1.794351,-1.794351,-2.212775,0.053238,0.109213,3,0.000000,true,
130.800000,0.129000,0.000000,223.418729,223.418729,223.418729,223.418729,21.622707,0.254296,-21.384037,-1.793252,-1.793252,-2.212466,0.053992,0.110113,3,0.000000,true,
130.800000,0.132000,0.000000,224.325988,224.325988,224.325988,224.325988,21.622995,0.259015,-21.379275,-1.792153,-1.792153,-2.212157,0.054740,0.111002,3,0.000000,true,
130.800000,0.138000,0.000000,226.074078,226.074078,226.074078,226.074078,21.623569,0.268418,-21.369755,-1.789952,-1.789952,-2.211539,0.056219,0.112742,3,0.000000,true,
130.800000,0.141000,0.000000,226.916825,226.916825,226.916825,226.916825,21.623855,0.273103,-21.364997,-1.788850,-1.788850,-2.211230,0.056951,0.113595,3,0.000000,true,
130.800000,0.144000,0.000000,227.739882,227.739882,227.739882,227.739882,21.624140,0.277777,-21.360240,-1.787749,-1.787749,-2.210921,0.057678,0.114437,3,0.000000,true,
130.800000,0.147000,0.000000,228.544063,228.544063,228.544063,228.544063,21.624425,0.282440,-21.355484,-1.786646,-1.786646,-2.210612,0.058400,0.115268,3,0.000000,true,
130.800000,0.153000,0.000000,230.098812,230.098812,230.098812,230.098812,21.624992,0.291735,-21.345976,-1.784440,-1.784440,-2.209995,0.059830,0.116901,3,0.000000,true,
130.800000,0.156000,0.000000,230.850776,230.850776,230.850776,230.850776,21.625275,0.296367,-21.341224,-1.783336,-1.783336,-2.209686,0.060537,0.117703,3,0.000000,true,
130.800000,0.159000,0.000000,231.586663,231.586663,231.586663,231.586663,21.625556,0.300989,-21.336472,-1.782231,-1.782231,-2.209377,0.061241,0.118496,3,0.000000,true,
130.800000,0.162000,0.000000,232.307077,232.307077,232.307077,232.307077,21.625838,0.305602,-21.331722,-1.781126,-1.781126,-2.209068,0.061940,0.119280,3,0.000000,true,
130.800000,0.168000,0.000000,233.703733,233.703733,233.703733,233.703733,21.626398,0.314798,-21.322226,-1.778914,-1.778914,-2.208451,0.063325,0.120823,3,0.000000,true,
130.800000,0.171000,0.000000,234.381023,234.381023,234.381023,234.381023,21.626677,0.319382,-21.317480,-1.777807,-1.777807,-2.208143,0.064011,0.121582,2,0.000000,true,
130.800000,0.174000,0.000000,235.044942,235.044942,235.044942,235.044942,21.626956,0.323956,-21.312734,-1.776700,-1.776700,-2.207834,0.064693,0.122333,2,0.000000,true,
130.800000,0.177000,0.000000,235.695948,235.695948,235.695948,235.695948,21.627234,0.328522,-21.307990,-1.775592,-1.775592,-2.207525,0.065372,0.123076,2,0.000000,true,
130.800000,0.183000,0.000000,236.960942,236.960942,236.960942,236.960942,21.627788,0.337626,-21.298506,-1.773375,-1.773375,-2.206908,0.066717,0.124541,3,0.000000,true,
130.800000,0.186000,0.000000,237.575738,237.575738,237.575738,237.575738,21.628064,0.342166,-21.293766,-1.772265,-1.772265,-2.206600,0.067383,0.125262,2,0.000000,true,
130.800000,0.189000,0.000000,238.179240,238.179240,238.179240,238.179240,21.628339,0.346696,-21.289027,-1.771155,-1.771155,-2.206291,0.068047,0.125977,2,0.000000,true,
130.800000,0.192000,0.000000,238.771805,238.771805,238.771805,238.771805,21.628614,0.351219,-21.284289,-1.770045,-1.770045,-2.205983,0.068706,0.126685,2,0.000000,true,
130.800000,0.198000,0.000000,239.925468,239.925468,239.925468,239.925468,21.629161,0.360238,-21.274816,-1.767822,-1.767822,-2.205366,0.070015,0.128082,3,0.000000,true,
130.800000,0.201000,0.000000,240.487203,240.487203,240.487203,240.487203,21.629433,0.364736,-21.270082,-1.766709,-1.766709,-2.205058,0.070664,0.128771,2,0.000000,true,
130.800000,0.204000,0.000000,241.039272,241.039272,241.039272,241.039272,21.629705,0.369226,-21.265349,-1.765596,-1.765596,-2.204749,0.071310,0.129455,2,0.000000,true,
130.800000,0.207000,0.000000,241.581960,241.581960,241.581960,241.581960,21.629977,0.373707,-21.260617,-1.764483,-1.764483,-2.204441,0.071952,0.130132,2,0.000000,true,
130.800000,0.213000,0.000000,242.640265,242.640265,242.640265,242.640265,21.630517,0.382648,-21.251158,-1.762254,-1.762254,-2.203825,0.073227,0.131469,3,0.000000,true,
130.800000,0.216000,0.000000,243.156391,243.156391,243.156391,243.156391,21.630786,0.387106,-21.246430,-1.761139,-1.761139,-2.203516,0.073860,0.132130,2,0.000000,true,
130.800000,0.219000,0.000000,243.664153,243.664153,243.664153,243.664153,21.631055,0.391557,-21.241703,-1.760023,-1.760023,-2.203208,0.074490,0.132785,2,0.000000,true,
130.800000,0.222000,0.000000,244.163781,244.163781,244.163781,244.163781,21.631323,0.396001,-21.236977,-1.758907,-1.758907,-2.202900,0.075117,0.133435,2,0.000000,true,
130.800000,0.228000,0.000000,245.139504,245.139504,245.139504,245.139504,21.631857,0.404867,-21.227530,-1.756673,-1.756673,-2.202284,0.076361,0.134720,3,0.000000,true,
130.800000,0.231000,0.000000,245.616012,245.616012,245.616012,245.616012,21.632123,0.409288,-21.222808,-1.755555,-1.755555,-2.201976,0.076979,0.135355,2,0.000000,true,
130.800000,0.234000,0.000000,246.085213,246.085213,246.085213,246.085213,21.632388,0.413703,-21.218088,-1.754436,-1.754436,-2.201668,0.077594,0.135985,2,0.000000,true,
130.800000,0.237000,0.000000,246.547295,246.547295,246.547295,246.547295,21.632653,0.418111,-21.213369,-1.753317,-1.753317,-2.201360,0.078206,0.136610,2,0.000000,true,
130.800000,0.243000,0.000000,247.450814,247.450814,247.450814,247.450814,21.633181,0.426906,-21.203934,-1.751077,-1.751077,-2.200744,0.079423,0.137848,3,0.000000,true,
130.800000,0.246000,0.000000,247.892592,247.892592,247.892592,247.892592,21.633443,0.431293,-21.199219,-1.749956,-1.749956,-2.200436,0.080027,0.138460,2,0.000000,true,
130.800000,0.249000,0.000000,248.327933,248.327933,248.327933,248.327933,21.633705,0.435673,-21.194505,-1.748835,-1.748835,-2.200128,0.080628,0.139067,2,0.000000,true,
130.800000,0.252000,0.000000,248.756992,248.756992,248.756992,248.756992,21.633967,0.440046,-21.189792,-1.747713,-1.747713,-2.199820,0.081227,0.139671,2,0.000000,true,
130.800000,0.258000,0.000000,249.596855,249.596855,249.596855,249.596855,21.634488,0.448774,-21.180370,-1.745467,-1.745467,-2.199204,0.082416,0.140866,3,0.000000,true,
130.800000,0.261000,0.000000,250.007944,250.007944,250.007944,250.007944,21.634747,0.453128,-21.175661,-1.744343,-1.744343,-2.198897,0.083007,0.141457,2,0.000000,true,
130.800000,0.264000,0.000000,250.413319,250.413319,250.413319,250.413319,21.635006,0.457475,-21.170953,-1.743219,-1.743219,-2.198589,0.083596,0.142045,2,0.000000,true,
130.800000,0.267000,0.000000,250.813110,250.813110,250.813110,250.813110,21.635264,0.461816,-21.166247,-1.742094,-1.742094,-2.198281,0.084182,0.142628,2,0.000000,true,
130.800000,0.273000,0.000000,251.596438,251.596438,251.596438,251.596438,21.635779,0.470479,-21.156838,-1.739842,-1.739842,-2.197666,0.085347,0.143784,3,0.000000,true,
130.800000,0.276000,0.000000,251.980216,251.980216,251.980216,251.980216,21.636035,0.474802,-21.152136,-1.738716,-1.738716,-2.197358,0.085926,0.144357,2,0.000000,true,
130.800000,0.279000,0.000000,252.358887,252.358887,252.358887,252.358887,21.636291,0.479118,-21.147435,-1.737588,-1.737588,-2.197050,0.086502,0.144926,2,0.000000,true,
130.800000,0.282000,0.000000,252.732564,252.732564,252.732564,252.732564,21.636546,0.483428,-21.142735,-1.736461,-1.736461,-2.196743,0.087077,0.145492,2,0.000000,true,
130.800000,0.288000,0.000000,253.465354,253.465354,253.465354,253.465354,21.637054,0.492029,-21.133339,-1.734203,-1.734203,-2.196128,0.088218,0.146612,3,0.000000,true,
130.800000,0.291000,0.000000,253.824672,253.824672,253.824672,253.824672,21.637307,0.496321,-21.128643,-1.733073,-1.733073,-2.195820,0.088786,0.147168,2,0.000000,true,
130.800000,0.294000,0.000000,254.179401,254.179401,254.179401,254.179401,21.637559,0.500607,-21.123949,-1.731943,-1.731943,-2.195513,0.089351,0.147720,2,0.000000,true,
130.800000,0.297000,0.000000,254.529635,254.529635,254.529635,254.529635,21.637811,0.504887,-21.119255,-1.730812,-1.730812,-2.195205,0.089914,0.148269,2,0.000000,true,
130.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.609836,0.033748,-21.587449,-1.839516,-1.839516,-2.225620,0.020668,0.020668,5,0.000000,true,
130.900000,0.002500,0.000000,58.198516,58.198516,58.198516,58.198516,21.609991,0.036977,-21.585108,-1.838992,-1.838992,-2.225469,0.016090,0.030443,13,0.000000,true,
130.900000,0.003000,0.000000,65.249656,65.249656,65.249656,65.249656,21.610038,0.037938,-21.584394,-1.838832,-1.838832,-2.225424,0.015888,0.032031,3,0.000000,true,
130.900000,0.005000,0.000000,86.080488,86.080488,86.080488,86.080488,21.610237,0.041924,-21.581378,-1.838157,-1.838157,-2.225229,0.015798,0.037324,5,0.000000,true,
130.900000,0.006000,0.000000,93.750134,93.750134,93.750134,93.750134,21.610339,0.043936,-21.579825,-1.837809,-1.837809,-2.225129,0.015974,0.039518,3,0.000000,true,
130.900000,0.007500,0.000000,103.227553,103.227553,103.227553,103.227553,21.610494,0.046943,-21.577470,-1.837282,-1.837282,-2.224977,0.016364,0.042430,3,0.000000,true,
130.900000,0.009000,0.000000,111.018669,111.018669,111.018669,111.018669,21.610650,0.049928,-21.575099,-1.836751,-1.836751,-2.224824,0.016841,0.045001,3,0.000000,true,
130.900000,0.010000,0.000000,115.533327,115.533327,115.533327,115.533327,21.610754,0.051904,-21.573513,-1.836395,-1.836395,-2.224722,0.017187,0.046569,3,0.000000,true,
130.900000,0.012000,0.000000,123.358260,123.358260,123.358260,123.358260,21.610963,0.055822,-21.570332,-1.835682,-1.835682,-2.224517,0.017919,0.049428,3,0.000000,true,
130.900000,0.012500,0.000000,125.111558,125.111558,125.111558,125.111558,21.611015,0.056795,-21.569535,-1.835504,-1.835504,-2.224466,0.018107,0.050095,3,0.000000,true,
