T_MeV,rho,xi,mu_u_MeV,mu_d_MeV,mu_s_MeV,mu_avg_MeV,pressure_fm4,entropy_fm3,energy_fm4,phi_u,phi_d,phi_s,Phi1,Phi2,M_u_MeV,M_d_MeV,M_s_MeV,iterations,residual_norm,converged,message
55.000000,3.500000,0.400000,418.243524,418.243524,418.243524,418.243524,21.955045,0.458167,-18.266506,-0.127003,-0.127003,-2.056623,0.074280,0.095753,30.053520,30.053520,460.727848,3,0.000000,true,
55.000000,3.450000,0.400000,416.123870,416.123870,416.123870,416.123870,21.937128,0.448193,-18.320027,-0.131489,-0.131489,-2.057886,0.073213,0.094357,30.923988,30.923988,460.945606,3,0.000000,true,
55.000000,3.400000,0.400000,413.963684,413.963684,413.963684,413.963684,21.919131,0.438724,-18.373147,-0.136278,-0.136278,-2.059071,0.072192,0.092985,31.852811,31.852811,461.153388,3,0.000000,true,
55.000000,3.350000,0.400000,411.768147,411.768147,411.768147,411.768147,21.901107,0.429813,-18.425846,-0.141399,-0.141399,-2.060180,0.071220,0.091643,32.846016,32.846016,461.352032,3,0.000000,true,
55.000000,3.300000,0.400000,409.543668,409.543668,409.543668,409.543668,21.883115,0.421502,-18.478109,-0.146888,-0.146888,-2.061218,0.070300,0.090342,33.910334,33.910334,461.542521,3,0.000000,true,
55.000000,3.250000,0.400000,407.297713,407.297713,407.297713,407.297713,21.865223,0.413815,-18.529926,-0.152783,-0.152783,-2.062189,0.069433,0.089089,35.053268,35.053268,461.726010,3,0.000000,true,
55.000000,3.200000,0.400000,405.038548,405.038548,405.038548,405.038548,21.847501,0.406763,-18.581292,-0.159127,-0.159127,-2.063099,0.068619,0.087890,36.283171,36.283171,461.903842,3,0.000000,true,
55.000000,3.150000,0.400000,402.774923,402.774923,402.774923,402.774923,21.830018,0.400333,-18.632209,-0.165969,-0.165969,-2.063953,0.067855,0.086751,37.609338,37.609338,462.077567,3,0.000000,true,
55.000000,3.100000,0.400000,400.515758,400.515758,400.515758,400.515758,21.812845,0.394499,-18.682686,-0.173362,-0.173362,-2.064758,0.067139,0.085674,39.042106,39.042106,462.248945,3,0.000000,true,
55.000000,3.050000,0.400000,398.269865,398.269865,398.269865,398.269865,21.796045,0.389218,-18.732734,-0.181364,-0.181364,-2.065522,0.066466,0.084661,40.592973,40.592973,462.419964,3,0.000000,true,
55.000000,3.000000,0.400000,396.045754,396.045754,396.045754,396.045754,21.779679,0.384435,-18.782371,-0.190042,-0.190042,-2.066252,0.065829,0.083711,42.274715,42.274715,462.592849,3,0.000000,true,
55.000000,2.950000,0.400000,393.851532,393.851532,393.851532,393.851532,21.763800,0.380088,-18.831618,-0.199469,-0.199469,-2.066958,0.065222,0.082822,44.101514,44.101514,462.770089,3,0.000000,true,
55.000000,2.900000,0.400000,391.694908,391.694908,391.694908,391.694908,21.748455,0.376108,-18.880498,-0.209726,-0.209726,-2.067646,0.064639,0.081991,46.089060,46.089060,462.954463,3,0.000000,true,
55.000000,2.850000,0.400000,389.583285,389.583285,389.583285,389.583285,21.733687,0.372426,-18.929036,-0.220901,-0.220901,-2.068328,0.064073,0.081214,48.254620,48.254620,463.149087,3,0.000000,true,
55.000000,2.800000,0.400000,387.523915,387.523915,387.523915,387.523915,21.719535,0.368974,-18.977256,-0.233092,-0.233092,-2.069013,0.063518,0.080486,50.617034,50.617034,463.357463,3,0.000000,true,
55.000000,2.750000,0.400000,385.524102,385.524102,385.524102,385.524102,21.706035,0.365684,-19.025183,-0.246403,-0.246403,-2.069712,0.062969,0.079801,53.196603,53.196603,463.583547,3,0.000000,true,
55.000000,2.700000,0.400000,383.591399,383.591399,383.591399,383.591399,21.693223,0.362495,-19.072843,-0.260944,-0.260944,-2.070435,0.062419,0.079155,56.014810,56.014810,463.831802,3,0.000000,true,
55.000000,2.650000,0.400000,381.733799,381.733799,381.733799,381.733799,21.681135,0.359351,-19.120260,-0.276829,-0.276829,-2.071195,0.061865,0.078541,59.093817,59.093817,464.107253,3,0.000000,true,
55.000000,2.600000,0.400000,379.959852,379.959852,379.959852,379.959852,21.669807,0.356198,-19.167459,-0.294171,-0.294171,-2.072005,0.061302,0.077955,62.455666,62.455666,464.415516,3,0.000000,true,
55.000000,2.550000,0.400000,378.278683,378.278683,378.278683,378.278683,21.659275,0.352991,-19.214462,-0.313077,-0.313077,-2.072879,0.060727,0.077391,66.121140,66.121140,464.762778,3,0.000000,true,
55.000000,2.500000,0.400000,376.699859,376.699859,376.699859,376.699859,21.649577,0.349689,-19.261294,-0.333638,-0.333638,-2.073832,0.060138,0.076845,70.108275,70.108275,465.155719,3,0.000000,true,
55.000000,2.450000,0.400000,375.233079,375.233079,375.233079,375.233079,21.640745,0.346253,-19.307978,-0.355923,-0.355923,-2.074878,0.059532,0.076312,74.430577,74.430577,465.601343,3,0.000000,true,
55.000000,2.400000,0.400000,373.887641,373.887641,373.887641,373.887641,21.632807,0.342653,-19.354536,-0.379967,-0.379967,-2.076033,0.058908,0.075787,79.095129,79.095129,466.106707,3,0.000000,true,
55.000000,2.350000,0.400000,372.671743,372.671743,372.671743,372.671743,21.625782,0.338860,-19.400992,-0.405762,-0.405762,-2.077311,0.058265,0.075265,84.100877,84.100877,466.678571,3,0.000000,true,
55.000000,2.300000,0.400000,371.591653,371.591653,371.591653,371.591653,21.619672,0.334847,-19.447370,-0.433253,-0.433253,-2.078725,0.057602,0.074743,89.437453,89.437453,467.322969,3,0.000000,true,
55.000000,2.250000,0.400000,370.650905,370.650905,370.650905,370.650905,21.614464,0.330592,-19.493692,-0.462335,-0.462335,-2.080283,0.056917,0.074215,95.084898,95.084898,468.044805,3,0.000000,true,
55.000000,2.200000,0.400000,369.849656,369.849656,369.849656,369.849656,21.610126,0.326077,-19.539981,-0.492856,-0.492856,-2.081994,0.056211,0.073677,101.014490,101.014490,468.847505,3,0.000000,true,
55.000000,2.150000,0.400000,369.184351,369.184351,369.184351,369.184351,21.606605,0.321286,-19.586258,-0.524632,-0.524632,-2.083859,0.055483,0.073122,107.190616,107.190616,469.732828,3,0.000000,true,
55.000000,2.100000,0.400000,368.647765,368.647765,368.647765,368.647765,21.603830,0.316210,-19.632541,-0.557455,-0.557455,-2.085879,0.054733,0.072545,113.573391,113.573391,470.700857,3,0.000000,true,
55.000000,2.050000,0.400000,368.229419,368.229419,368.229419,368.229419,21.601717,0.310848,-19.678846,-0.591109,-0.591109,-2.088051,0.053963,0.071942,120.121544,120.121544,471.750160,3,0.000000,true,
55.000000,2.000000,0.400000,367.916288,367.916288,367.916288,367.916288,21.600174,0.305205,-19.725185,-0.625387,-0.625387,-2.090368,0.053172,0.071308,126.795079,126.795079,472.878095,3,0.000000,true,
55.000000,1.950000,0.400000,367.693693,367.693693,367.693693,367.693693,21.599104,0.299301,-19.771564,-0.660099,-0.660099,-2.092822,0.052363,0.070640,133.557375,133.557375,474.081177,3,0.000000,true,
55.000000,1.900000,0.400000,367.546280,367.546280,367.546280,367.546280,21.598413,0.293169,-19.817985,-0.695080,-0.695080,-2.095404,0.051540,0.069935,140.376565,140.376565,475.355451,3,0.000000,true,
55.000000,1.850000,0.400000,367.459024,367.459024,367.459024,367.459024,21.598014,0.286859,-19.864441,-0.730192,-0.730192,-2.098105,0.050706,0.069192,147.226199,147.226199,476.696824,3,0.000000,true,
55.000000,1.800000,0.400000,367.418236,367.418236,367.418236,367.418236,21.597833,0.280438,-19.910920,-0.765327,-0.765327,-2.100916,0.049867,0.068414,154.085321,154.085321,478.101328,3,0.000000,true,
55.000000,1.750000,0.400000,367.412573,367.412573,367.412573,367.412573,21.597808,0.273993,-19.957403,-0.800402,-0.800402,-2.103829,0.049030,0.067605,160.938092,160.938092,479.565295,3,0.000000,true,
55.000000,1.700000,0.400000,367.434018,367.434018,367.434018,367.434018,21.597898,0.267624,-20.003866,-0.835360,-0.835360,-2.106835,0.048204,0.066772,167.773090,167.773090,481.085442,3,0.000000,true,
55.000000,1.650000,0.400000,367.478735,367.478735,367.478735,367.478735,21.598080,0.261446,-20.050280,-0.870158,-0.870158,-2.109927,0.047396,0.065926,174.582386,174.582386,482.658870,3,0.000000,true,
55.000000,1.600000,0.400000,367.547617,367.547617,367.547617,367.547617,21.598352,0.255571,-20.096616,-0.904769,-0.904769,-2.113098,0.046615,0.065080,181.360470,181.360470,484.282974,3,0.000000,true,
55.000000,1.550000,0.400000,367.646234,367.646234,367.646234,367.646234,21.598729,0.250102,-20.142849,-0.939170,-0.939170,-2.116342,0.045867,0.064248,188.103123,188.103123,485.955288,3,0.000000,true,
