# format: combined_meson_density_scan_v1
# script: scripts/relaxtime/run_combined_meson_density_scan.jl
# date: 2026-06-01
# bridge: path_strategy x density_regime
# path_strategy: tmu
# regimes: stable,strict_bw_stage1,phase_shift_current,phase_shift_gbu_reference
# muq_values_MeV: 0.000000,50.000000,100.000000,150.000000,200.000000,250.000000,300.000000
# real_axis_mode: pv_b0_eta0
# phase_display: fold_0_pi
# density_policy: strict_normal_domain
# noanom_policy: none
# gamma_zero_tol: 1.0e-6
path_strategy,path_point_index,T_MeV,muq_MeV,muB_MeV,xi,flavor_profile,meson_profile,pi_channel,k_channel,charge_resolved,mu_pi_MeV,mu_K_MeV,d_pi,d_K,regime,phase_scheme,strict_bw_stage,real_axis_mode,eta,density_policy,noanom_policy,phase_convention,phase_display,qmax,q_nodes,omega_min,omega_max,omega_nodes,gamma_zero_tol,Phi,Phibar,m_u,m_d,m_s,m_pi_MeV,m_K_MeV,gamma_pi_MeV,gamma_K_MeV,n_pi,n_K,kpi_ratio,unsafe_bose_count,min_E_minus_mu,bose_x_min,noanom_removed_component_count,status,message
tmu,33,180.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,stable,,,,,not_applicable,none,,,,256,,,,,0.472206,0.478941,1.283607,1.283607,2.444439,135.900157,494.163253,NaN,NaN,0.227647,0.102088,0.448447,,,,,ok,
tmu,33,180.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,strict_bw_stage1,,strict_bw_stage1_reduced,,,not_applicable,none,,,12.000000,48,,10.000000,48,0.000001,0.472206,0.478941,1.283607,1.283607,2.444439,135.900157,494.163253,0.000000,0.000000,0.227603,0.102042,0.448331,,,,,ok,
tmu,33,180.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_current,phase_shift_current,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.472206,0.478941,1.283607,1.283607,2.444439,135.900157,494.163253,NaN,NaN,2.851454,3.821811,1.340302,0,0.050000,0.000000,0,ok,
tmu,33,180.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_gbu_reference,phase_shift_gbu_reference,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.472206,0.478941,1.283607,1.283607,2.444439,135.900157,494.163253,NaN,NaN,0.326694,0.235230,0.720032,0,0.050000,0.000000,0,ok,
tmu,34,190.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,stable,,,,,not_applicable,none,,,,256,,,,,0.561184,0.565572,0.866844,0.866844,2.246075,143.445927,499.485455,NaN,NaN,0.267738,0.129420,0.483384,,,,,ok,
tmu,34,190.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,strict_bw_stage1,,strict_bw_stage1_reduced,,,not_applicable,none,,,12.000000,48,,10.000000,48,0.000001,0.561184,0.565572,0.866844,0.866844,2.246075,143.445927,499.485455,0.000000,0.000000,0.267644,0.129321,0.483183,,,,,ok,
tmu,34,190.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_current,phase_shift_current,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.561184,0.565572,0.866844,0.866844,2.246075,143.445927,499.485455,NaN,NaN,2.786289,3.798102,1.363140,0,0.050000,0.000000,0,ok,
tmu,34,190.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_gbu_reference,phase_shift_gbu_reference,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.561184,0.565572,0.866844,0.866844,2.246075,143.445927,499.485455,NaN,NaN,0.288477,0.215287,0.746287,0,0.050000,0.000000,0,ok,
tmu,35,200.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,stable,,,,,not_applicable,none,,,,256,,,,,0.619657,0.622814,0.424482,0.424482,2.074471,166.426059,498.986113,NaN,NaN,0.302608,0.164340,0.543079,,,,,ok,
tmu,35,200.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,strict_bw_stage1,,strict_bw_stage1_reduced,,,not_applicable,none,,,12.000000,48,,10.000000,48,0.000001,0.619657,0.622814,0.424482,0.424482,2.074471,166.426059,498.986113,0.000000,25.515541,0.302423,0.035594,0.117696,,,,,ok,
tmu,35,200.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_current,phase_shift_current,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.619657,0.622814,0.424482,0.424482,2.074471,166.426059,498.986113,NaN,NaN,2.699914,3.751458,1.389473,0,0.050000,0.000000,0,ok,
tmu,35,200.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_gbu_reference,phase_shift_gbu_reference,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.619657,0.622814,0.424482,0.424482,2.074471,166.426059,498.986113,NaN,NaN,0.245952,0.190812,0.775811,0,0.050000,0.000000,0,ok,
tmu,36,210.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,stable,,,,,not_applicable,none,,,,256,,,,,0.660039,0.662496,0.228383,0.228383,1.964629,225.696323,530.353112,NaN,NaN,0.314769,0.186613,0.592858,,,,,ok,
tmu,36,210.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,strict_bw_stage1,,strict_bw_stage1_reduced,,,not_applicable,none,,,12.000000,48,,10.000000,48,0.000001,0.660039,0.662496,0.228383,0.228383,1.964629,225.696323,530.353112,75.052536,113.657006,0.057424,0.031096,0.541511,,,,,ok,
tmu,36,210.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_current,phase_shift_current,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.660039,0.662496,0.228383,0.228383,1.964629,225.696323,530.353112,NaN,NaN,2.682136,3.783760,1.410727,0,0.050000,0.000000,0,ok,
tmu,36,210.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_gbu_reference,phase_shift_gbu_reference,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.660039,0.662496,0.228383,0.228383,1.964629,225.696323,530.353112,NaN,NaN,0.202128,0.176247,0.871960,0,0.050000,0.000000,0,ok,
tmu,37,220.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,stable,,,,,not_applicable,none,,,,256,,,,,0.692752,0.694722,0.150459,0.150459,1.860698,281.797120,545.588147,NaN,NaN,0.327752,0.220806,0.673700,,,,,ok,
tmu,37,220.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,strict_bw_stage1,,strict_bw_stage1_reduced,,,not_applicable,none,,,12.000000,48,,10.000000,48,0.000001,0.692752,0.694722,0.150459,0.150459,1.860698,281.797120,545.588147,123.792733,156.864292,0.053432,0.033825,0.633052,,,,,ok,
tmu,37,220.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_current,phase_shift_current,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.692752,0.694722,0.150459,0.150459,1.860698,281.797120,545.588147,NaN,NaN,2.682690,3.820510,1.424134,0,0.050000,0.000000,0,ok,
tmu,37,220.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_gbu_reference,phase_shift_gbu_reference,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.692752,0.694722,0.150459,0.150459,1.860698,281.797120,545.588147,NaN,NaN,0.174978,0.168514,0.963058,0,0.050000,0.000000,0,ok,
tmu,38,230.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,stable,,,,,not_applicable,none,,,,256,,,,,0.720570,0.722173,0.111265,0.111265,1.750341,332.968972,555.760620,NaN,NaN,0.344006,0.262544,0.763195,,,,,ok,
tmu,38,230.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,strict_bw_stage1,,strict_bw_stage1_reduced,,,not_applicable,none,,,12.000000,48,,10.000000,48,0.000001,0.720570,0.722173,0.111265,0.111265,1.750341,332.968972,555.760620,174.223366,198.031565,0.051153,0.037632,0.735676,,,,,ok,
tmu,38,230.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_current,phase_shift_current,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.720570,0.722173,0.111265,0.111265,1.750341,332.968972,555.760620,NaN,NaN,2.677481,3.800912,1.419585,0,0.050000,0.000000,0,ok,
tmu,38,230.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_gbu_reference,phase_shift_gbu_reference,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.720570,0.722173,0.111265,0.111265,1.750341,332.968972,555.760620,NaN,NaN,0.152099,0.159458,1.048382,0,0.050000,0.000000,0,ok,
tmu,39,240.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,stable,,,,,not_applicable,none,,,,256,,,,,0.744628,0.745945,0.088001,0.088001,1.634125,380.460438,565.030397,NaN,NaN,0.363374,0.310004,0.853127,,,,,ok,
tmu,39,240.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,strict_bw_stage1,,strict_bw_stage1_reduced,,,not_applicable,none,,,12.000000,48,,10.000000,48,0.000001,0.744628,0.745945,0.088001,0.088001,1.634125,380.460438,565.030397,227.662605,242.185370,0.049822,0.041758,0.838138,,,,,ok,
tmu,39,240.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_current,phase_shift_current,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.744628,0.745945,0.088001,0.088001,1.634125,380.460438,565.030397,NaN,NaN,2.663456,3.750937,1.408297,0,0.050000,0.000000,0,ok,
tmu,39,240.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_gbu_reference,phase_shift_gbu_reference,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.744628,0.745945,0.088001,0.088001,1.634125,380.460438,565.030397,NaN,NaN,0.132133,0.149051,1.128041,0,0.050000,0.000000,0,ok,
tmu,40,120.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,stable,,,,,not_applicable,none,,,,256,,,,,0.010165,0.039787,1.858426,1.858426,2.782069,134.913747,497.640269,NaN,NaN,0.057386,0.011466,0.199797,,,,,ok,
tmu,40,120.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,strict_bw_stage1,,strict_bw_stage1_reduced,,,not_applicable,none,,,12.000000,48,,10.000000,48,0.000001,0.010165,0.039787,1.858426,1.858426,2.782069,134.913747,497.640269,0.000000,0.000000,0.057386,0.011466,0.199796,,,,,ok,
tmu,40,120.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_current,phase_shift_current,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.010165,0.039787,1.858426,1.858426,2.782069,134.913747,497.640269,NaN,NaN,1.880012,2.498595,1.329031,0,0.050000,0.000000,0,ok,
tmu,40,120.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_gbu_reference,phase_shift_gbu_reference,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.010165,0.039787,1.858426,1.858426,2.782069,134.913747,497.640269,NaN,NaN,0.165838,0.114982,0.693343,0,0.050000,0.000000,0,ok,
tmu,41,130.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,stable,,,,,not_applicable,none,,,,256,,,,,0.020559,0.058628,1.852051,1.852051,2.778402,134.886921,497.588507,NaN,NaN,0.075962,0.018358,0.241671,,,,,ok,
tmu,41,130.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,strict_bw_stage1,,strict_bw_stage1_reduced,,,not_applicable,none,,,12.000000,48,,10.000000,48,0.000001,0.020559,0.058628,1.852051,1.852051,2.778402,134.886921,497.588507,0.000000,0.000000,0.075961,0.018358,0.241669,,,,,ok,
tmu,41,130.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_current,phase_shift_current,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.020559,0.058628,1.852051,1.852051,2.778402,134.886921,497.588507,NaN,NaN,2.095435,2.775157,1.324382,0,0.050000,0.000000,0,ok,
tmu,41,130.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_gbu_reference,phase_shift_gbu_reference,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.020559,0.058628,1.852051,1.852051,2.778402,134.886921,497.588507,NaN,NaN,0.203275,0.140490,0.691133,0,0.050000,0.000000,0,ok,
tmu,42,140.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,stable,,,,,not_applicable,none,,,,256,,,,,0.041056,0.085761,1.837570,1.837570,2.769797,134.848336,497.446233,NaN,NaN,0.098106,0.027838,0.283750,,,,,ok,
tmu,42,140.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,strict_bw_stage1,,strict_bw_stage1_reduced,,,not_applicable,none,,,12.000000,48,,10.000000,48,0.000001,0.041056,0.085761,1.837570,1.837570,2.769797,134.848336,497.446233,0.000000,0.000000,0.098105,0.027837,0.283745,,,,,ok,
tmu,42,140.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_current,phase_shift_current,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.041056,0.085761,1.837570,1.837570,2.769797,134.848336,497.446233,NaN,NaN,2.312359,3.053455,1.320493,0,0.050000,0.000000,0,ok,
tmu,42,140.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_gbu_reference,phase_shift_gbu_reference,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.041056,0.085761,1.837570,1.837570,2.769797,134.848336,497.446233,NaN,NaN,0.243596,0.168274,0.690789,0,0.050000,0.000000,0,ok,
tmu,43,150.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,stable,,,,,not_applicable,none,,,,256,,,,,0.084540,0.129824,1.802158,1.802158,2.748277,134.779705,497.055036,NaN,NaN,0.124123,0.040419,0.325637,,,,,ok,
tmu,43,150.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,strict_bw_stage1,,strict_bw_stage1_reduced,,,not_applicable,none,,,12.000000,48,,10.000000,48,0.000001,0.084540,0.129824,1.802158,1.802158,2.748277,134.779705,497.055036,0.000000,0.000000,0.124121,0.040417,0.325623,,,,,ok,
tmu,43,150.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_current,phase_shift_current,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.084540,0.129824,1.802158,1.802158,2.748277,134.779705,497.055036,NaN,NaN,2.521071,3.323382,1.318242,0,0.050000,0.000000,0,ok,
tmu,43,150.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_gbu_reference,phase_shift_gbu_reference,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.084540,0.129824,1.802158,1.802158,2.748277,134.779705,497.055036,NaN,NaN,0.283835,0.196531,0.692412,0,0.050000,0.000000,0,ok,
tmu,44,160.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,stable,,,,,not_applicable,none,,,,256,,,,,0.201969,0.233078,1.687178,1.687178,2.678537,134.679190,495.894874,NaN,NaN,0.154315,0.056744,0.367717,,,,,ok,
tmu,44,160.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,strict_bw_stage1,,strict_bw_stage1_reduced,,,not_applicable,none,,,12.000000,48,,10.000000,48,0.000001,0.201969,0.233078,1.687178,1.687178,2.678537,134.679190,495.894874,0.000000,0.000000,0.154307,0.056737,0.367687,,,,,ok,
tmu,44,160.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_current,phase_shift_current,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.201969,0.233078,1.687178,1.687178,2.678537,134.679190,495.894874,NaN,NaN,2.678321,3.540849,1.322040,0,0.050000,0.000000,0,ok,
tmu,44,160.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_gbu_reference,phase_shift_gbu_reference,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.201969,0.233078,1.687178,1.687178,2.678537,134.679190,495.894874,NaN,NaN,0.310859,0.216991,0.698036,0,0.050000,0.000000,0,ok,
tmu,45,170.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,stable,,,,,not_applicable,none,,,,256,,,,,0.399733,0.413357,1.374811,1.374811,2.500837,135.559559,494.955363,NaN,NaN,0.188520,0.077141,0.409191,,,,,ok,
tmu,45,170.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,strict_bw_stage1,,strict_bw_stage1_reduced,,,not_applicable,none,,,12.000000,48,,10.000000,48,0.000001,0.399733,0.413357,1.374811,1.374811,2.500837,135.559559,494.955363,0.000000,0.000000,0.188501,0.077121,0.409128,,,,,ok,
tmu,45,170.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_current,phase_shift_current,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.399733,0.413357,1.374811,1.374811,2.500837,135.559559,494.955363,NaN,NaN,2.697155,3.615345,1.340429,0,0.050000,0.000000,0,ok,
tmu,45,170.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_gbu_reference,phase_shift_gbu_reference,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.399733,0.413357,1.374811,1.374811,2.500837,135.559559,494.955363,NaN,NaN,0.299558,0.214433,0.715830,0,0.050000,0.000000,0,ok,
tmu,46,180.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,stable,,,,,not_applicable,none,,,,256,,,,,0.516473,0.524508,0.928127,0.928127,2.286131,142.397950,500.530973,NaN,NaN,0.224360,0.099768,0.444679,,,,,ok,
tmu,46,180.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,strict_bw_stage1,,strict_bw_stage1_reduced,,,not_applicable,none,,,12.000000,48,,10.000000,48,0.000001,0.516473,0.524508,0.928127,0.928127,2.286131,142.397950,500.530973,0.000000,0.000000,0.224316,0.099722,0.444562,,,,,ok,
tmu,46,180.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_current,phase_shift_current,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.516473,0.524508,0.928127,0.928127,2.286131,142.397950,500.530973,NaN,NaN,2.628358,3.594219,1.367477,0,0.050000,0.000000,0,ok,
tmu,46,180.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_gbu_reference,phase_shift_gbu_reference,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.516473,0.524508,0.928127,0.928127,2.286131,142.397950,500.530973,NaN,NaN,0.262105,0.195887,0.747363,0,0.050000,0.000000,0,ok,
tmu,47,190.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,stable,,,,,not_applicable,none,,,,256,,,,,0.586902,0.592454,0.444693,0.444693,2.101821,168.677654,502.246917,NaN,NaN,0.253423,0.128221,0.505958,,,,,ok,
tmu,47,190.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,strict_bw_stage1,,strict_bw_stage1_reduced,,,not_applicable,none,,,12.000000,48,,10.000000,48,0.000001,0.586902,0.592454,0.444693,0.444693,2.101821,168.677654,502.246917,0.000000,0.000000,0.253330,0.128123,0.505754,,,,,ok,
tmu,47,190.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_current,phase_shift_current,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.586902,0.592454,0.444693,0.444693,2.101821,168.677654,502.246917,NaN,NaN,2.538657,3.543686,1.395890,0,0.050000,0.000000,0,ok,
tmu,47,190.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_gbu_reference,phase_shift_gbu_reference,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.586902,0.592454,0.444693,0.444693,2.101821,168.677654,502.246917,NaN,NaN,0.223188,0.172380,0.772353,0,0.050000,0.000000,0,ok,
tmu,48,200.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,stable,,,,,not_applicable,none,,,,256,,,,,0.632839,0.637097,0.238052,0.238052,1.992277,223.949423,532.691273,NaN,NaN,0.266247,0.147639,0.554521,,,,,ok,
tmu,48,200.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,strict_bw_stage1,,strict_bw_stage1_reduced,,,not_applicable,none,,,12.000000,48,,10.000000,48,0.000001,0.632839,0.637097,0.238052,0.238052,1.992277,223.949423,532.691273,70.318157,108.459431,0.048798,0.024618,0.504489,,,,,ok,
tmu,48,200.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_current,phase_shift_current,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.632839,0.637097,0.238052,0.238052,1.992277,223.949423,532.691273,NaN,NaN,2.530130,3.585009,1.416927,0,0.050000,0.000000,0,ok,
tmu,48,200.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_gbu_reference,phase_shift_gbu_reference,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.632839,0.637097,0.238052,0.238052,1.992277,223.949423,532.691273,NaN,NaN,0.184429,0.160081,0.867981,0,0.050000,0.000000,0,ok,
tmu,49,210.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,stable,,,,,not_applicable,none,,,,256,,,,,0.669450,0.672836,0.156588,0.156588,1.890454,278.931038,548.107825,NaN,NaN,0.278380,0.176859,0.635313,,,,,ok,
tmu,49,210.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,strict_bw_stage1,,strict_bw_stage1_reduced,,,not_applicable,none,,,12.000000,48,,10.000000,48,0.000001,0.669450,0.672836,0.156588,0.156588,1.890454,278.931038,548.107825,117.411588,150.971981,0.045527,0.027062,0.594417,,,,,ok,
tmu,49,210.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_current,phase_shift_current,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.669450,0.672836,0.156588,0.156588,1.890454,278.931038,548.107825,NaN,NaN,2.542206,3.640752,1.432123,0,0.050000,0.000000,0,ok,
tmu,49,210.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_gbu_reference,phase_shift_gbu_reference,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.669450,0.672836,0.156588,0.156588,1.890454,278.931038,548.107825,NaN,NaN,0.161654,0.154810,0.957660,0,0.050000,0.000000,0,ok,
tmu,50,220.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,stable,,,,,not_applicable,none,,,,256,,,,,0.700314,0.703053,0.115628,0.115628,1.782191,329.014223,557.980860,NaN,NaN,0.293605,0.213104,0.725820,,,,,ok,
tmu,50,220.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,strict_bw_stage1,,strict_bw_stage1_reduced,,,not_applicable,none,,,12.000000,48,,10.000000,48,0.000001,0.700314,0.703053,0.115628,0.115628,1.782191,329.014223,557.980860,166.051072,190.724696,0.043781,0.030527,0.697264,,,,,ok,
tmu,50,220.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_current,phase_shift_current,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.700314,0.703053,0.115628,0.115628,1.782191,329.014223,557.980860,NaN,NaN,2.548632,3.645969,1.430559,0,0.050000,0.000000,0,ok,
tmu,50,220.000000,150.000000,450.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_gbu_reference,phase_shift_gbu_reference,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.700314,0.703053,0.115628,0.115628,1.782191,329.014223,557.980860,NaN,NaN,0.142197,0.148180,1.042071,0,0.050000,0.000000,0,ok,
