window_id,channel,exchange_channel,sigma_scope,xi,band,ds_left,ds_right,area_invabs_den_simple,area_invabs_detM,area_abs_D_total_sq,area_sigma,prefactor,omega_bin,omega_sigma_bin,sigma_eff_bin,rate_bin,rate_func
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_uubar,all,full_process_rate,-0.03,6,0.5,1.0,,,,,1.557994967436614,0.04783310488928793,0.10985240462857514,2.2965769184926197,0.17114949357213066,0.7172341265166351
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_uubar,all,full_process_rate,-0.03,7,1.0,2.0,,,,,1.557994967436614,0.11244477047335971,0.040138622726560325,0.356963001103461,0.06253577220781789,0.7172341265166351
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_uubar,all,full_process_rate,-0.03,8,2.0,5.0,,,,,1.557994967436614,0.30278726626210606,0.04810828127914862,0.15888475718626807,0.07495246012493861,0.7172341265166351
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_uubar,all,full_process_rate,-0.03,9,5.0,10.0,,,,,1.557994967436614,0.3050468798108113,0.14088980501761666,0.46186279664619384,0.21950560718057258,0.7172341265166351
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_uubar,all,full_process_rate,-0.03,10,10.0,20.0,,,,,1.557994967436614,0.22637482130720418,0.08390697520823893,0.37065506986915364,0.130726645107265,0.7172341265166351
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_uubar,all,full_process_rate,-0.03,11,20.0,,,,,,1.557994967436614,0.07884433536671087,0.020926295760526965,0.26541279932410117,0.032603063481991164,0.7172341265166351
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_uubar,t,full_process,-0.03,1,0.0,0.02,6.349142659810009,1371.5821961129764,1.7765507509027512,0.06573200458231353,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_uubar,t,full_process,-0.03,2,0.02,0.05,4.743474836843647,1052.8523796502832,1.3308403599767515,0.035808731900248456,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_uubar,t,full_process,-0.03,3,0.05,0.1,14.273476009009181,3256.2996426563654,4.01572529374325,0.08364059365762239,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_uubar,t,full_process,-0.03,4,0.1,0.2,26.325340592158575,6373.961860859843,7.452471858046227,0.10140681526130725,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_uubar,t,full_process,-0.03,5,0.2,0.5,65.45320827535501,18252.968338782848,18.824489152366773,0.15666177435261833,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_uubar,t,full_process,-0.03,6,0.5,1.0,69.24715432336464,24755.911130495748,20.568178893849687,1.0910271871656434,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_uubar,t,full_process,-0.03,7,1.0,2.0,91.69033710638193,44573.519797778026,28.635772482351605,0.3443436187929811,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_uubar,s,full_process,-0.02,1,0.0,0.02,35.108756410683114,2089.1556705703983,7.610996757920826,0.014359637921975768,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_uubar,s,full_process,-0.02,2,0.02,0.05,22.75345497837539,1638.963868339526,4.890223056985163,0.009658158070300222,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_uubar,s,full_process,-0.02,3,0.05,0.1,60.055408030059624,5185.710412908441,12.792501883354703,0.026501476431155427,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_uubar,s,full_process,-0.02,4,0.1,0.2,85.97490260191286,10687.490485126898,17.940675133924895,0.041688869463459385,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_uubar,s,full_process,-0.02,5,0.2,0.5,133.87919055878476,35158.04828885296,26.449304791119104,0.10220893954899028,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_uubar,s,full_process,-0.02,6,0.5,1.0,75.72721411647093,64197.87874284556,12.979536382289384,1.048721413029914,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_uubar,s,full_process,-0.02,7,1.0,2.0,58.26603250949546,200194.09662665642,7.381196828738251,0.2778012563345727,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_uubar,t,full_process,-0.02,1,0.0,0.02,7.1091071688476735,1393.0527292003542,1.9760427828766083,0.014359637921975768,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_uubar,t,full_process,-0.02,2,0.02,0.05,5.2998079624087,1069.2741010192499,1.4771633395926054,0.009658158070300222,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_uubar,t,full_process,-0.02,3,0.05,0.1,15.913273602011191,3306.899091630709,4.447882292814024,0.026501476431155427,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_uubar,t,full_process,-0.02,4,0.1,0.2,29.216263021103458,6472.175695832786,8.217802025636868,0.041688869463459385,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_uubar,t,full_process,-0.02,5,0.2,0.5,71.90354144659206,18528.111941758012,20.551940668641507,0.10220893954899028,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_uubar,t,full_process,-0.02,6,0.5,1.0,74.82101371297883,25112.61372223895,22.09777445292704,1.048721413029914,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_uubar,t,full_process,-0.02,7,1.0,2.0,97.30177811658655,45170.02184240752,30.236905319147496,0.2778012563345727,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,s,full_process,-0.04,1,0.0,0.02,23891.23912288575,1828.7188009325055,5638.0645288635005,7.493109701264002,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,s,full_process,-0.04,2,0.02,0.05,3838.6008657562516,1433.5420988878002,911.6913848205552,1.2677116717731505,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,s,full_process,-0.04,3,0.05,0.1,3114.520913371567,4532.05811329506,744.6273762497393,1.082839647284664,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,s,full_process,-0.04,4,0.1,0.2,1257.6792858782871,9322.871014356197,305.6719610808524,0.49362049999311397,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,s,full_process,-0.04,5,0.2,0.5,675.2020331996042,30507.68887143131,170.84170820242755,0.35951091346286884,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,s,full_process,-0.04,6,0.5,1.0,175.94084459705851,55033.53340720905,49.499144451942165,1.1430269099662762,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,s,full_process,-0.04,7,1.0,2.0,95.49128820239771,167151.02573519648,32.54852889298235,0.5810272430981791,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,t,full_process,-0.04,1,0.0,0.02,5.754340916925881,0.0,5.440518802620365,7.493109701264002,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,t,full_process,-0.04,2,0.02,0.05,4.306552309859928,0.0,4.0716876449471755,1.2677116717731505,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,t,full_process,-0.04,3,0.05,0.1,12.981210642371279,0.0,12.273259718217375,1.082839647284664,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,t,full_process,-0.04,4,0.1,0.2,24.03031110422284,0.0,22.719779950956497,0.49362049999311397,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,t,full_process,-0.04,5,0.2,0.5,60.24617757030061,0.0,56.96055666307819,0.35951091346286884,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,t,full_process,-0.04,6,0.5,1.0,64.61580857521204,0.0,61.09188290633344,1.1430269099662762,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,t,full_process,-0.04,7,1.0,2.0,86.86420680179407,0.0,82.12692942640811,0.5810272430981791,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,s,full_process,-0.03,1,0.0,0.02,186.65914547903762,1938.1854035476483,45.75939575002235,0.07297026422409601,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,s,full_process,-0.03,2,0.02,0.05,98.03685224886968,1519.855640652353,24.21521944188837,0.04039063104313917,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,s,full_process,-0.03,3,0.05,0.1,220.71425706984746,4806.610075494384,54.93118128835614,0.09573569724804912,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,s,full_process,-0.03,4,0.1,0.2,245.5834376062287,9895.581143923198,62.188298944933855,0.11949791714890583,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,s,full_process,-0.03,5,0.2,0.5,276.24800053839994,32454.919801535638,73.08992913135917,0.1910963290117969,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,s,full_process,-0.03,6,0.5,1.0,115.41667392419394,58851.16740182143,34.049926553571424,1.1320629289220991,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,s,full_process,-0.03,7,1.0,2.0,75.402429998689,180768.70456139982,27.20933642187866,0.490411312422923,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,all,full_process_rate,-0.03,1,0.0,0.02,,,,,1.557994967436614,6.327351162772895e-5,7.861670272696575e-7,0.012424899567690946,1.2248442720507296e-6,0.7047733626572641
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,all,full_process_rate,-0.03,2,0.02,0.05,,,,,1.557994967436614,0.00027801404598434164,0.0007423900212008641,2.670332783267638,0.0011566399169061074,0.7047733626572641
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,all,full_process_rate,-0.03,3,0.05,0.1,,,,,1.557994967436614,0.00100451482704433,0.001961246971195016,1.9524320780468332,0.003055612911022137,0.7047733626572641
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,all,full_process_rate,-0.03,4,0.1,0.2,,,,,1.557994967436614,0.0036275269230968857,0.004444795533130523,1.2252963595748918,0.006924969071902097,0.7047733626572641
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,all,full_process_rate,-0.03,5,0.2,0.5,,,,,1.557994967436614,0.019693939396923682,0.012660843854001442,0.6428802079069638,0.019725531008035032,0.7047733626572641
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,all,full_process_rate,-0.03,6,0.5,1.0,,,,,1.557994967436614,0.04783310488928793,0.11429053726825789,2.389360622372078,0.17806408188957257,0.7047733626572641
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,all,full_process_rate,-0.03,7,1.0,2.0,,,,,1.557994967436614,0.11244477047335971,0.0568585799686106,0.5056578418831978,0.0885853814466876,0.7047733626572641
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,all,full_process_rate,-0.03,8,2.0,5.0,,,,,1.557994967436614,0.30278726626210606,0.11078772255816907,0.36589293838488673,0.17260671419939125,0.7047733626572641
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,all,full_process_rate,-0.03,9,5.0,10.0,,,,,1.557994967436614,0.3050468798108113,0.09466771982068879,0.31033826629992506,0.14749183105933253,0.7047733626572641
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,all,full_process_rate,-0.03,10,10.0,20.0,,,,,1.557994967436614,0.22637482130720418,0.04276247850841042,0.18890121375459498,0.0666237263112198,0.7047733626572641
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,all,full_process_rate,-0.03,11,20.0,,,,,,1.557994967436614,0.07884433536671087,0.01318210292157235,0.16719150285510567,0.02053765001204121,0.7047733626572641
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,t,full_process,-0.03,1,0.0,0.02,6.349142659810007,0.0,6.007000505916631,0.07297026422409601,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,t,full_process,-0.03,2,0.02,0.05,4.743474836843647,0.0,4.487858797864096,0.04039063104313917,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,t,full_process,-0.03,3,0.05,0.1,14.273476009009181,0.0,13.50430793594308,0.09573569724804912,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,t,full_process,-0.03,4,0.1,0.2,26.325340592158575,0.0,24.906722486568952,0.11949791714890583,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,t,full_process,-0.03,5,0.2,0.5,65.45320827535501,0.0,61.926070383129385,0.1910963290117969,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,t,full_process,-0.03,6,0.5,1.0,69.24715432336463,0.0,65.51556853286795,1.1320629289220991,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,t,full_process,-0.03,7,1.0,2.0,91.69033710638193,0.0,86.74933465775742,0.490411312422923,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,s,full_process,-0.02,1,0.0,0.02,35.108756410683114,2089.1556705703983,9.042062593801614,0.017881037029231703,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,s,full_process,-0.02,2,0.02,0.05,22.75345497837539,1638.963868339526,5.9064912228504385,0.012145505777689915,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,s,full_process,-0.02,3,0.05,0.1,60.055408030059624,5185.710412908441,15.716665197662405,0.03363763227561966,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,s,full_process,-0.02,4,0.1,0.2,85.97490260191286,10687.490485126898,22.919268303595146,0.05385608642207836,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,s,full_process,-0.02,5,0.2,0.5,133.87919055878476,35158.04828885296,37.43380097938694,0.1295439682158809,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,s,full_process,-0.02,6,0.5,1.0,75.72721411647093,64197.87874284556,23.735522789853587,1.0921821078977012,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,s,full_process,-0.02,7,1.0,2.0,58.26603250949546,200194.09662665642,22.62870203923586,0.42120736145687865,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,t,full_process,-0.02,1,0.0,0.02,7.1091071688476735,0.0,6.731597678244918,0.017881037029231703,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,t,full_process,-0.02,2,0.02,0.05,5.299807962408679,0.0,5.018376306272083,0.012145505777689915,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,t,full_process,-0.02,3,0.05,0.1,15.913273602011191,0.0,15.068243182770589,0.03363763227561966,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,t,full_process,-0.02,4,0.1,0.2,29.216263021103458,0.0,27.664814110789603,0.05385608642207836,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,t,full_process,-0.02,5,0.2,0.5,71.90354144659202,0.0,68.08530257927198,0.1295439682158809,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,t,full_process,-0.02,6,0.5,1.0,74.82101371297883,0.0,70.8478505432151,1.0921821078977012,,,,,,
mode_a_muB900p0_alpha1p0_xim0p03_1,uubar_to_ddbar,t,full_process,-0.02,7,1.0,2.0,97.30177811658655,0.0,92.13483607743741,0.42120736145687865,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,s,full_process,0.19,1,0.0,0.02,1819.5737825206074,0.0,1700.24452401086,3.268167191153568,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,s,full_process,0.19,2,0.02,0.05,3105.5754207109558,0.0,2901.9090369899586,5.826729195481435,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,s,full_process,0.19,3,0.05,0.1,5761.422327109713,0.0,5383.583153529718,11.2034206095075,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,s,full_process,0.19,4,0.1,0.2,1924.6992366983452,0.0,1798.4757578947927,4.087024818117243,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,s,full_process,0.19,5,0.2,0.5,765.9156573217679,0.0,715.6862308774092,1.9894252321874055,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,s,full_process,0.19,6,0.5,1.0,172.79836609207618,0.0,161.466096361911,0.6875782893629904,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,s,full_process,0.19,7,1.0,2.0,90.44092161778951,0.0,84.50972596127853,0.6194986303970791,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,t,full_process,0.19,1,0.0,0.02,4.310923310382399,1292.1294510726234,0.801649915472932,3.268167191153568,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,t,full_process,0.19,2,0.02,0.05,3.249636709352524,992.4107058254068,0.6024998172490192,5.826729195481435,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,t,full_process,0.19,3,0.05,0.1,9.866246912868409,3071.1076179698875,1.823613233928325,11.2034206095075,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,t,full_process,0.19,4,0.1,0.2,18.546270708515074,6019.022399165101,3.404233492004844,4.087024818117243,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,t,full_process,0.19,5,0.2,0.5,48.13438597926233,17291.010518531108,8.67691393954237,1.9894252321874055,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,t,full_process,0.19,6,0.5,1.0,54.59538860044432,23591.8687497114,9.474158412232644,0.6875782893629904,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,t,full_process,0.19,7,1.0,2.0,77.84665573480375,42833.64044922491,12.683903541446648,0.6194986303970791,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,s,full_process,0.2,1,0.0,0.02,1338.5253979979796,0.0,1251.425582304671,2.6328158164993987,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,s,full_process,0.2,2,0.02,0.05,382.1552881492089,0.0,357.28788166308226,0.7843346373864353,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,s,full_process,0.2,3,0.05,0.1,636.9318923485465,0.0,595.4857976268931,1.360119519690121,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,s,full_process,0.2,4,0.1,0.2,491.7143518848102,0.0,459.717776035751,1.1467701089222324,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,s,full_process,0.2,5,0.2,0.5,396.15534489189207,0.0,370.37693412910784,1.1256168623212435,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,s,full_process,0.2,6,0.5,1.0,130.65993108436342,0.0,122.15769725826418,0.5560706983399356,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,s,full_process,0.2,7,1.0,2.0,77.78237846088636,0.0,72.72096473032497,0.5631354792569963,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,all,full_process_rate,0.2,1,0.0,0.02,,,,,0.806830081967454,0.00011111110620265522,0.0004076502784264295,3.668852667913479,0.00032890450755685156,0.893261503565951
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,all,full_process_rate,0.2,2,0.02,0.05,,,,,0.806830081967454,0.0004706999447600026,0.029188260157931387,62.01033266067984,0.023549966335711152,0.893261503565951
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,all,full_process_rate,0.2,3,0.05,0.1,,,,,0.806830081967454,0.0016835514670086986,0.04669423331848721,27.73555441191983,0.037674312095762455,0.893261503565951
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,all,full_process_rate,0.2,4,0.1,0.2,,,,,0.806830081967454,0.00616606017772206,0.0728577267146436,11.815928585627196,0.058783805617138266,0.893261503565951
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,all,full_process_rate,0.2,5,0.2,0.5,,,,,0.806830081967454,0.033737851476335026,0.12527747997876962,3.713261944574149,0.10107763943994677,0.893261503565951
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,all,full_process_rate,0.2,6,0.5,1.0,,,,,0.806830081967454,0.0825199090811676,0.10643015269606074,1.2897512113273746,0.08587104882357133,0.893261503565951
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,all,full_process_rate,0.2,7,1.0,2.0,,,,,0.806830081967454,0.1962511766098735,0.11266837151900684,0.5741029096756938,0.09090423142781985,0.893261503565951
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,all,full_process_rate,0.2,8,2.0,5.0,,,,,0.806830081967454,0.5440389255880771,0.19132446519603305,0.3516742207172428,0.15436633393649465,0.893261503565951
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,all,full_process_rate,0.2,9,5.0,10.0,,,,,0.806830081967454,0.5822526115960275,0.27421415892705625,0.470953935569994,0.22124423232375326,0.893261503565951
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,all,full_process_rate,0.2,10,10.0,20.0,,,,,0.806830081967454,0.48014100271127647,0.12492244343046324,0.26017866152869046,0.10079118527257529,0.893261503565951
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,all,full_process_rate,0.2,11,20.0,,,,,,0.806830081967454,0.19681688624706192,0.023139746809100685,0.11756992629206435,0.018669843814692836,0.893261503565951
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,t,full_process,0.2,1,0.0,0.02,4.55727181858818,1303.227393643734,0.8526912834609661,2.6328158164993987,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,t,full_process,0.2,2,0.02,0.05,3.4328112975933887,1000.9158897519594,0.6403859674558552,0.7843346373864353,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,t,full_process,0.2,3,0.05,0.1,10.414643177138654,3097.3683222810305,1.9368335004460207,1.360119519690121,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,t,full_process,0.2,4,0.1,0.2,19.545775383310144,6070.229833997955,3.6097488850173387,1.1467701089222324,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,t,full_process,0.2,5,0.2,0.5,50.538388583411496,17436.17280185918,9.166018052317767,1.1256168623212435,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,t,full_process,0.2,6,0.5,1.0,56.95091353121878,23784.535572067507,9.942692706412698,0.5560706983399356,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,t,full_process,0.2,7,1.0,2.0,80.57274333799548,43167.54056254205,13.206242584606422,0.5631354792569963,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,s,full_process,0.21,1,0.0,0.02,151.13588984789376,0.0,141.38306407902945,0.3287218797252787,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,s,full_process,0.21,2,0.02,0.05,80.14355938321944,0.0,74.9718812864553,0.1813750756455104,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,s,full_process,0.21,3,0.05,0.1,181.86386580645018,0.0,170.12815830079052,0.427873604093161,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,s,full_process,0.21,4,0.1,0.2,205.12105662216285,0.0,191.88455846957487,0.5252056377492391,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,s,full_process,0.21,5,0.2,0.5,235.23332537333297,0.0,220.05367717921,0.7306080989563338,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,s,full_process,0.21,6,0.5,1.0,100.48021086315522,0.0,93.9962050406244,0.45899682480788345,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,s,full_process,0.21,7,1.0,2.0,66.91646952576244,0.0,62.59833788271512,0.5139277486170108,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,t,full_process,0.21,1,0.0,0.02,4.826600553993901,1314.7937881619805,0.9087005075092637,0.3287218797252787,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,t,full_process,0.21,2,0.02,0.05,3.6327973690583475,1009.77739972108,0.6819021687919903,0.1813750756455104,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,t,full_process,0.21,3,0.05,0.1,11.012536877036618,3124.72064798677,2.0607286852517253,0.427873604093161,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,t,full_process,0.21,4,0.1,0.2,20.63220930587969,6123.528555772333,3.833961210982034,0.5252056377492391,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,t,full_process,0.21,5,0.2,0.5,53.13296090089797,17586.991425516448,9.695829368050868,0.7306080989563338,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,t,full_process,0.21,6,0.5,1.0,59.46095226130554,23983.98982823189,10.44376443357511,0.45899682480788345,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,dubar_to_dubar,t,full_process,0.21,7,1.0,2.0,83.43130845160987,43511.279956349055,13.755922015513537,0.5139277486170108,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,uubar_to_uubar,s,full_process,0.19,1,0.0,0.02,1819.5737825206074,1801.9211023753442,429.8068517973929,0.8318639761321432,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,uubar_to_uubar,s,full_process,0.19,2,0.02,0.05,3105.5754207109558,1413.458622998527,727.9561660542894,1.4646965154444191,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,uubar_to_uubar,s,full_process,0.19,3,0.05,0.1,5761.422327109713,4471.62142971213,1341.6896217197395,2.7895618432748144,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,uubar_to_uubar,s,full_process,0.19,4,0.1,0.2,1924.6992366983452,9212.788128106426,440.63433862608167,0.9969411131995208,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,uubar_to_uubar,s,full_process,0.19,5,0.2,0.5,765.9156573217679,30273.163001904446,167.69216839481223,0.4812359825022016,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,uubar_to_uubar,s,full_process,0.19,6,0.5,1.0,172.79836609207618,55081.95536658659,33.280035643601195,0.8345776298179647,,,,,,
mode_a_muB900p0_alpha1p1_xip0p20_1,uubar_to_uubar,s,full_process,0.19,7,1.0,2.0,90.44092161778951,169558.21350086527,13.524887519300758,0.6478404243894238,,,,,,
