window_id,channel,xi,band,ds_left,ds_right,area_invabs_den_simple,area_invabs_detM,area_abs_D_total_sq,area_sigma,prefactor,omega_bin,omega_sigma_bin,sigma_eff_bin,rate_bin,rate_func
mode_a_muB0p0_alpha1p0_xip0p37_supplement,udbar_to_udbar,0.37,6,0.5,1.0,,,,,0.05743109906721867,0.23978754622915577,0.06349605815894444,0.26480131748903957,0.003646648406504216,0.31772407206226716
mode_a_muB0p0_alpha1p0_xip0p37_supplement,udbar_to_udbar,0.37,7,1.0,2.0,,,,,0.05743109906721867,0.7646716648516696,0.1951415221436099,0.2551964864311578,0.011207192090357506,0.31772407206226716
mode_a_muB0p0_alpha1p0_xip0p37_supplement,udbar_to_udbar,0.37,8,2.0,5.0,,,,,0.05743109906721867,3.2067807977941456,1.0454222742223946,0.32600365916545065,0.06003975019794339,0.31772407206226716
mode_a_muB0p0_alpha1p0_xip0p37_supplement,udbar_to_udbar,0.37,9,5.0,10.0,,,,,0.05743109906721867,5.393651524324057,1.9232829601848036,0.3565827253598541,0.11045625422066703,0.31772407206226716
mode_a_muB0p0_alpha1p0_xip0p37_supplement,udbar_to_udbar,0.37,10,10.0,20.0,,,,,0.05743109906721867,7.586145337194187,1.6436486252977989,0.2166645314899436,0.09439654703117566,0.31772407206226716
mode_a_muB0p0_alpha1p0_xip0p37_supplement,udbar_to_udbar,0.37,11,20.0,,,,,,0.05743109906721867,6.263834431890308,0.635572867340728,0.10146706051247337,0.03650164830868158,0.31772407206226716
mode_a_muB0p0_alpha1p0_xip0p37_supplement,udbar_to_udbar,0.38,1,0.0,0.02,0.11174167891895988,0.0,0.10362111370624318,0.005961279262729121,,,,,,
mode_a_muB0p0_alpha1p0_xip0p37_supplement,udbar_to_udbar,0.38,2,0.02,0.05,0.08534074650308593,0.0,0.0791388073163404,0.004569902627523901,,,,,,
mode_a_muB0p0_alpha1p0_xip0p37_supplement,udbar_to_udbar,0.38,3,0.05,0.1,0.26257987092574897,0.0,0.24349749283703484,0.014134086985585357,,,,,,
mode_a_muB0p0_alpha1p0_xip0p37_supplement,udbar_to_udbar,0.38,4,0.1,0.2,0.5081815350511718,0.0,0.47125063035021075,0.02776142711233535,,,,,,
mode_a_muB0p0_alpha1p0_xip0p37_supplement,udbar_to_udbar,0.38,5,0.2,0.5,1.4155952941908698,0.0,1.3127202164893002,0.08122814124313188,,,,,,
mode_a_muB0p0_alpha1p0_xip0p37_supplement,udbar_to_udbar,0.38,6,0.5,1.0,1.8271789900966542,0.0,1.694393029764461,0.11778981880163375,,,,,,
mode_a_muB0p0_alpha1p0_xip0p37_supplement,udbar_to_udbar,0.38,7,1.0,2.0,3.093140506228017,0.0,2.868353753103098,0.24936416914355145,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,usbar_to_usbar,-0.48,1,0.0,0.02,0.09039851472798732,0.0,0.056672545457458166,2.040775857792605e-5,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,usbar_to_usbar,-0.48,2,0.02,0.05,0.07068481999584432,0.0,0.044313655887163766,1.9562801568409616e-5,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,usbar_to_usbar,-0.48,3,0.05,0.1,0.22286866493772284,0.0,0.13972059809535464,7.564864828245425e-5,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,usbar_to_usbar,-0.48,4,0.1,0.2,0.4556395449543044,0.0,0.2856490828564888,0.00023374474654289294,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,usbar_to_usbar,-0.48,5,0.2,0.5,1.464897751831297,0.0,0.9183722175192408,0.0017371998811093255,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,usbar_to_usbar,-0.48,6,0.5,1.0,2.5312896148221267,0.0,1.5869135261089118,0.008403306936451105,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,usbar_to_usbar,-0.48,7,1.0,2.0,6.905684971612941,0.0,4.32930504053353,0.06164095599703143,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,usbar_to_usbar,-0.47,1,0.0,0.02,0.09182253229300621,0.0,0.05757452396122307,2.13996945966727e-5,,,,,,
