T_MeV,xi,method,m0,g0,mass,gamma,residual,converged
255.0,-0.3,newton,2.62,2.26,3.102700398100842,-1.4329908113713397,0.23257969038897813,false
255.0,-0.3,trust_region,2.62,2.26,2.6181119680547553,1.2361232414587717,0.06396832643318891,false
255.0,-0.3,newton,2.62,2.28,2.2675782629234407,1.9013356872381388,0.12353067394913028,false
255.0,-0.3,trust_region,2.62,2.28,2.6175359499962005,1.2337660656009648,0.06409796412549164,false
255.0,-0.3,newton,2.62,2.3,1.9990823026912026,0.015715385535751025,0.1462453528374909,false
255.0,-0.3,trust_region,2.62,2.3,2.6170585774733137,1.2318243474952115,0.06420498466161013,false
255.0,-0.3,newton,2.62,2.32,2.712207146720392,2.570026232449522,0.1330982408049527,false
255.0,-0.3,trust_region,2.62,2.32,2.5314791780576282,0.9759193626512845,0.07998415554481515,false
255.0,-0.3,newton,2.62,2.34,3.0872109207390857,3.118035963902013,0.11836711107894915,false
255.0,-0.3,trust_region,2.62,2.34,2.5346261811183375,0.9831967444203833,0.07948558832587839,true
255.0,-0.3,newton,2.62,2.36,2.717606901570576,2.5633055496958024,0.1315529920055011,false
255.0,-0.3,trust_region,2.62,2.36,2.53769167556297,0.9903953072954039,0.07899553703332059,true
255.0,-0.3,newton,2.62,2.38,2.6179238303415806,2.547024917161368,0.12399398236895592,false
255.0,-0.3,trust_region,2.62,2.38,2.540675225805116,0.9975127881483821,0.07851434207259177,false
255.0,-0.3,newton,2.62,2.4,2.714509251517842,-0.4903396811063798,0.14491913657440053,false
255.0,-0.3,trust_region,2.62,2.4,2.564663267229966,1.059037478455984,0.07447696968793317,false
255.0,-0.3,newton,2.62,2.42,2.4651065450488137,2.351904659710224,0.10900039161659081,false
255.0,-0.3,trust_region,2.62,2.42,2.597281120891786,1.1584519574879402,0.06838401571955342,false
255.0,-0.3,newton,2.62,2.44,2.7306034944795616,2.5366958347358075,0.1273571261922602,false
255.0,-0.3,trust_region,2.62,2.44,2.594077003934452,1.1476553644630236,0.06902100638151899,false
255.0,-0.3,newton,2.62,2.46,2.671371902657751,2.5515917752440744,0.1464212613066616,false
255.0,-0.3,trust_region,2.62,2.46,2.5897650595800523,1.1335341490556643,0.06986339166523726,false
255.0,-0.3,newton,2.62,2.48,2.7087030566245733,3.0857904345061646,0.1661489106852538,false
255.0,-0.3,trust_region,2.62,2.48,2.5921602471442737,1.141326745901914,0.06939755939572732,false
255.0,-0.3,newton,2.62,2.5,2.8565524528773367,3.2952603671205427,0.16021220698671204,false
255.0,-0.3,trust_region,2.62,2.5,2.588733858859934,1.1302219215459268,0.07006242443411566,false
255.0,-0.3,newton,2.62,2.52,2.286737614640215,1.9547295665153723,0.12245570430947011,false
255.0,-0.3,trust_region,2.62,2.52,2.6003847120462766,1.169158686092025,0.0677574616183242,false
255.0,-0.3,newton,2.62,2.54,2.8292413167171033,3.2747406413824183,0.16199757228068834,false
255.0,-0.3,trust_region,2.62,2.54,2.6069418468835845,1.192702590013348,0.06640027192889418,false
255.0,-0.3,newton,2.62,2.56,2.670567901915924,0.08588112545413384,0.11545917415645617,false
255.0,-0.3,trust_region,2.62,2.56,2.600578457095332,1.1698335319224828,0.06771811196335378,false
255.0,-0.3,newton,2.62,2.58,3.075018336168959,-1.403778626716515,0.22751619977561363,false
255.0,-0.3,trust_region,2.62,2.58,2.603862990914576,1.1814841644337881,0.06704349427289165,false
255.0,-0.3,newton,2.62,2.6,2.243969563943148,1.8321528558048832,0.12478208201972195,false
