window_id,channel,xi,ds,s_value,den_simple_re,den_simple_im,detM_re,detM_im,invabs_den_simple,invabs_detM,abs_D_simple_sq,abs_D_mixed_sq,abs_D_total_sq,sigma
mode_b_T200p0_muB450p0_xip0p31_1,uubar_to_ddbar,0.3,0.5,1.3062707829494762,-0.03994849948903245,-0.025460965445606117,0.0029988631571756393,-0.00017525246018682187,445.6043281811841,110816.90871459301,99.27491015022076,1.1697004174816683,117.91236792974127,1.452985765509093
mode_b_T200p0_muB450p0_xip0p31_1,uubar_to_ddbar,0.3,1.0,1.8062707829494762,-0.08164525512273779,-0.04988103546534304,0.0026205011044284354,-0.0003325451895858056,109.24108121846288,143315.49978247206,24.337507148867502,1.4191022349189644,34.93532513094296,1.683293216010603
mode_b_T200p0_muB450p0_xip0p31_1,uubar_to_ddbar,0.3,2.0,2.8062707829494764,-0.15833057548329932,-0.10891373678776335,0.001952058481488632,-0.0006765396236437475,27.077689241662096,234288.70611503086,6.032560719312841,2.0140145953803423,12.179661052569067,0.6665426345952365
mode_b_T200p0_muB450p0_xip0p31_1,uubar_to_ddbar,0.31,0.0001,0.8393861659958833,-4.609107299136106e-5,-0.0002284371814761353,0.003369669247460869,-1.6160266855659245e-6,1.8413516162008554e7,88069.46360077099,4.103853519738971e6,0.982299549241093,4.1046468200372625e6,22701.91377976816
mode_b_T200p0_muB450p0_xip0p31_1,uubar_to_ddbar,0.31,0.0005,0.8397861659958833,-8.210942153974443e-5,-0.0005110546114101395,0.0033693312574868024,-3.615254950565443e-6,3.732474544401406e6,88087.05247342079,831863.325918168,0.9824499566890087,832149.208252031,4605.340694778105
mode_b_T200p0_muB450p0_xip0p31_1,uubar_to_ddbar,0.31,0.001,0.8402861659958833,-0.00012713169244671363,-0.000723188565998885,0.0033689087884551097,-5.1157642465667645e-6,1.8547226560962088e6,88109.0447718477,413365.3797238023,0.9826380093939753,413585.14802483266,2290.6967360710773
mode_b_T200p0_muB450p0_xip0p31_1,uubar_to_ddbar,0.31,0.005,0.8442861659958834,-0.0004872443649508451,-0.0016251160431788266,0.003365530048802888,-1.1493231299325663e-5,347414.11725748837,88285.21730143507,77428.81019409346,0.9841440073775707,77586.54291579616,432.43000397939306
mode_b_T200p0_muB450p0_xip0p31_1,uubar_to_ddbar,0.31,0.01,0.8492861659958834,-0.0009371926850791912,-0.0023124321577768997,0.00336130935900914,-1.6349338951751885e-5,160625.2146741262,88506.00868669918,35798.83096739821,0.9860303311570928,35939.259927508945,201.8748340779033
mode_b_T200p0_muB450p0_xip0p31_1,uubar_to_ddbar,0.31,0.02,0.8592861659958834,-0.0018364246614215318,-0.0033103469463747173,0.003352877255008081,-2.339113717728618e-5,69779.51967727246,88949.50871084142,15551.88726116802,0.9898156652153242,15671.735243967025,89.39580968275328
mode_b_T200p0_muB450p0_xip0p31_1,uubar_to_ddbar,0.31,0.05,0.8892861659958834,-0.004528765503492682,-0.005424109012857161,0.003327655366424081,-3.825993733513801e-5,20027.7682728008,90295.45889123112,4463.6247958129425,1.0012735023796042,4549.133622859128,27.139169717344164
mode_b_T200p0_muB450p0_xip0p31_1,uubar_to_ddbar,0.31,0.1,0.9392861659958833,-0.008998118032029767,-0.00811820236999193,0.003285866864228321,-5.7095192092395824e-5,6808.680405020384,92591.04160353776,1517.4628679865614,1.020712477784949,1576.0005595347989,10.093393806725082
mode_b_T200p0_muB450p0_xip0p31_1,uubar_to_ddbar,0.31,0.2,1.0392861659958834,-0.01786969908705416,-0.012743721127434642,0.003203217789031365,-8.909636079748144e-5,2075.857764576488,97384.80539967139,462.6501597348792,1.0608982590219391,499.05704435485393,3.6560126991875284
