xi,T_MeV,mu_spinodal_hadron_MeV,mu_spinodal_quark_MeV,rho_spinodal_hadron,rho_spinodal_quark,curve_parameter,plot_order_key
-0.5,63.0,349.2107519556999,295.49562689111093,0.36380048343498067,1.9478293343458084,63.0,63.0
-0.5,65.0,347.69048647406333,294.983595678852,0.37662779839587573,1.9555045105003133,65.0,65.0
-0.5,67.0,346.11082030213083,294.43517181998214,0.3898814458570281,1.9636779477127577,67.0,67.0
-0.5,69.0,344.46949577068244,293.84817462718235,0.4035524780370031,1.972359312327422,69.0,69.0
-0.5,71.0,342.76426202930634,293.22026341438465,0.4176916971620815,1.9815881913912436,71.0,71.0
-0.5,73.0,340.9926804600725,292.5490034391499,0.4323404564403634,1.9913836540932934,73.0,73.0
-0.5,75.0,339.15225398089257,291.831805433535,0.44752888697584287,2.001774599366803,75.0,75.0
-0.5,77.0,337.2404041198849,291.0659427729622,0.46329839363230774,2.0127883704172977,77.0,77.0
-0.5,79.0,335.25445556656075,290.2485521735025,0.4796949102674266,2.0244470860753117,79.0,79.0
-0.5,81.0,333.19168509173846,289.3766192012881,0.49672556617687935,2.0367669119228604,81.0,81.0
-0.5,83.0,331.0492423103262,288.4469847271145,0.5144811729703014,2.049775461935628,83.0,83.0
-0.5,85.0,328.82424570270797,287.4563421952943,0.5329621300001578,2.0634856401963235,85.0,85.0
-0.5,87.0,326.51375081890995,286.4012340589893,0.5522656717553351,2.077927486781203,87.0,87.0
-0.5,89.0,324.1147109105998,285.2780629425228,0.5724009643332648,2.093111451478274,89.0,89.0
-0.5,91.0,321.62406800878546,284.0830673619073,0.5934480034514656,2.1090329719027556,91.0,91.0
-0.5,93.0,319.0386657532827,282.81236607675714,0.6154238008719028,2.1257114690694774,93.0,93.0
-0.5,94.0,317.70942713405617,282.1473685892293,0.6268009092141804,2.1343250343888145,94.0,94.0
-0.5,95.0,316.3552922621941,281.4619261702104,0.6384328810568856,2.1431320646917618,95.0,95.0
-0.5,96.0,314.9758517244238,280.7555072348802,0.6503293836137319,2.1521165708327508,96.0,96.0
-0.5,97.0,313.570692025472,280.02758886064623,0.6624995681359709,2.16128584462307,97.0,97.0
-0.5,98.0,312.1393957365427,279.2776243193133,0.6749521010819028,2.1706308281202844,98.0,98.0
-0.5,99.0,310.6815415431757,278.5050757881905,0.6876951743632547,2.180152388483376,99.0,99.0
-0.5,100.0,309.19670420220893,277.70938423858803,0.7007365412214812,2.1898415222042957,100.0,100.0
-0.5,101.0,307.6844544271507,276.88999791573644,0.7140835410313654,2.1996991397779833,101.0,101.0
-0.5,102.0,306.1443587157026,276.0463499347442,0.7277431323296201,2.2097118072566446,102.0,102.0
-0.5,103.0,304.5759746881644,275.17786896639274,0.7417389672941632,2.2198799638946443,103.0,103.0
-0.5,104.0,302.97887238247944,274.2839858392513,0.7560704903287827,2.23019081584372,104.0,104.0
-0.5,105.0,301.3526003434321,273.3641197779957,0.770737567952801,2.2406349271359636,105.0,105.0
-0.5,106.0,299.69670373784663,272.4176876105522,0.7857660509902291,2.251207167013992,106.0,106.0
-0.5,107.0,298.01073967505283,271.44410685488685,0.8011617142103019,2.2618921894846973,107.0,107.0
-0.5,108.0,296.29424046765484,270.4427876270309,0.8169311908379923,2.27267797616872,108.0,108.0
-0.5,109.0,294.5467549442797,269.41313869533616,0.8330937298455454,2.2835517906567295,109.0,109.0
-0.5,110.0,292.7678092657413,268.35456820734726,0.8496625601490642,2.2944985316275712,110.0,110.0
-0.5,111.0,290.9569410964993,267.2664811159254,0.8666405248627714,2.3055013560188278,111.0,111.0
-0.5,112.0,289.1136842255757,266.14828146828603,0.8840522099233971,2.3165425811907427,112.0,112.0
