xi,xi_role,xi_left,xi_right,xi_gap,native_mu_low_left_MeV,native_mu_low_right_MeV,common_mu_high_MeV,cep_mu_left_MeV,cep_mu_right_MeV,materialized_rows,unresolved_tail_to_nearest_CEP_MeV,coverage_status
0.428125,derived_midpoint,0.425,0.43125,0.006250000000000033,0.0,0.0,337.1809349128682,340.75551343036426,341.4047283348482,117,3.574578517496036,common_support_only
0.43125,native_slice,0.43125,0.43125,0.0,0.0,0.0,337.710000616162,341.4047283348482,341.4047283348482,62,0.0,native_support_plus_boundary_constrained_completion
0.434375,derived_midpoint,0.43125,0.4375,0.006249999999999978,0.0,0.0,337.710000616162,341.4047283348482,342.0481347196643,117,3.694727718686181,common_support_only
0.4375,native_slice,0.4375,0.4375,0.0,0.0,0.0,338.23453827097666,342.0481347196643,342.0481347196643,62,0.0,native_support_plus_boundary_constrained_completion
0.440625,derived_midpoint,0.4375,0.44375,0.006249999999999978,0.0,0.0,338.23453827097666,342.0481347196643,342.6857875306132,117,3.8135964486876333,common_support_only
0.44375,native_slice,0.44375,0.44375,0.0,0.0,0.0,338.75458976744653,342.6857875306132,342.6857875306132,62,0.0,native_support_plus_boundary_constrained_completion
0.446875,derived_midpoint,0.44375,0.45,0.006250000000000033,0.0,0.0,338.75458976744653,342.6857875306132,343.31774113756234,117,3.931197763166665,common_support_only
0.45,native_slice,0.45,0.45,0.0,0.0,0.0,339.2701998281364,343.31774113756234,343.31774113756234,62,0.0,native_support_plus_boundary_constrained_completion
0.45625000000000004,derived_midpoint,0.45,0.4625,0.012500000000000011,0.0,0.0,339.2701998281364,343.31774113756234,344.56476774453915,117,4.047541309425924,common_support_only
0.4625,native_slice,0.4625,0.4625,0.0,0.0,0.0,340.2882579651578,344.56476774453915,344.56476774453915,62,0.0,native_support_plus_boundary_constrained_completion
0.46875,derived_midpoint,0.4625,0.475,0.012499999999999956,0.0,0.0,340.2882579651578,344.56476774453915,345.84837890419715,117,4.2765097793813425,common_support_only
0.475,native_slice,0.475,0.475,0.0,0.0,0.0,341.3330990822394,345.84837890419715,345.84837890419715,62,0.0,native_support_plus_boundary_constrained_completion
0.48124999999999996,derived_midpoint,0.475,0.4875,0.012500000000000011,0.0,0.0,341.3330990822394,345.84837890419715,347.10767255593714,117,4.5152798219577335,common_support_only
0.4875,native_slice,0.4875,0.4875,0.0,0.0,0.0,342.35905113291346,347.10767255593714,347.10767255593714,62,0.0,native_support_plus_boundary_constrained_completion
0.49375,derived_midpoint,0.4875,0.5,0.012500000000000011,0.0,0.0,342.35905113291346,347.10767255593714,348.39913794237924,117,4.748621423023678,common_support_only
0.5,native_slice,0.5,0.5,0.0,0.0,0.0,343.40849545149354,348.39913794237924,348.39913794237924,62,0.0,native_support_plus_boundary_constrained_completion
