T_MeV,mu_MeV,rho,xi,phi_u,phi_d,phi_s,Phi1,Phi2,mu_u_MeV,mu_d_MeV,mu_s_MeV
60.0,363.44854907620885,2.75,0.0,-0.20138635453892045,-0.20138635453892,-2.0677958646731587,0.07434822699383677,0.0967586793594093,363.44854907620885,363.44854907620885,363.44854907620885
60.0,373.20636155710173,3.0,0.0,-0.15757747296454383,-0.1575774729645427,-2.0649364943011617,0.07941297818447134,0.10228165017897554,373.20636155710173,373.20636155710173,373.20636155710173
70.0,290.8350365502355,0.01,0.0,-1.8384610175887868,-1.8384610175887868,-2.2262888001762127,0.003145063984165686,0.02084824852859506,290.8350365502355,290.8350365502355,290.8350365502355
70.0,330.4093265969174,0.06,0.0,-1.8141672000646614,-1.8141672000646647,-2.2226823730025647,0.010282971870554533,0.03773753714907091,330.4093265969174,330.4093265969174,330.4093265969174
70.0,342.32283430547176,0.11,0.0,-1.7896433588365088,-1.7896433588365068,-2.2190651548401936,0.015270246764885108,0.04600651685678613,342.32283430547176,342.32283430547176,342.32283430547176
70.0,348.8400503413507,0.16,0.0,-1.7648815047098796,-1.7648815047098794,-2.215437219463237,0.019434748390377423,0.051920571662198475,348.8400503413508,348.8400503413508,348.8400503413508
70.0,352.96385519950013,0.21,0.0,-1.7398732243670896,-1.73987322436709,-2.211798663252007,0.02309676675112414,0.05661913486193155,352.96385519950013,352.96385519950013,352.96385519950013
70.0,355.7305665403763,0.26,0.0,-1.7146096535266966,-1.7146096535266984,-2.208149608099372,0.026400536579782984,0.060550659058274905,355.7305665403763,355.7305665403763,355.7305665403763
70.0,357.9220677138239,0.32,0.0,-1.6839431935864864,-1.683943193586485,-2.2037570977716587,0.03000409711893565,0.06457105393228946,357.9220677138239,357.9220677138239,357.9220677138239
70.0,359.86261424348146,0.42,0.0,-1.6319385259270205,-1.6319385259270214,-2.196404049837905,0.03534097547961017,0.07011008737580303,359.86261424348146,359.86261424348146,359.86261424348146
70.0,360.46753119201713,0.55,0.0,-1.5625346793600026,-1.5625346793600043,-2.1867879994653183,0.041336522611006156,0.07585947183131449,360.46753119201713,360.46753119201713,360.46753119201713
70.0,358.43503073235644,0.8,0.0,-1.4225773054840032,-1.422577305484004,-2.1681397365355233,0.05073199743221155,0.08409256421858562,358.43503073235644,358.43503073235644,358.43503073235644
70.0,354.31960684913753,1.05,0.0,-1.2724529726134042,-1.2724529726134075,-2.149364619895129,0.05810883919667843,0.09004416111734122,354.31960684913753,354.31960684913753,354.31960684913753
70.0,349.3689909967595,1.3,0.0,-1.1097990365893484,-1.1097990365893498,-2.1306441616507032,0.06402388554122666,0.09458624229643958,349.3689909967595,349.3689909967595,349.3689909967595
70.0,344.48563937381846,1.55,0.0,-0.9321756468398499,-0.9321756468398493,-2.1123657411476207,0.06888917524096995,0.09827367588564864,344.48563937381846,344.48563937381846,344.48563937381846
70.0,340.8115922076156,1.8,0.0,-0.7395703320919729,-0.7395703320919731,-2.0953703323219433,0.07315133878035121,0.10164715704604313,340.8115922076156,340.8115922076156,340.8115922076156
70.0,340.1674941784314,2.05,0.0,-0.5437797548072784,-0.5437797548072782,-2.081279691928754,0.07745342060585372,0.1054409670103502,340.1674941784314,340.1674941784314,340.1674941784314
70.0,344.22392746257606,2.3,0.0,-0.37880262047846336,-0.37880262047846286,-2.071678932215444,0.08250138255497402,0.1103963330428404,344.22392746257606,344.22392746257606,344.22392746257606
70.0,352.01921636319184,2.55,0.0,-0.26859787718826783,-0.2685978771882672,-2.0656855503151297,0.08837205340603707,0.11645283799661546,352.01921636319184,352.01921636319184,352.01921636319184
70.0,361.3026452528804,2.8,0.0,-0.20103118511904855,-0.2010311851190479,-2.0611088608394703,0.09466827125732066,0.12303647357068681,361.3026452528804,361.3026452528804,361.3026452528804
80.0,-1.1705753505119001e-6,0.0,0.0,-1.8432833871500247,-1.8432833871500247,-2.227006463872859,0.0008577125899752687,0.0008577125652477846,-1.1705753505119001e-6,-1.1705753505119001e-6,-1.1705753505119001e-6
80.0,311.7049812196621,0.05,0.0,-1.8198104106210835,-1.8198104106210848,-2.223302857986934,0.011122727992368017,0.04305258156013449,311.7049812196621,311.7049812196621,311.7049812196621
80.0,327.9881830492424,0.1,0.0,-1.796110580767279,-1.7961105807672801,-2.219592278606101,0.01750659237598925,0.05408525428873573,327.9881830492424,327.9881830492424,327.9881830492424
80.0,336.6032877232814,0.15,0.0,-1.7721768536030438,-1.7721768536030444,-2.2158747696713865,0.022756181235879556,0.06172821786254422,336.6032877232814,336.6032877232814,336.6032877232814
80.0,342.081201601263,0.2,0.0,-1.7480014442235252,-1.7480014442235259,-2.212150337167695,0.027348417078642502,0.0677344858083701,342.08120160126293,342.08120160126293,342.08120160126293
80.0,345.8420690590745,0.25,0.0,-1.7235761636595248,-1.7235761636595257,-2.2084190086767603,0.031483527655145775,0.07273874109953271,345.84206905907456,345.84206905907456,345.84206905907456
80.0,348.51864941721055,0.3,0.0,-1.6988923935224332,-1.698892393522432,-2.2046808361131727,0.03527027901434562,0.07705229580890746,348.51864941721055,348.51864941721055,348.51864941721055
80.0,351.8338475941016,0.4,0.0,-1.648712601485091,-1.6487126014850908,-2.19718430713768,0.042047722797959146,0.08425724230362967,351.8338475941016,351.8338475941016,351.8338475941016
80.0,353.44988959185065,0.5,0.0,-1.5973834776771774,-1.5973834776771767,-2.18966178136012,0.04801034303523755,0.09015483819209391,353.4498895918506,353.4498895918506,353.4498895918506
80.0,353.54996865353013,0.75,0.0,-1.4634350406676067,-1.4634350406676073,-2.170754771661286,0.060387345342689365,0.1013927645863017,353.5499686535301,353.5499686535301,353.5499686535301
80.0,350.7646876004507,1.0,0.0,-1.3200796628904892,-1.3200796628904912,-2.1517521623983584,0.07017220057647579,0.10953689665250209,350.76468760045066,350.76468760045066,350.76468760045066
80.0,346.6770085303874,1.25,0.0,-1.1652167089635534,-1.1652167089635521,-2.1327755420672174,0.07808926721340456,0.11576846276660901,346.6770085303874,346.6770085303874,346.6770085303874
80.0,342.230573833597,1.5,0.0,-0.9964610858296848,-0.996461085829685,-2.114087202408931,0.08462401384947385,0.12076744996918475,342.230573833597,342.230573833597,342.230573833597
80.0,338.39669946338404,1.75,0.0,-0.8124797157318352,-0.8124797157318338,-2.0962549384018216,0.09024380985676021,0.1251135482606248,338.39669946338404,338.39669946338404,338.39669946338404
80.0,336.64656333001744,2.0,0.0,-0.6187982217316669,-0.618798221731669,-2.080442583140695,0.09558731304623087,0.12953916650857214,336.64656333001744,336.64656333001744,336.64656333001744
80.0,338.86454159858124,2.25,0.0,-0.44027778675097085,-0.4402777867509725,-2.06826028344935,0.10151945606932843,0.13497376937780067,338.86454159858124,338.86454159858124,338.86454159858124
80.0,345.28142458026997,2.5,0.0,-0.30981402530758057,-0.3098140253075809,-2.0598167625185972,0.10849384480413204,0.14178875772895214,345.28142458026997,345.28142458026997,345.28142458026997
80.0,353.90379549514523,2.75,0.0,-0.2279397660302466,-0.22793976603024504,-2.053167815976127,0.11615566621607813,0.14943616288604694,353.90379549514523,353.90379549514523,353.90379549514523
80.0,363.1194186394825,3.0,0.0,-0.1766112520442395,-0.17661125204424,-2.0466767503394965,0.12408808954349461,0.15737677023410399,363.1194186394825,363.1194186394825,363.1194186394825
90.0,-8.006684743494572e-9,0.0,0.0,-1.8432437904742849,-1.8432437904742849,-2.226995568483916,0.0019113314404765197,0.0019113314401460566,-8.006684743494572e-9,-8.006684743494572e-9,-8.006684743494572e-9
90.0,294.1495527335639,0.05,0.0,-1.8206884986261342,-1.8206884986261342,-2.22311795078294,0.013559918697101981,0.05081717683837085,294.1495527335639,294.1495527335639,294.1495527335639
90.0,312.8237249529942,0.1,0.0,-1.7979114114477912,-1.7979114114477897,-2.2192381421089635,0.02131961285532554,0.06391733456630444,312.8237249529942,312.8237249529942,312.8237249529942
90.0,322.870128893564,0.15,0.0,-1.7749079790570945,-1.7749079790570954,-2.215356465725896,0.02771641980189736,0.07303714984492753,322.870128893564,322.870128893564,322.870128893564
90.0,329.3859575975146,0.2,0.0,-1.751671007117306,-1.7516710071173056,-2.2114728601863667,0.03332438448485599,0.08023837345861459,329.3859575975146,329.3859575975146,329.3859575975146
90.0,333.9687911228586,0.25,0.0,-1.728192944014772,-1.728192944014772,-2.207587279878948,0.03838471384065135,0.08626651167834631,333.9687911228586,333.9687911228586,333.9687911228586
90.0,337.3303947128341,0.3,0.0,-1.7044658589134571,-1.7044658589134554,-2.203699697247304,0.043028392389615366,0.09148676495069577,337.3303947128341,337.3303947128341,337.3303947128341
90.0,341.75627811225667,0.4,0.0,-1.656230862692988,-1.6562308626929878,-2.1959185203458262,0.0513653986434332,0.10026486845997591,341.7562781122566,341.7562781122566,341.7562781122566
90.0,344.2637027530236,0.5,0.0,-1.6068940741243796,-1.6068940741243805,-2.188129573317349,0.05873148375825116,0.10751479861535215,344.2637027530236,344.2637027530236,344.2637027530236
90.0,346.06186125736167,0.75,0.0,-1.478187919764986,-1.4781879197649916,-2.1686295966667988,0.07413865651563561,0.12153286486139238,346.06186125736167,346.06186125736167,346.06186125736167
90.0,344.53808371867916,1.0,0.0,-1.34057795760217,-1.3405779576021708,-2.1491202150239395,0.08646411304963961,0.1319019382871717,344.5380837186791,344.5380837186791,344.5380837186791
90.0,341.42585777648924,1.25,0.0,-1.1921651042952435,-1.1921651042952466,-2.1296852421429384,0.09655839764837443,0.13997478420617676,341.42585777648924,341.42585777648924,341.42585777648924
90.0,337.68997527901365,1.5,0.0,-1.030739625462313,-1.0307396254623125,-2.11051234789663,0.10497317194897,0.14650836275832002,337.68997527901365,337.68997527901365,337.68997527901365
90.0,334.21235793262144,1.75,0.0,-0.854670492395106,-0.8546704923951076,-2.092008959935022,0.11220837881289472,0.15211172213716248,334.21235793262144,334.21235793262144,334.21235793262144
90.0,332.2267981431141,2.0,0.0,-0.6669255075893833,-0.666925507589385,-2.0750185534436465,0.11890934053586816,0.15751011937175777,332.2267981431141,332.2267981431141,332.2267981431141
90.0,333.4688941695157,2.25,0.0,-0.4856955507152388,-0.4856955507152389,-2.060853685130624,0.1259999030491652,0.163683964901263,333.4688941695157,333.4688941695157,333.4688941695157
90.0,338.769042000375,2.5,0.0,-0.3437172727229282,-0.34371727272292757,-2.049999313129494,0.13419460242571074,0.17129790760614685,338.769042000375,338.769042000375,338.769042000375
90.0,346.6688572785576,2.75,0.0,-0.2511992086601968,-0.2511992086601962,-2.040955685509682,0.1432765634537787,0.17996569613757546,346.66885727855754,346.66885727855754,346.66885727855754
90.0,355.44559200350415,3.0,0.0,-0.1930885174503678,-0.1930885174503676,-2.032035782616649,0.1527188882983274,0.18903173654841318,355.44559200350415,355.44559200350415,355.44559200350415
100.0,-1.7947907543787194e-8,0.0,0.0,-1.8431128704256992,-1.8431128704256998,-2.2269557692325797,0.0037915980773426607,0.00379159807604858,-1.7947907543787194e-8,-1.7947907543787194e-8,-1.7947907543787194e-8
100.0,273.46220001606827,0.05,0.0,-1.8216117416661852,-1.8216117416661846,-2.2228307551805315,0.016512111766227376,0.05853940417944986,273.46220001606827,273.46220001606827,273.46220001606827
100.0,294.56686174229276,0.1,0.0,-1.7998924407518209,-1.7998924407518213,-2.2187068985893377,0.025863815433302163,0.07373939195845891,294.56686174229276,294.56686174229276,294.56686174229276
100.0,306.0845800541149,0.15,0.0,-1.777959743313486,-1.7779597433134857,-2.214586247953639,0.03359984565455615,0.08438355646521255,306.0845800541149,306.0845800541149,306.0845800541149
100.0,313.67879940102523,0.2,0.0,-1.75580711012502,-1.7558071101250194,-2.2104687325152574,0.04039984612079805,0.09283654645233011,313.67879940102523,313.67879940102523,313.67879940102523
100.0,319.12450134507367,0.25,0.0,-1.7334276958790613,-1.7334276958790589,-2.206354290002461,0.046550540345236265,0.099952071007796,319.12450134507367,319.12450134507367,319.12450134507367
100.0,323.2124231536855,0.3,0.0,-1.7108143314032958,-1.7108143314032933,-2.2022428683854924,0.05220779111859745,0.10614768767698533,323.2124231536855,323.2124231536855,323.2124231536855
100.0,328.83262512891764,0.4,0.0,-1.6648553393657328,-1.6648553393657346,-2.194028942385244,0.06239842522064442,0.11664795682277347,328.83262512891764,328.83262512891764,328.83262512891764
100.0,332.3162348562347,0.5,0.0,-1.6178655466205856,-1.617865546620585,-2.1858268199907327,0.07144265706099075,0.12541068670477587,332.3162348562347,332.3162348562347,332.3162348562347
100.0,336.02787544325986,0.75,0.0,-1.4953966126922835,-1.4953966126922824,-2.16537534956022,0.09050762252152401,0.1426407616913346,336.02787544325986,336.02787544325986,336.02787544325986
100.0,335.98269568878817,1.0,0.0,-1.3646957120893173,-1.364695712089317,-2.1450168720852507,0.10594078787363263,0.15568835355031624,335.98269568878817,335.98269568878817,335.98269568878817
100.0,334.06114629798685,1.25,0.0,-1.2240907142183315,-1.2240907142183328,-2.1248026579133374,0.1187329320089081,0.16605872400057564,334.06114629798685,334.06114629798685,334.06114629798685
100.0,331.24710160861554,1.5,0.0,-1.0715975430026867,-1.071597543002685,-2.104853131071824,0.12950495912119483,0.17456825708667656,331.24710160861554,331.24710160861554,331.24710160861554
100.0,328.33520497860513,1.75,0.0,-0.9054435195423027,-0.9054435195423022,-2.0854314106846448,0.13877936026665655,0.18183089350282927,328.33520497860513,328.33520497860513,328.33520497860513
100.0,326.31680522415877,2.0,0.0,-0.7265302835700792,-0.7265302835700788,-2.0670847705415145,0.14717003834502895,0.1885162016842038,326.31680522415877,326.31680522415877,326.31680522415877
100.0,326.6455207978213,2.25,0.0,-0.5460952300220909,-0.5460952300220915,-2.0507518780446596,0.15555906914722192,0.19554310179524964,326.6455207978213,326.6455207978213,326.6455207978213
100.0,330.5690087659657,2.5,0.0,-0.3922334691593737,-0.3922334691593751,-2.0371175673094903,0.1648694571545376,0.20381081960386546,330.5690087659657,330.5690087659657,330.5690087659657
100.0,337.4549769152923,2.75,0.0,-0.28519408590574735,-0.28519408590574774,-2.025307646279149,0.17520387835064696,0.2132985926270361,337.4549769152923,337.4549769152923,337.4549769152923
100.0,345.6370576497525,3.0,0.0,-0.216948868091053,-0.21694886809105268,-2.013722492349035,0.18601034586969703,0.22333267880104965,345.6370576497525,345.6370576497525,345.6370576497525
110.0,-2.856834496786763e-9,0.0,0.0,-1.8427478165957065,-1.8427478165957065,-2.22683473533003,0.006923103718656324,0.006923103718325673,-2.856834496786763e-9,-2.856834496786763e-9,-2.856834496786763e-9
110.0,249.13053910791805,0.05,0.0,-1.8224147463303642,-1.8224147463303646,-2.222407656586921,0.020118448483588174,0.06592405946652939,249.13053910791805,249.13053910791805,249.13053910791805
110.0,272.68877012926856,0.1,0.0,-1.8018490549800479,-1.8018490549800485,-2.21797806235648,0.031229957214484277,0.08318928658524856,272.68877012926856,272.68877012926856,272.68877012926856
110.0,285.702101463108,0.15,0.0,-1.7810882298926227,-1.7810882298926247,-2.2135553753492507,0.04047191980156475,0.09536454413364011,285.702101463108,285.702101463108,285.702101463108
110.0,294.4001680867129,0.2,0.0,-1.760126431321867,-1.7601264313218656,-2.209139586798176,0.04862451573981654,0.10509828504694994,294.4001680867129,294.4001680867129,294.4001680867129
110.0,300.7353090383969,0.25,0.0,-1.7389575586991768,-1.7389575586991766,-2.2047306875613746,0.05602046060701153,0.1133448949135621,300.7353090383969,300.7353090383969,300.7353090383969
110.0,305.57719142839295,0.3,0.0,-1.7175752439113714,-1.7175752439113705,-2.200328670898486,0.06284132002500943,0.12057028700598883,305.57719142839295,305.57719142839295,305.57719142839295
110.0,312.45004625431915,0.4,0.0,-1.6741433913709092,-1.6741433913709098,-2.191545279175664,0.07517367398261023,0.13292455446739287,312.45004625431915,312.45004625431915,312.45004625431915
110.0,316.97197085975307,0.5,0.0,-1.6297740053909242,-1.6297740053909238,-2.182789462372413,0.08617103890935672,0.1433534785018982,316.97197085975307,316.97197085975307,316.97197085975307
110.0,322.7670110299175,0.75,0.0,-1.5143260693411942,-1.5143260693411948,-2.1610223499146506,0.10953647218804834,0.16423447302808178,322.7670110299175,322.7670110299175,322.7670110299175
110.0,324.3879069708181,1.0,0.0,-1.3914679249275135,-1.3914679249275166,-2.1394399795388552,0.12866845019214057,0.18044013707410111,324.3879069708181,324.3879069708181,324.3879069708181
110.0,323.85959493189466,1.25,0.0,-1.259767781796742,-1.2597677817967414,-2.1180726886503405,0.14470648982732973,0.19360201140677713,323.85959493189466,323.85959493189466,323.85959493189466
110.0,322.18705953145246,1.5,0.0,-1.1175061172577267,-1.1175061172577239,-2.09699162921581,0.1583440553163185,0.20457977442512673,322.18705953145246,322.18705953145246,322.18705953145246
110.0,320.0912680423909,1.75,0.0,-0.9629416205271452,-0.9629416205271468,-2.0763511255474527,0.17012238444535538,0.21397735964516063,320.0912680423909,320.0912680423909,320.0912680423909
110.0,318.3499389199241,2.0,0.0,-0.7956350341040884,-0.7956350341040872,-2.056470196734881,0.18060314080278694,0.22238335314189794,318.3499389199241,318.3499389199241,318.3499389199241
110.0,318.0686526829611,2.25,0.0,-0.6210438343093349,-0.6210438343093331,-2.0379321008506404,0.1905384869668052,0.23056296700004114,318.0686526829611,318.0686526829611,318.0686526829611
110.0,320.56505851219504,2.5,0.0,-0.4586656587016798,-0.4586656587016784,-2.0213829692549927,0.20087794078067156,0.23945279522653576,320.56505851219504,320.56505851219504,320.56505851219504
110.0,326.1203520870523,2.75,0.0,-0.33411885927061724,-0.3341188592706165,-2.0065808706433863,0.2121336316128687,0.24949008280209806,326.1203520870523,326.1203520870523,326.1203520870523
110.0,333.4982995629066,3.0,0.0,-0.25126054297266076,-0.2512605429726616,-1.992247365408097,0.2239543881358848,0.26022078847600116,333.4982995629066,333.4982995629066,333.4982995629066
120.0,1.7609099082561215e-8,0.0,0.0,-1.8418459519279113,-1.841845951927911,-2.226512352911565,0.01192413735657621,0.01192413735963649,1.7609099082561215e-8,1.7609099082561215e-8,1.7609099082561215e-8
120.0,220.64189513371252,0.05,0.0,-1.8227783747533381,-1.8227783747533386,-2.2217678536439642,0.024699904612584693,0.07275708782781803,220.64189513371252,220.64189513371252,220.64189513371252
120.0,246.65278526826077,0.1,0.0,-1.803396570887076,-1.8033965708870772,-2.2169949235670177,0.037644086419176014,0.09200336597186208,246.65278526826077,246.65278526826077,246.65278526826077
120.0,261.16326154369153,0.15,0.0,-1.7838419070831484,-1.7838419070831482,-2.2122302778099647,0.048508781029998005,0.10568912602848757,261.16326154369153,261.16326154369153,261.16326154369153
120.0,270.96883491119644,0.2,0.0,-1.7641093315448335,-1.7641093315448333,-2.207474054089973,0.0581419159118257,0.11671590542800525,270.96883491119644,270.96883491119644,270.96883491119644
120.0,278.19911792427246,0.25,0.0,-1.744193476958742,-1.7441934769587404,-2.2027263583826926,0.06691458284491579,0.12612701333453283,278.19911792427246,278.19911792427246,278.19911792427246
120.0,283.80264549985674,0.3,0.0,-1.7240887448622304,-1.7240887448622289,-2.197987289023849,0.07503130219206809,0.13443055999780273,283.80264549985674,283.80264549985674,283.80264549985674
120.0,291.9492316339812,0.4,0.0,-1.6832891031642967,-1.6832891031642958,-2.1885354056999726,0.08976770995433614,0.1487665404864955,291.9492316339812,291.9492316339812,291.9492316339812
120.0,297.5377691809998,0.5,0.0,-1.6416608798405465,-1.6416608798405474,-2.179119141682486,0.10297418949990801,0.16101677326865002,297.5377691809998,297.5377691809998,297.5377691809998
120.0,305.51551576849494,0.75,0.0,-1.5336013877716357,-1.5336013877716381,-2.1557392790430616,0.13124069081302137,0.18599738269196536,305.51551576849494,305.51551576849494,305.51551576849494
120.0,308.9376429576873,1.0,0.0,-1.419040030225567,-1.4190400302255661,-2.1326006347847954,0.1546084827479125,0.20584025435688313,308.9376429576873,308.9376429576873,308.9376429576873
120.0,309.97020307343536,1.25,0.0,-1.296776917947756,-1.296776917947756,-2.109725667150587,0.17436704329932348,0.22226992888245536,309.97020307343536,309.97020307343536,309.97020307343536
120.0,309.6430311078653,1.5,0.0,-1.1653676220336284,-1.165367622033629,-2.087157647271754,0.19129016374251798,0.23617795176763817,309.6430311078653,309.6430311078653,309.6430311078653
120.0,308.6236902726073,1.75,0.0,-1.023236442486,-1.0232364424859997,-2.0649838427628673,0.20594890998119317,0.24815908015207505,308.6236902726073,308.6236902726073,308.6236902726073
120.0,307.52837619540657,2.0,0.0,-0.869308401495626,-0.8693084014956242,-2.043378950253071,0.2188652336399398,0.2587302629117131,307.52837619540657,307.52837619540657,307.52837619540657
120.0,307.1477206742637,2.25,0.0,-0.7053487290330851,-0.705348729033086,-2.0226702685596383,0.23064452132895497,0.2684857527311923,307.1477206742637,307.1477206742637,307.1477206742637
120.0,308.5677285652703,2.5,0.0,-0.5418557420749476,-0.5418557420749471,-2.0033240058247888,0.24207645201193734,0.2782000862027067,308.5677285652703,308.5677285652703,308.5677285652703
120.0,312.64646412296474,2.75,0.0,-0.4012305012192117,-0.4012305012192103,-1.9854973061075751,0.25390229835720785,0.2885746755096963,312.64646412296474,312.64646412296474,312.64646412296474
120.0,318.974843044174,3.0,0.0,-0.29949252986212227,-0.2994925298621232,-1.9684471989350372,0.26620831541359713,0.2996197978622353,318.974843044174,318.974843044174,318.974843044174
