surface,xi,T_MeV,mu_spinodal_hadron_MeV,mu_spinodal_quark_MeV,layer,status,interpolation_method,source_layer,source_xi_left,source_xi_right,source_axis_low,source_axis_high,xi_gap,reference_write
spinodal,-0.5,116.0,281.4072932426392,261.3623997854005,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.5,-0.5,5.0,145.0,0.0,False
spinodal,-0.5,117.0,279.39500841066854,260.08466054985524,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.5,-0.5,5.0,145.0,0.0,False
spinodal,-0.5,118.0,277.3475268958431,258.77320637316245,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.5,-0.5,5.0,145.0,0.0,False
spinodal,-0.5,119.0,275.2643968026046,257.4274321738649,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.5,-0.5,5.0,145.0,0.0,False
spinodal,-0.5,120.0,273.1451782561532,256.04672818646026,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.5,-0.5,5.0,145.0,0.0,False
spinodal,-0.5,121.0,270.9894557255502,254.63048179174916,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.5,-0.5,5.0,145.0,0.0,False
spinodal,-0.5,122.0,268.7968252891374,253.1780659410241,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.5,-0.5,5.0,145.0,0.0,False
spinodal,-0.5,123.0,266.5669174598462,251.68885729788485,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.5,-0.5,5.0,145.0,0.0,False
spinodal,-0.5,124.0,264.2993952788346,250.16220812707533,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.5,-0.5,5.0,145.0,0.0,False
spinodal,-0.5,125.0,261.9939567637381,248.59747206587434,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.5,-0.5,5.0,145.0,0.0,False
spinodal,-0.5,126.0,259.65036037780703,246.9939703049046,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.5,-0.5,5.0,145.0,0.0,False
spinodal,-0.5,127.0,257.2684190576582,245.35102026248134,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.5,-0.5,5.0,145.0,0.0,False
spinodal,-0.5,128.0,254.8480194271605,243.66790149203413,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.5,-0.5,5.0,145.0,0.0,False
spinodal,-0.5,129.0,252.38913287000693,241.94386744999832,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.5,-0.5,5.0,145.0,0.0,False
spinodal,-0.5,130.0,249.89183351022965,240.1781355694118,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.5,-0.5,5.0,145.0,0.0,False
spinodal,-0.5,131.0,247.3563105143526,238.36987938314414,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.5,-0.5,5.0,145.0,0.0,False
spinodal,-0.5,132.0,244.7828862213889,236.51822114989145,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.5,-0.5,5.0,145.0,0.0,False
spinodal,-0.5,133.0,242.17203301436498,234.6222211011592,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.5,-0.5,5.0,145.0,0.0,False
spinodal,-0.5,134.0,239.52439635674855,232.68087238474857,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.5,-0.5,5.0,145.0,0.0,False
spinodal,-0.5,135.0,236.84080528373067,230.69306816591345,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.5,-0.5,5.0,145.0,0.0,False
spinodal,-0.5,136.0,234.12229653981325,228.6575981965627,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.5,-0.5,5.0,145.0,0.0,False
spinodal,-0.5,137.0,231.3701309054495,226.5731457848644,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.5,-0.5,5.0,145.0,0.0,False
spinodal,-0.5,138.0,228.58580469854422,224.4382071661707,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.5,-0.5,5.0,145.0,0.0,False
spinodal,-0.5,139.0,225.77107281377678,222.25111421385301,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.5,-0.5,5.0,145.0,0.0,False
spinodal,-0.5,140.0,222.9279664770715,220.00993833248515,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.5,-0.5,5.0,145.0,0.0,False
spinodal,-0.5,141.0,220.05883130187226,217.71244103505802,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.5,-0.5,5.0,145.0,0.0,False
spinodal,-0.5,142.0,217.1663878221183,215.3559639620309,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.5,-0.5,5.0,145.0,0.0,False
spinodal,-0.5,143.0,214.25385655903702,212.9372357631563,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.5,-0.5,5.0,145.0,0.0,False
spinodal,-0.5,143.5,212.79126088601447,211.70326088879844,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.5,-0.5,5.0,145.0,0.0,False
spinodal,-0.5,144.0,211.32522252796545,210.45205144253762,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.5,-0.5,5.0,145.0,0.0,False
spinodal,-0.5,144.5,209.8564560572818,209.18282418983597,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.5,-0.5,5.0,145.0,0.0,False
spinodal,-0.5,145.0,208.38584172736734,207.8946170749766,strict_reference_v1,native_uniform_xi,none_native,strict_spinodal_v6,-0.5,-0.5,5.0,145.0,0.0,False
spinodal,-0.49375,9.0,372.48558597139254,301.7476758354034,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,11.0,372.2301955146353,301.7161423464973,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,13.0,371.9194350577501,301.67701872889324,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,15.0,371.5549892504231,301.62982833859536,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,17.0,371.12667830961016,301.57182599072917,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,19.0,370.6738088276407,301.50931162734395,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,21.0,370.16138976406813,301.4349587120543,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,23.0,369.59268126535824,301.34779428110073,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,25.0,369.0019416937646,301.25525285173256,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,27.0,368.3574986845107,301.1486866283073,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,29.0,367.67127654730785,301.03011534862594,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,31.0,366.9437996629095,300.89882645198753,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,33.0,366.17551499190597,300.75406567608314,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,35.0,365.36659631519063,300.59504923991267,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,37.0,364.51700766426677,300.4209237312663,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,39.0,363.6265501491835,300.2307952736623,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,41.0,362.69478286971054,300.02370276344766,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,43.0,361.72118495992044,299.79863773854606,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,45.0,360.705039979081,299.55452370422876,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,47.0,359.6454783584072,299.29022082524415,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,49.0,358.54149258520073,299.0045121754512,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,51.0,357.3919460781309,298.69611177836316,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,53.0,356.1955644941511,298.36365388292694,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,55.0,354.93856314366906,297.99894047921947,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,57.0,353.6565640610505,297.62066257061326,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,59.0,352.31077662720327,297.2069511734291,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,61.0,350.91181628557194,296.76281476391705,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,63.0,349.45780238969263,296.28641237359767,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,65.0,347.94674628799135,295.7757948255631,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,67.0,346.37655749386,295.2288931758637,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,69.0,344.74502187161613,294.64352243767723,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,71.0,343.0498592992148,294.01736519851926,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,73.0,341.2886618116589,293.34798525851505,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,75.0,339.4589388211733,292.6328036411019,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,77.0,337.55811829813473,291.86910470392144,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,79.0,335.58353845479684,291.05403140707983,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,81.0,333.5324660510937,290.184583191675,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,83.0,331.40207757229524,289.2576099719844,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,85.0,329.1894942748353,288.26981705286596,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,87.0,326.8917631708182,287.21775784886586,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,89.0,324.50586041713603,286.0978412528079,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,91.0,322.0287158074788,284.9063280585108,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,93.0,319.45717778703437,283.6393390801956,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,94.0,318.1350130317484,282.9762925978453,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,95.0,316.78804596473026,282.2928606898088,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,96.0,315.41586714307266,281.588519540659,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,97.0,314.01806646157524,280.8627447572496,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
spinodal,-0.49375,98.0,312.59421993211504,280.1149925634265,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_spinodal_v6,-0.5,-0.4875,9.0,145.0,0.012500000000000011,False
