xi,mu_crossover_MeV,T_crossover_MeV,mu_maxwell_interp_MeV,mu_spinodal_low_interp_MeV,mu_spinodal_high_interp_MeV,relation_to_spinodals,relation_to_maxwell
0.3625,49.9587699561,207.957218335,,,,above_maxwell_T_range,outside_boundary_T_range
0.3625,74.9381549341,205.670910494,,,,above_maxwell_T_range,outside_boundary_T_range
0.3625,99.9175399122,202.427119457,,,,above_maxwell_T_range,outside_boundary_T_range
0.3625,124.89692489,198.190385271,,,,above_maxwell_T_range,outside_boundary_T_range
0.3625,149.876309868,192.903332526,,,,above_maxwell_T_range,outside_boundary_T_range
0.3625,174.855694846,186.487827195,,,,above_maxwell_T_range,outside_boundary_T_range
0.3625,199.835079824,178.898608436,,,,above_maxwell_T_range,outside_boundary_T_range
0.3625,224.814464802,170.149220746,,,,above_maxwell_T_range,outside_boundary_T_range
0.3625,249.79384978,160.495981661,,,,above_maxwell_T_range,outside_boundary_T_range
0.3625,274.773234758,150.163765466,,,,above_maxwell_T_range,outside_boundary_T_range
0.3625,299.752619737,138.29139484,,,,above_maxwell_T_range,outside_boundary_T_range
0.3625,324.732004715,122.83213756,,,,above_maxwell_T_range,outside_boundary_T_range
0.3625,349.711389693,113.006414766,,,,above_maxwell_T_range,outside_boundary_T_range
0.3625,374.690774671,113.006414766,,,,above_maxwell_T_range,outside_boundary_T_range
0.375,0,210.063912735,,,,above_maxwell_T_range,outside_boundary_T_range
0.375,25.0063747134,209.613280422,,,,above_maxwell_T_range,outside_boundary_T_range
0.375,50.0127494268,208.247838987,,,,above_maxwell_T_range,outside_boundary_T_range
0.375,75.0191241402,205.965274753,,,,above_maxwell_T_range,outside_boundary_T_range
0.375,100.025498854,202.721483716,,,,above_maxwell_T_range,outside_boundary_T_range
0.375,125.031873567,198.474948639,,,,above_maxwell_T_range,outside_boundary_T_range
0.375,150.03824828,193.181838611,,,,above_maxwell_T_range,outside_boundary_T_range
0.375,175.044622994,186.756532391,,,,above_maxwell_T_range,outside_boundary_T_range
0.375,200.050997707,179.141654569,,,,above_maxwell_T_range,outside_boundary_T_range
0.375,225.057372421,170.366607816,,,,above_maxwell_T_range,outside_boundary_T_range
0.375,250.063747134,160.681652385,,,,above_maxwell_T_range,outside_boundary_T_range
0.375,275.070121847,150.32983441,,,,above_maxwell_T_range,outside_boundary_T_range
0.375,300.076496561,138.467264674,,,,above_maxwell_T_range,outside_boundary_T_range
0.375,325.082871274,123.008007394,,,,above_maxwell_T_range,outside_boundary_T_range
0.375,350.089245988,113.006414766,,,,above_maxwell_T_range,outside_boundary_T_range
0.375,375.095620701,113.006414766,,,,above_maxwell_T_range,outside_boundary_T_range
0.3875,0,210.363177439,,,,above_maxwell_T_range,outside_boundary_T_range
0.3875,25.0331371841,209.907644681,,,,above_maxwell_T_range,outside_boundary_T_range
0.3875,50.0662743683,208.542203246,,,,above_maxwell_T_range,outside_boundary_T_range
0.3875,75.0994115524,206.255895405,,,,above_maxwell_T_range,outside_boundary_T_range
0.3875,100.132548737,203.006047085,,,,above_maxwell_T_range,outside_boundary_T_range
0.3875,125.165685921,198.759512008,,,,above_maxwell_T_range,outside_boundary_T_range
0.3875,150.198823105,193.450543807,,,,above_maxwell_T_range,outside_boundary_T_range
0.3875,175.231960289,187.015436697,,,,above_maxwell_T_range,outside_boundary_T_range
0.3875,200.265097473,179.384700702,,,,above_maxwell_T_range,outside_boundary_T_range
0.3875,225.298234657,170.583994886,,,,above_maxwell_T_range,outside_boundary_T_range
0.3875,250.331371841,160.873380392,,,,above_maxwell_T_range,outside_boundary_T_range
0.3875,275.364509026,150.505704244,,,,above_maxwell_T_range,outside_boundary_T_range
0.3875,300.39764621,138.643134507,,,,above_maxwell_T_range,outside_boundary_T_range
0.3875,325.430783394,123.189934511,,,,above_maxwell_T_range,outside_boundary_T_range
0.3875,350.463920578,113.006414766,,,,above_maxwell_T_range,outside_boundary_T_range
0.3875,375.497057762,113.006414766,,,,above_maxwell_T_range,outside_boundary_T_range
0.4,0,210.653798091,,,,above_maxwell_T_range,outside_boundary_T_range
0.4,25.0596741862,210.203165778,,,,above_maxwell_T_range,outside_boundary_T_range
0.4,50.1193483723,208.836567505,,,,above_maxwell_T_range,outside_boundary_T_range
0.4,75.1790225585,206.540458774,,,,above_maxwell_T_range,outside_boundary_T_range
0.4,100.238696745,203.290610454,,,,above_maxwell_T_range,outside_boundary_T_range
0.4,125.298370931,199.038018094,,,,above_maxwell_T_range,outside_boundary_T_range
0.4,150.358045117,193.725306286,,,,above_maxwell_T_range,outside_boundary_T_range
0.4,175.417719303,187.274341003,,,,above_maxwell_T_range,outside_boundary_T_range
0.4,200.477393489,179.627746835,,,,above_maxwell_T_range,outside_boundary_T_range
0.4,225.537067676,170.801381956,,,,above_maxwell_T_range,outside_boundary_T_range
0.4,250.596741862,161.049250226,,,,above_maxwell_T_range,outside_boundary_T_range
0.4,275.656416048,150.671773188,,,,above_maxwell_T_range,outside_boundary_T_range
0.4,300.716090234,138.812947058,,,,above_maxwell_T_range,outside_boundary_T_range
0.4,325.77576442,123.365804345,,,,above_maxwell_T_range,outside_boundary_T_range
0.4,350.835438606,113.006414766,,,,above_maxwell_T_range,outside_boundary_T_range
0.4,375.895112793,113.006414766,,,,above_maxwell_T_range,outside_boundary_T_range
0.4125,0,210.940189047,,,,above_maxwell_T_range,outside_boundary_T_range
0.4125,25.0859913998,210.491721234,,,,above_maxwell_T_range,outside_boundary_T_range
0.4125,50.1719827996,209.131153424,,,,above_maxwell_T_range,outside_boundary_T_range
0.4125,75.2579741994,206.835879912,,,,above_maxwell_T_range,outside_boundary_T_range
0.4125,100.343965599,203.580626749,,,,above_maxwell_T_range,outside_boundary_T_range
0.4125,125.429956999,199.317514279,,,,above_maxwell_T_range,outside_boundary_T_range
0.4125,150.515948399,193.9962763,,,,above_maxwell_T_range,outside_boundary_T_range
0.4125,175.601939799,187.533649628,,,,above_maxwell_T_range,outside_boundary_T_range
0.4125,200.687931199,179.870451755,,,,above_maxwell_T_range,outside_boundary_T_range
0.4125,225.773922598,171.012930745,,,,above_maxwell_T_range,outside_boundary_T_range
0.4125,250.859913998,161.235868402,,,,above_maxwell_T_range,outside_boundary_T_range
0.4125,275.945905398,150.840232057,,,,above_maxwell_T_range,outside_boundary_T_range
0.4125,301.031896798,138.983213802,,,,above_maxwell_T_range,outside_boundary_T_range
0.4125,326.117888198,123.544701104,,,,above_maxwell_T_range,outside_boundary_T_range
0.4125,351.203879597,109.006616806,,,,above_maxwell_T_range,outside_boundary_T_range
0.4125,376.289870997,109.006616806,,,,above_maxwell_T_range,outside_boundary_T_range
0.425,0,211.233715042,,,,above_maxwell_T_range,outside_boundary_T_range
0.425,25.1120922586,210.785247228,,,,above_maxwell_T_range,outside_boundary_T_range
0.425,50.2241845171,209.413376565,,,,above_maxwell_T_range,outside_boundary_T_range
0.425,75.3362767757,207.119296327,,,,above_maxwell_T_range,outside_boundary_T_range
0.425,100.448369034,203.853933584,,,,above_maxwell_T_range,outside_boundary_T_range
0.425,125.560461293,199.59468263,,,,above_maxwell_T_range,outside_boundary_T_range
0.425,150.672553551,194.263335072,,,,above_maxwell_T_range,outside_boundary_T_range
0.425,175.78464581,187.790598821,,,,above_maxwell_T_range,outside_boundary_T_range
0.425,200.896738068,180.111043305,,,,above_maxwell_T_range,outside_boundary_T_range
0.425,226.008830327,171.220807009,,,,above_maxwell_T_range,outside_boundary_T_range
0.425,251.120922586,161.417277443,,,,above_maxwell_T_range,outside_boundary_T_range
0.425,276.233014844,151.001421939,,,,above_maxwell_T_range,outside_boundary_T_range
0.425,301.345107103,139.154513264,,,,above_maxwell_T_range,outside_boundary_T_range
0.425,326.457199361,123.716000565,,,,above_maxwell_T_range,outside_boundary_T_range
0.425,351.56929162,109.006616806,,,,above_maxwell_T_range,outside_boundary_T_range
0.425,376.681383878,109.006616806,,,,above_maxwell_T_range,outside_boundary_T_range
0.4375,0,211.527241036,,,,above_maxwell_T_range,outside_boundary_T_range
0.4375,25.1379802703,211.068663644,,,,above_maxwell_T_range,outside_boundary_T_range
0.4375,50.2759605407,209.696792981,,,,above_maxwell_T_range,outside_boundary_T_range
0.4375,75.413940811,207.402712742,,,,above_maxwell_T_range,outside_boundary_T_range
0.4375,100.551921081,204.141211515,,,,above_maxwell_T_range,outside_boundary_T_range
0.4375,125.689901352,199.871850982,,,,above_maxwell_T_range,outside_boundary_T_range
0.4375,150.827881622,194.530393844,,,,above_maxwell_T_range,outside_boundary_T_range
0.4375,175.965861892,188.051409529,,,,above_maxwell_T_range,outside_boundary_T_range
0.4375,201.103842163,180.351634855,,,,above_maxwell_T_range,outside_boundary_T_range
0.4375,226.241822433,171.438792852,,,,above_maxwell_T_range,outside_boundary_T_range
0.4375,251.379802703,161.588576905,,,,above_maxwell_T_range,outside_boundary_T_range
0.4375,276.517782974,151.166473337,,,,above_maxwell_T_range,outside_boundary_T_range
0.4375,301.655763244,139.319564662,,,,above_maxwell_T_range,outside_boundary_T_range
0.4375,326.793743514,123.891161543,,,,above_maxwell_T_range,outside_boundary_T_range
0.4375,351.931723785,109.006616806,,,,above_maxwell_T_range,outside_boundary_T_range
0.4375,377.069704055,109.006616806,,,,above_maxwell_T_range,outside_boundary_T_range
0.45,0,211.810657452,,,,above_maxwell_T_range,outside_boundary_T_range
0.45,25.1636598864,211.355941575,,,,above_maxwell_T_range,outside_boundary_T_range
0.45,50.3273197727,209.980209396,,,,above_maxwell_T_range,outside_boundary_T_range
0.45,75.4909796591,207.679881094,,,,above_maxwell_T_range,outside_boundary_T_range
0.45,100.654639545,204.418379867,,,,above_maxwell_T_range,outside_boundary_T_range
0.45,125.818299432,200.138909754,,,,above_maxwell_T_range,outside_boundary_T_range
0.45,150.981959318,194.797452616,,,,above_maxwell_T_range,outside_boundary_T_range
0.45,176.145619205,188.302110658,,,,above_maxwell_T_range,outside_boundary_T_range
0.45,201.309279091,180.585978341,,,,above_maxwell_T_range,outside_boundary_T_range
0.45,226.472938977,171.6428076,,,,above_maxwell_T_range,outside_boundary_T_range
0.45,251.636598864,161.769985946,,,,above_maxwell_T_range,outside_boundary_T_range
0.45,276.80025875,151.331524736,,,,above_maxwell_T_range,outside_boundary_T_range
0.45,301.963918636,139.484616061,,,,above_maxwell_T_range,outside_boundary_T_range
0.45,327.127578523,124.062461005,,,,above_maxwell_T_range,outside_boundary_T_range
0.45,352.291238409,109.006616806,,,,above_maxwell_T_range,outside_boundary_T_range
0.45,377.454898296,109.006616806,,,,above_maxwell_T_range,outside_boundary_T_range
0.4625,0,212.087825803,,,,above_maxwell_T_range,outside_boundary_T_range
0.4625,25.1891329715,211.63935799,,,,above_maxwell_T_range,outside_boundary_T_range
0.4625,50.378265943,210.267487327,,,,above_maxwell_T_range,outside_boundary_T_range
0.4625,75.5673989145,207.957049446,,,,above_maxwell_T_range,outside_boundary_T_range
0.4625,100.756531886,204.691686703,,,,above_maxwell_T_range,outside_boundary_T_range
0.4625,125.945664858,200.416078106,,,,above_maxwell_T_range,outside_boundary_T_range
0.4625,151.134797829,195.058263325,,,,above_maxwell_T_range,outside_boundary_T_range
0.4625,176.323930801,188.554005062,,,,above_maxwell_T_range,outside_boundary_T_range
0.4625,201.513063772,180.826569891,,,,above_maxwell_T_range,outside_boundary_T_range
0.4625,226.702196744,171.860793443,,,,above_maxwell_T_range,outside_boundary_T_range
0.4625,251.891329715,161.941285408,,,,above_maxwell_T_range,outside_boundary_T_range
0.4625,277.080462687,151.486466554,,,,above_maxwell_T_range,outside_boundary_T_range
0.4625,302.269595658,139.649667459,,,,above_maxwell_T_range,outside_boundary_T_range
0.4625,327.45872863,124.227512403,,,,above_maxwell_T_range,outside_boundary_T_range
0.4625,352.647861601,109.006616806,,,,above_maxwell_T_range,outside_boundary_T_range
0.4625,377.836994573,109.006616806,,,,above_maxwell_T_range,outside_boundary_T_range
0.475,0,212.37409228,,,,above_maxwell_T_range,outside_boundary_T_range
0.475,25.2144041263,211.922349062,,,,above_maxwell_T_range,outside_boundary_T_range
0.475,50.4288082526,210.542303444,,,,above_maxwell_T_range,outside_boundary_T_range
0.475,75.6432123788,208.243143987,,,,above_maxwell_T_range,outside_boundary_T_range
0.475,100.857616505,204.966340502,,,,above_maxwell_T_range,outside_boundary_T_range
0.475,126.072020631,200.682158186,,,,above_maxwell_T_range,outside_boundary_T_range
0.475,151.286424758,195.319189164,,,,above_maxwell_T_range,outside_boundary_T_range
0.475,176.500828884,188.808484979,,,,above_maxwell_T_range,outside_boundary_T_range
0.475,201.71523301,181.060550929,,,,above_maxwell_T_range,outside_boundary_T_range
0.475,226.929637136,172.067718462,,,,above_maxwell_T_range,outside_boundary_T_range
0.475,252.144041263,162.120537924,,,,above_maxwell_T_range,outside_boundary_T_range
0.475,277.358445389,151.643767446,,,,above_maxwell_T_range,outside_boundary_T_range
0.475,302.572849515,139.809017599,,,,above_maxwell_T_range,outside_boundary_T_range
0.475,327.787253642,124.39895507,,,,above_maxwell_T_range,outside_boundary_T_range
0.475,353.001657768,105.006818845,,,,above_maxwell_T_range,outside_boundary_T_range
0.475,378.216061894,105.006818845,,,,above_maxwell_T_range,outside_boundary_T_range
0.4875,0,212.659723787,,,,above_maxwell_T_range,outside_boundary_T_range
0.4875,25.2394756945,212.1975623,,,,above_maxwell_T_range,outside_boundary_T_range
0.4875,50.478951389,210.827934952,,,,above_maxwell_T_range,outside_boundary_T_range
0.4875,75.7184270834,208.513148091,,,,above_maxwell_T_range,outside_boundary_T_range
0.4875,100.957902778,205.24155374,,,,above_maxwell_T_range,outside_boundary_T_range
0.4875,126.197378472,200.950932581,,,,above_maxwell_T_range,outside_boundary_T_range
0.4875,151.436854167,195.583984134,,,,above_maxwell_T_range,outside_boundary_T_range
0.4875,176.676329861,189.056422835,,,,above_maxwell_T_range,outside_boundary_T_range
0.4875,201.915805556,181.295611097,,,,above_maxwell_T_range,outside_boundary_T_range
0.4875,227.15528125,172.271523824,,,,above_maxwell_T_range,outside_boundary_T_range
0.4875,252.394756945,162.290629059,,,,above_maxwell_T_range,outside_boundary_T_range
0.4875,277.634232639,151.803440313,,,,above_maxwell_T_range,outside_boundary_T_range
0.4875,302.873708334,139.968690466,,,,above_maxwell_T_range,outside_boundary_T_range
0.4875,328.113184028,124.569046206,,,,above_maxwell_T_range,outside_boundary_T_range
0.4875,353.352659723,105.006818845,,,,above_maxwell_T_range,outside_boundary_T_range
0.4875,378.592135417,105.006818845,,,,above_maxwell_T_range,outside_boundary_T_range
0.5,0,212.934937026,,,,above_maxwell_T_range,outside_boundary_T_range
0.5,25.2643514681,212.472775539,,,,above_maxwell_T_range,outside_boundary_T_range
0.5,50.5287029362,211.10314819,,,,above_maxwell_T_range,outside_boundary_T_range
0.5,75.7930544043,208.78836133,,,,above_maxwell_T_range,outside_boundary_T_range
0.5,101.057405872,205.510328135,,,,above_maxwell_T_range,outside_boundary_T_range
0.5,126.32175734,201.210518416,,,,above_maxwell_T_range,outside_boundary_T_range
0.5,151.586108809,195.84234026,,,,above_maxwell_T_range,outside_boundary_T_range
0.5,176.850460277,189.308340116,,,,above_maxwell_T_range,outside_boundary_T_range
0.5,202.114811745,181.526691841,,,,above_maxwell_T_range,outside_boundary_T_range
0.5,227.379163213,172.475329185,,,,above_maxwell_T_range,outside_boundary_T_range
0.5,252.643514681,162.460720195,,,,above_maxwell_T_range,outside_boundary_T_range
0.5,277.907866149,151.956674336,,,,above_maxwell_T_range,outside_boundary_T_range
0.5,303.172217617,140.128363332,,,,above_maxwell_T_range,outside_boundary_T_range
0.5,328.436569085,124.735157917,,,,above_maxwell_T_range,outside_boundary_T_range
0.5,353.700920553,105.006818845,,,,above_maxwell_T_range,outside_boundary_T_range
0.5,378.965272021,105.006818845,,,,above_maxwell_T_range,outside_boundary_T_range
