xi,T_MeV,rho,muq_MeV,source,cap,oracle_status,simulated_status,reason
0.5,100.0,0.5625,348.674326,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,0.625,350.14586,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,0.6875,351.305296,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,0.75,352.212447,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,0.8125,352.913211,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,0.875,353.443764,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,0.9375,353.833305,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,1.0,354.105923,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,1.0625,354.281904,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,1.125,354.378677,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,1.1875,354.411507,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,1.25,354.394034,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,1.3125,354.338676,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,1.375,354.256966,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,1.4375,354.159823,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,1.5,354.057777,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,1.5625,353.961169,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,1.625,353.880322,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,1.6875,353.825693,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,1.75,353.808006,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,1.8125,353.838357,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,1.875,353.928291,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,1.9375,354.089826,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,2.0,354.335414,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,2.0625,354.677794,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,2.125,355.129722,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,2.1875,355.703523,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,2.25,356.410468,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,2.3125,357.259963,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,2.375,358.258647,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,2.4375,359.409514,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,2.5,360.711256,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,2.5625,362.158024,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,2.625,363.739726,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,2.6875,365.442829,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,2.75,367.251518,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,2.8125,369.148958,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,2.875,371.118435,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,2.9375,373.144219,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.0,375.212113,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.0625,377.309707,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.125,379.426421,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.1875,381.553398,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.25,383.683333,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.3125,385.810261,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.375,387.929353,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.4375,390.036722,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.5,392.12926,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.5625,394.20449,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.625,396.260453,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.6875,398.295603,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.75,400.308733,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.8125,402.29891,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.875,404.265419,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.9375,406.207724,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,4.0,408.125432,stage_b_global_reference,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,0.1125,310.290074,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,0.1625,320.808047,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,0.2125,328.020557,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,0.2625,333.344848,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,0.3125,337.447969,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,0.3625,340.697769,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,0.4125,343.318887,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,0.4625,345.458721,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,0.5125,347.219314,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,0.5625,348.674326,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,0.5875,349.304973,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,0.60625,349.740354,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,0.61875,350.013889,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,0.6375,350.400557,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,0.65625,350.760464,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,0.66875,350.986361,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,0.6875,351.305296,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,0.70625,351.601619,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,0.71875,351.787271,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,0.7375,352.048835,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,1.00625,354.127562,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,1.1875,354.411507,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,1.19375,354.41181,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,1.46875,354.108765,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,1.7375,353.808062,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,1.74375,353.8078,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,1.94375,354.110394,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.6375,396.669191,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.65625,397.280712,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.66875,397.68732,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.6875,398.295603,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.70625,398.901901,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.71875,399.304985,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.7375,399.907917,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.75625,400.508797,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.76875,400.908233,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.7875,401.505644,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.80625,402.100947,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.81875,402.496636,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.8375,403.088388,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.85625,403.677987,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.86875,404.06985,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.8875,404.655831,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.90625,405.239624,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.91875,405.627599,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.9375,406.207724,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.95625,406.785633,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,100.0,3.96875,407.169672,stage_c_local_selected,48,confirmed_first_order,confirmed_first_order,unique_candidate_geometry_gate
0.5,106.9599609375,0.0,-0.0,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.0625,278.136227,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.125,300.741181,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.1875,313.103794,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.25,321.282092,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.3125,327.175036,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.375,331.628886,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.4375,335.095446,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.5,337.844785,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.5625,340.051475,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.625,341.835092,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.6875,343.281306,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.75,344.453769,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.8125,345.401222,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.875,346.161978,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.9375,346.766853,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,1.0,347.241156,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,1.0625,347.606084,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,1.125,347.879725,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,1.1875,348.077794,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,1.25,348.214196,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,1.3125,348.301452,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,1.375,348.351044,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,1.4375,348.373695,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,1.5,348.379594,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,1.5625,348.378594,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,1.625,348.380383,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,1.6875,348.394632,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,1.75,348.431128,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,1.8125,348.499883,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,1.875,348.611228,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,1.9375,348.775872,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,2.0,349.004919,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,2.0625,349.309824,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,2.125,349.702264,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,2.1875,350.193894,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,2.25,350.79596,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,2.3125,351.518763,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,2.375,352.37097,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,2.4375,353.358845,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,2.5,354.485495,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,2.5625,355.750293,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,2.625,357.14863,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,2.6875,358.672106,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,2.75,360.309159,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,2.8125,362.046005,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,2.875,363.867721,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,2.9375,365.759252,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,3.0,367.706214,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,3.0625,369.695444,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,3.125,371.715288,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,3.1875,373.755689,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,3.25,375.808142,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,3.3125,377.86556,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,3.375,379.922109,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,3.4375,381.973025,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,3.5,384.01445,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,3.5625,386.043274,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,3.625,388.057006,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,3.6875,390.053662,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,3.75,392.03167,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,3.8125,393.989795,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,3.875,395.927075,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,3.9375,397.842771,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,4.0,399.736322,stage_b_global_reference,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.0625,278.136227,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.1125,297.405196,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.1625,308.837428,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.2125,316.733028,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.2625,322.607776,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.3125,327.175036,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.3625,330.828144,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.4125,333.807253,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.4625,336.269896,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.5125,338.325088,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.5625,340.051475,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.5875,340.81029,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.60625,341.338825,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.61875,341.673124,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.6375,342.149028,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.65625,342.59598,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.66875,342.878744,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.6875,343.281306,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.70625,343.659331,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.71875,343.898423,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.7375,344.238664,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,0.75625,344.557937,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,1.478125,348.378813,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,1.509375,348.379646,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,1.58125,348.378398,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,1.596875,348.378615,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,3.63125,388.257469,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,3.64375,388.657874,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,3.6625,389.257157,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,3.68125,389.854812,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,3.69375,390.252325,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,3.7125,390.847179,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,3.73125,391.440305,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,3.74375,391.834746,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,3.7625,392.42492,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,3.78125,393.013284,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,3.79375,393.404507,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,3.8125,393.989795,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,3.83125,394.573206,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,3.84375,394.961092,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,3.8625,395.541325,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,3.88125,396.119627,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,3.89375,396.504079,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,3.9125,397.079122,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,3.93125,397.65219,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
0.5,106.9599609375,3.94375,398.03313,stage_c_local_selected,48,confirmed_first_order,ambiguous_near_critical,weak_or_unresolved_s_shape
