reference_mode,muB_MeV,xi,alpha_T,T_MeV,species,channel,density,rate,contribution,species_total,contribution_share
legacy,900.0,0.0,1.2,150.88470963755142,u,uu_to_uu,0.9205310784039069,0.08863234887666283,0.08158883169290573,0.27992553149129074,0.2914662026655621
legacy,900.0,0.0,1.2,150.88470963755142,u,us_to_us,0.3231549229383445,0.15067870078817797,0.04869256394165352,0.27992553149129074,0.17394827718017025
legacy,900.0,0.0,1.2,150.88470963755142,u,udbar_to_udbar,0.017851066987375326,1.413867396726349,0.025239041610228025,0.27992553149129074,0.09016341409005517
legacy,900.0,0.0,1.2,150.88470963755142,u,uubar_to_uubar,0.017851066987375326,0.9260095841149922,0.016530259116988293,0.27992553149129074,0.05905234520382645
legacy,900.0,0.0,1.2,150.88470963755142,u,uubar_to_ddbar,0.017851066987375326,0.7489422578197298,0.01336941841401612,0.27992553149129074,0.047760625273411614
legacy,900.0,0.0,1.2,150.88470963755142,u,usbar_to_usbar,0.005870650782023596,0.455438456735761,0.002673720132199415,0.27992553149129074,0.009551540789992577
legacy,900.0,0.0,1.2,150.88470963755142,u,uubar_to_ssbar,0.017851066987375326,0.02031172719929639,0.0003625860028639333,0.27992553149129074,0.0012952945054074652
legacy,900.0,0.0,1.2,150.88470963755142,ubar,dubar_to_dubar,0.9205310784039069,1.4138673967263495,1.301508879428631,3.257459310444878,0.3995472407760885
legacy,900.0,0.0,1.2,150.88470963755142,ubar,uubar_to_uubar,0.9205310784039069,0.9260095841149922,0.8524206010777271,3.257459310444878,0.2616826550509729
legacy,900.0,0.0,1.2,150.88470963755142,ubar,uubar_to_ddbar,0.9205310784039069,0.7489422578197298,0.6894246242530527,3.257459310444878,0.2116448920919588
legacy,900.0,0.0,1.2,150.88470963755142,ubar,subar_to_subar,0.3231549229383445,1.1803033276392132,0.38142083088712153,3.257459310444878,0.11709151044929862
legacy,900.0,0.0,1.2,150.88470963755142,ubar,uubar_to_ssbar,0.9205310784039069,0.02031172719929639,0.018697576143014275,3.257459310444878,0.005739926231176993
legacy,900.0,0.0,1.2,150.88470963755142,ubar,ubardbar_to_ubardbar,0.017851066987375326,0.3720528156670317,0.0066415397353137865,3.257459310444878,0.002038871126960213
legacy,900.0,0.0,1.2,150.88470963755142,ubar,ubarubar_to_ubarubar,0.017851066987375326,0.30816040222549496,0.005500991982983835,3.257459310444878,0.0016887369752694018
legacy,900.0,0.0,1.2,150.88470963755142,ubar,ubarsbar_to_ubarsbar,0.005870650782023596,0.31415033963200895,0.0018442669370336315,3.257459310444878,0.0005661672982744813
legacy,900.0,0.5,1.2,150.88470963755142,u,ud_to_ud,0.6747308909571669,0.14048888868380077,0.09479219303120313,0.25576790586792186,0.3706180128798242
legacy,900.0,0.5,1.2,150.88470963755142,u,uu_to_uu,0.6747308909571669,0.11673105029177044,0.07876204556573213,0.25576790586792186,0.307943427454126
legacy,900.0,0.5,1.2,150.88470963755142,u,us_to_us,0.2147844321400011,0.1805150719347795,0.038771827218223066,0.25576790586792186,0.15158988414380956
legacy,900.0,0.5,1.2,150.88470963755142,u,udbar_to_udbar,0.011943601326677773,1.6251245158909773,0.01940983932401205,0.25576790586792186,0.07588848670495532
