path_family,path_profile,path_segment,path_point_index,path_order_key,path_label,freezeout_profile,sigma_target,sqrt_s_NN_GeV,T_MeV,muB_MeV,muq_MeV,xi,equilibrium_converged,equilibrium_iterations,equilibrium_residual_norm,Phi,Phibar,m_u,m_d,m_s,M_pi,Gamma_pi,converged_pi,residual_pi,root_sign_flipped_pi,threshold_pi,gap_pi,M_K,Gamma_K,converged_K,residual_K,root_sign_flipped_K,threshold_K,gap_K,M_eta,Gamma_eta,converged_eta,residual_eta,root_sign_flipped_eta,thr_uu_eta,thr_ss_eta,thr_min_eta,gap_uu_eta,gap_ss_eta,gap_min_eta,M_eta_prime,Gamma_eta_prime,converged_eta_prime,residual_eta_prime,root_sign_flipped_eta_prime,thr_uu_eta_prime,thr_ss_eta_prime,thr_min_eta_prime,gap_uu_eta_prime,gap_ss_eta_prime,gap_min_eta_prime,M_sigma_pi,Gamma_sigma_pi,converged_sigma_pi,residual_sigma_pi,root_sign_flipped_sigma_pi,threshold_sigma_pi,gap_sigma_pi,M_sigma_K,Gamma_sigma_K,converged_sigma_K,residual_sigma_K,root_sign_flipped_sigma_K,threshold_sigma_K,gap_sigma_K,M_sigma,Gamma_sigma,converged_sigma,residual_sigma,root_sign_flipped_sigma,thr_uu_sigma,thr_ss_sigma,thr_min_sigma,gap_uu_sigma,gap_ss_sigma,gap_min_sigma,M_sigma_prime,Gamma_sigma_prime,converged_sigma_prime,residual_sigma_prime,root_sign_flipped_sigma_prime,thr_uu_sigma_prime,thr_ss_sigma_prime,thr_min_sigma_prime,gap_uu_sigma_prime,gap_ss_sigma_prime,gap_min_sigma_prime,message
isentropic,default,fixed_sigma,10,200.000000,sigma=45.000000,,45.000000,NaN,200.000000,261.854821,87.284940,0.000000,true,5,0.000000,0.616650,0.619470,0.481542,0.481542,2.094137,0.832898,0.000000,true,0.000000,false,0.963085,-0.130187,2.544180,0.000000,true,0.000000,false,2.575679,-0.031499,2.259116,1.474486,true,0.000000,false,0.963085,4.188274,0.963085,1.296031,-1.929159,1.296031,3.423254,0.140682,false,0.000463,false,0.963085,4.188274,0.963085,2.460169,-0.765020,2.460169,2.464730,1.619991,true,0.000000,false,0.963085,1.501645,3.333124,0.827540,true,0.000000,false,2.575679,0.757445,1.218367,0.111225,true,0.000000,false,0.963085,4.188274,0.963085,0.255282,-2.969907,0.255282,4.716729,0.750066,true,0.000000,false,0.963085,4.188274,0.963085,3.753644,0.528455,3.753644,
isentropic,default,fixed_sigma,11,210.000000,sigma=45.000000,,45.000000,NaN,210.000000,275.207503,91.735834,0.000000,true,17,0.000000,0.658819,0.661096,0.239257,0.239257,1.973715,1.107371,0.352604,true,0.000000,false,0.478514,0.628857,2.674872,0.550276,true,0.000000,false,2.212972,0.461901,2.350548,1.768611,true,0.000000,false,0.478514,3.947430,0.478514,1.872034,-1.596882,1.872034,3.262400,0.227162,false,0.006652,false,0.478514,3.947430,0.478514,2.783886,-0.685030,2.783886,2.396609,1.797015,true,0.000000,false,0.478514,1.918095,3.073047,0.845283,true,0.000000,false,2.212972,0.860075,1.199157,0.355515,true,0.000000,false,0.478514,3.947430,0.478514,0.720643,-2.748273,0.720643,4.517204,0.801278,true,0.000000,false,0.478514,3.947430,0.478514,4.038690,0.569774,4.038690,
isentropic,default,fixed_sigma,12,220.000000,sigma=45.000000,,45.000000,NaN,220.000000,290.264802,96.754934,0.000000,true,24,0.000000,0.692367,0.694278,0.152055,0.152055,1.864422,1.415312,0.616654,true,0.000000,false,0.304109,1.111203,2.761739,0.786651,true,0.000000,false,2.016477,0.745262,2.445843,1.930814,true,0.000000,false,0.304109,3.728844,0.304109,2.141734,-1.283001,2.141734,3.166389,0.352994,false,0.012255,false,0.304109,3.728844,0.304109,2.862280,-0.562456,2.862280,2.462428,1.939857,true,0.000000,false,0.304109,2.158319,2.996410,0.957612,true,0.000000,false,2.016477,0.979933,1.444141,0.615696,true,0.000000,false,0.304109,3.728844,0.304109,1.140032,-2.284704,1.140032,4.355995,0.892137,true,0.000000,false,0.304109,3.728844,0.304109,4.051886,0.627151,4.051886,
isentropic,default,fixed_sigma,13,230.000000,sigma=45.000000,,45.000000,NaN,230.000000,304.577595,101.525865,0.000000,true,12,0.000000,0.720728,0.722351,0.110466,0.110466,1.748199,1.692906,0.888318,true,0.000000,false,0.220931,1.471975,2.817845,1.008000,true,0.000000,false,1.858664,0.959180,2.541346,2.077003,true,0.000000,false,0.220931,3.496397,0.220931,2.320415,-0.955052,2.320415,3.068592,0.503337,false,0.019206,false,0.220931,3.496397,0.220931,2.847661,-0.427805,2.847661,2.549137,2.080536,true,0.000000,false,0.220931,2.328206,2.973598,1.121132,true,0.000000,false,1.858664,1.114934,1.705230,0.887456,true,0.000000,false,0.220931,3.496397,0.220931,1.484299,-1.791167,1.484299,4.197759,1.014189,true,0.000000,false,0.220931,3.496397,0.220931,3.976828,0.701362,3.976828,
isentropic,default,fixed_sigma,14,240.000000,sigma=45.000000,,45.000000,NaN,240.000000,318.123569,106.041190,0.000000,true,22,0.000000,0.745156,0.746543,0.086485,0.086485,1.625655,1.948172,1.176043,true,0.000000,false,0.172971,1.775201,2.868777,1.245818,true,0.000000,false,1.712141,1.156636,2.637583,2.226282,true,0.000000,false,0.172971,3.251310,0.172971,2.464612,-0.613727,2.464612,2.962732,0.685330,false,0.028676,false,0.172971,3.251310,0.172971,2.789761,-0.288578,2.789761,2.641841,2.227707,true,0.000000,false,0.172971,2.468870,2.978381,1.324645,true,0.000000,false,1.712141,1.266241,1.954491,1.175383,true,0.000000,false,0.172971,3.251310,0.172971,1.781520,-1.296819,1.781520,4.046623,1.171272,true,0.000000,false,0.172971,3.251310,0.172971,3.873652,0.795313,3.873652,
isentropic,default,fixed_sigma,15,250.000000,sigma=45.000000,,45.000000,NaN,250.000000,331.142537,110.380846,0.000000,true,15,0.000000,0.766418,0.767610,0.071019,0.071019,1.500882,2.185608,1.479789,true,0.000000,false,0.142037,2.043570,2.925772,1.506983,true,0.000000,false,1.571900,1.353872,2.736254,2.386202,true,0.000000,false,0.142037,3.001763,0.142037,2.594217,-0.265509,2.594217,2.794129,0.790793,false,0.049926,false,0.142037,3.001763,0.142037,2.652092,-0.207634,2.652092,2.738816,2.386674,true,0.000000,false,0.142037,2.596779,3.005276,1.562988,true,0.000000,false,1.571900,1.433375,2.189254,1.479273,true,0.000000,false,0.142037,3.001763,0.142037,2.047217,-0.812509,2.047217,3.913001,1.367169,true,0.000000,false,0.142037,3.001763,0.142037,3.770964,0.911238,3.770964,
isentropic,default,fixed_sigma,16,260.000000,sigma=45.000000,,45.000000,NaN,260.000000,343.871522,114.623841,0.000000,true,4,0.000000,0.785067,0.786095,0.060284,0.060284,1.378708,2.407553,1.797681,true,0.000000,false,0.120568,2.286985,2.994201,1.790987,true,0.000000,false,1.438992,1.555209,2.838889,2.561659,true,0.000000,false,0.120568,2.757417,0.120568,2.718322,0.081473,2.718322,2.690839,1.112374,false,0.062591,false,0.120568,2.757417,0.120568,2.570271,-0.066578,2.570271,2.840483,2.561687,true,0.000000,false,0.120568,2.719915,3.052795,1.830931,true,0.000000,false,1.438992,1.613803,2.409840,1.797267,true,0.000000,false,0.120568,2.757417,0.120568,2.289272,-0.347576,2.289272,3.807013,1.602781,true,0.000000,false,0.120568,2.757417,0.120568,3.686445,1.049596,3.686445,
isentropic,default,fixed_sigma,17,270.000000,sigma=45.000000,,45.000000,NaN,270.000000,356.486936,118.828979,0.000000,true,4,0.000000,0.801527,0.802418,0.052428,0.052428,1.263258,2.615436,2.127458,true,0.000000,false,0.104857,2.510580,3.075580,2.094298,true,0.000000,false,1.315686,1.759894,2.946016,2.755686,true,0.000000,false,0.104857,2.526516,0.104857,2.841159,0.419500,2.841159,2.944661,1.344978,false,0.085093,false,0.104857,2.526516,0.104857,2.839804,0.418145,2.839804,2.947124,2.755670,true,0.000000,false,0.104857,2.842267,3.119120,2.122608,true,0.000000,false,1.315686,1.803433,2.616966,2.127105,true,0.000000,false,0.104857,2.526516,0.104857,2.512110,0.090451,2.512110,3.735091,1.875309,true,0.000000,false,0.104857,2.526516,0.104857,3.630234,1.208575,3.630234,
isentropic,default,fixed_sigma,18,280.000000,sigma=45.000000,,45.000000,NaN,280.000000,369.096177,123.032059,0.000000,true,16,0.000000,0.816144,0.816919,0.046438,0.046438,1.157168,2.810417,2.467145,true,0.000000,false,0.092877,2.717541,3.168798,2.412802,true,0.000000,false,1.203606,1.965192,3.057549,2.970090,true,0.000000,false,0.092877,2.314336,0.092877,2.964672,0.743213,2.964672,3.142763,2.000006,true,0.000000,false,0.092877,2.314336,0.092877,3.049886,0.828427,3.049886,3.058363,2.970019,true,0.000000,false,0.092877,2.965487,3.201273,2.432513,true,0.000000,false,1.203606,1.997667,2.811479,2.466834,true,0.000000,false,0.092877,2.314336,0.092877,2.718602,0.497143,2.718602,3.698710,2.179084,true,0.000000,false,0.092877,2.314336,0.092877,3.605833,1.384374,3.605833,
isentropic,default,fixed_sigma,19,290.000000,sigma=45.000000,,45.000000,NaN,290.000000,381.752955,127.250985,0.000000,true,7,0.000000,0.829194,0.829871,0.041716,0.041716,1.061538,2.993594,2.815297,true,0.000000,false,0.083432,2.910162,3.271372,2.743134,true,0.000000,false,1.103254,2.168118,3.172649,3.204930,true,0.000000,false,0.083432,2.123076,0.083432,3.089217,1.049573,3.089217,3.256935,2.435095,true,0.000000,false,0.083432,2.123076,0.083432,3.173503,1.133858,3.173503,3.173270,3.204822,true,0.000000,false,0.083432,3.089838,3.295607,2.756353,true,0.000000,false,1.103254,2.192353,2.994357,2.815031,true,0.000000,false,0.083432,2.123076,0.083432,2.910925,0.871280,2.910925,3.695151,2.507355,true,0.000000,false,0.083432,2.123076,0.083432,3.611719,1.572075,3.611719,
isentropic,default,fixed_sigma,20,300.000000,sigma=45.000000,,45.000000,NaN,300.000000,394.479252,131.493084,0.000000,true,4,0.000000,0.840906,0.841500,0.037890,0.037890,0.976325,3.166013,3.170959,true,0.000000,false,0.075779,3.090234,3.380464,3.083031,true,0.000000,false,1.014214,2.366249,3.290149,3.459421,true,0.000000,false,0.075779,1.952649,0.075779,3.214370,1.337500,3.214370,3.374735,2.844310,true,0.000000,false,0.075779,1.952649,0.075779,3.298956,1.422086,3.298956,3.290635,3.459291,true,0.000000,false,0.075779,3.214856,3.398502,3.091228,true,0.000000,false,1.014214,2.384288,3.166576,3.170733,true,0.000000,false,0.075779,1.952649,0.075779,3.090797,1.213927,3.090797,3.719274,2.853894,true,0.000000,false,0.075779,1.952649,0.075779,3.643495,1.766625,3.643495,
